Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0,-88.0532,-0.0000,0.5000,72.7052,-1.7322,-0.0796,-0.0002,0.0000,0.0003,-0.0039,0.7675,0.0007,0.0000
2,-88.0532,-0.0000,0.5000,72.7045,-1.7322,-0.0796,-0.0002,0.0000,0.0003,-0.0039,0.7673,0.0007,0.0000
4,-88.0532,-0.0000,0.5000,72.7038,-1.7322,-0.0796,-0.0002,0.0000,0.0003,-0.0039,0.7671,0.0007,0.0000
6,-88.0533,-0.0000,0.5000,72.7031,-1.7322,-0.0796,-0.0002,0.0000,0.0003,-0.0039,0.7669,0.0007,0.0000
8,-88.0533,-0.0000,0.5000,72.7024,-1.7322,-0.0796,-0.0002,0.0000,0.0003,-0.0039,0.7668,0.0007,0.0000
10,-48.4491,79.2082,0.5000,72.7012,-1104.5878,-12.6505,-0.0824,1.1829,5.1730,0.0122,307.0289,0.3007,0.3007
12,29.1909,7.2121,0.5000,72.8037,-4051.1502,-131.0718,-2463.4043,325.6406,5.5375,0.9866,0.2550,-2.2621,-2.2621
14,35.9300,2.0112,0.5000,75.8265,-761.2234,-108.1893,-1845.0598,560.2619,6.3868,3.4015,0.1326,-1.3831,-1.3831
16,38.1668,0.7742,0.5000,85.2782,-223.5509,-101.1801,-1391.6970,538.3553,7.9601,6.1630,0.1080,-0.9403,-0.9403
18,39.1666,0.3844,0.5000,100.7989,-68.7785,-97.3671,-1098.8680,448.1415,9.8195,9.6842,0.0973,-0.7285,-0.7285
20,39.7352,0.2416,0.5000,119.9920,-26.7732,-95.2958,-964.3100,373.3132,11.2547,12.9265,0.0925,-0.6620,-0.6620
22,40.1421,0.1868,0.5000,140.2679,-10.6827,-93.6661,-887.4150,312.7668,12.4723,16.2789,0.0890,-0.6395,-0.6395
24,40.4801,0.1600,0.5000,159.8930,-3.9396,-92.1735,-834.5954,263.3365,13.5278,19.9050,0.0861,-0.6299,-0.6299
26,40.7747,0.1397,0.5000,178.0114,-1.5980,-90.9006,-796.0786,227.3343,14.3323,23.3923,0.0838,-0.6218,-0.6218
28,41.0286,0.1192,0.5000,194.3181,-0.5510,-89.5872,-758.2127,195.5145,15.0593,27.4245,0.0816,-0.6097,-0.6097
