Pace,T_Peak,Vmpeak,Vmvalley,Vm_repol30,Vm_repol50,Vm_repol90,dVmdt_repol_max
750,39.5000,41.5377,-87.6375,2.7852,-23.0499,-74.7199,4.5412
751,39.5000,41.5372,-87.6374,2.7848,-23.0501,-74.7199,4.5548
752,39.5000,41.5366,-87.6374,2.7844,-23.0504,-74.7200,4.5731
753,39.5000,41.5361,-87.6373,2.7841,-23.0506,-74.7200,4.5922
754,39.5000,41.5356,-87.6373,2.7837,-23.0509,-74.7200,4.6056
755,39.5000,41.5350,-87.6373,2.7833,-23.0511,-74.7200,4.6245
756,39.5000,41.5345,-87.6372,2.7830,-23.0514,-74.7201,4.6420
757,39.5000,41.5340,-87.6372,2.7826,-23.0516,-74.7201,4.6631
758,39.5000,41.5335,-87.6372,2.7823,-23.0519,-74.7201,4.6733
759,39.5000,41.5329,-87.6371,2.7819,-23.0521,-74.7201,4.6816
760,39.5000,41.5325,-87.6371,2.7816,-23.0523,-74.7201,4.7030
761,39.5000,41.5320,-87.6371,2.7813,-23.0525,-74.7202,4.7148
762,39.5000,41.5315,-87.6370,2.7810,-23.0528,-74.7202,4.7256
763,39.5000,41.5311,-87.6370,2.7807,-23.0530,-74.7202,4.7338
764,39.5000,41.5306,-87.6370,2.7804,-23.0532,-74.7202,4.7576
765,39.5000,41.5302,-87.6370,2.7800,-23.0534,-74.7202,4.7682
766,39.5000,41.5298,-87.6369,2.7798,-23.0536,-74.7203,4.7795
767,39.5000,41.5293,-87.6369,2.7795,-23.0538,-74.7203,4.7929
768,39.5000,41.5289,-87.6369,2.7792,-23.0540,-74.7203,4.8021
769,39.5000,41.5285,-87.6368,2.7789,-23.0542,-74.7203,4.3894
770,39.5000,41.5282,-87.6368,2.7787,-23.0543,-74.7203,4.3960
771,39.5000,41.5278,-87.6368,2.7784,-23.0545,-74.7203,4.4083
772,39.5000,41.5273,-87.6368,2.7781,-23.0547,-74.7204,4.4240
773,39.5000,41.5270,-87.6367,2.7779,-23.0549,-74.7204,4.4353
774,39.5000,41.5266,-87.6367,2.7776,-23.0550,-74.7204,4.4493
775,39.5000,41.5263,-87.6367,2.7774,-23.0552,-74.7204,4.4536
776,39.5000,41.5260,-87.6367,2.7772,-23.0554,-74.7204,4.4718
777,39.5000,41.5256,-87.6367,2.7769,-23.0555,-74.7204,4.4851
778,39.5000,41.5253,-87.6366,2.7767,-23.0557,-74.7204,4.4925
779,39.5000,41.5250,-87.6366,2.7765,-23.0558,-74.7205,4.5052
780,39.5000,41.5246,-87.6366,2.7763,-23.0560,-74.7205,4.5178
781,39.5000,41.5243,-87.6366,2.7761,-23.0561,-74.7205,4.5262
782,39.5000,41.5240,-87.6365,2.7758,-23.0563,-74.7205,4.5377
783,39.5000,41.5237,-87.6365,2.7756,-23.0564,-74.7205,4.5442
784,39.5000,41.5234,-87.6365,2.7754,-23.0565,-74.7205,4.5552
785,39.5000,41.5231,-87.6365,2.7752,-23.0567,-74.7205,4.5617
786,39.5000,41.5229,-87.6365,2.7751,-23.0568,-74.7205,4.5756
787,39.5000,41.5225,-87.6365,2.7748,-23.0570,-74.7206,4.5886
788,39.5000,41.5223,-87.6364,2.7747,-23.0571,-74.7206,4.5925
789,39.5000,41.5220,-87.6364,2.7745,-23.0572,-74.7206,4.6037
790,39.5000,41.5217,-87.6364,2.7743,-23.0573,-74.7206,4.6136
791,39.5000,41.5215,-87.6364,2.7741,-23.0574,-74.7206,4.6157
792,39.5000,41.5212,-87.6364,2.7740,-23.0576,-74.7206,4.6254
793,39.5000,41.5210,-87.6364,2.7738,-23.0577,-74.7206,4.6286
794,39.5000,41.5207,-87.6363,2.7736,-23.0578,-74.7206,4.6415
