Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
1,-87.6709,-0.0000,0.5000,83.2548,-2.1851,-0.1176,-0.0005,-0.0062,-0.0253,-0.0069,-41.4464
3,-87.6709,-0.0000,0.5000,83.2532,-2.1851,-0.1176,-0.0005,-0.0062,-0.0252,-0.0069,-41.4474
5,-87.6709,-0.0000,0.5000,83.2518,-2.1851,-0.1176,-0.0005,-0.0062,-0.0252,-0.0069,-41.4481
7,-87.6709,-0.0000,0.5000,83.2506,-2.1851,-0.1177,-0.0005,-0.0062,-0.0251,-0.0069,-41.4489
9,-87.6709,-0.0000,0.5000,83.2496,-2.1851,-0.1177,-0.0005,-0.0062,-0.0250,-0.0069,-41.4495
11,-48.1909,78.9600,0.5000,83.2479,-1314.0930,-17.8974,-0.2143,5.0942,8.4300,0.0214,386.2761
13,32.5186,8.2683,0.5000,84.7186,-3832.9775,-141.1569,-5043.1937,1658.3495,22.8594,1.9087,0.2414
15,28.9805,-6.9181,0.5000,263.7339,-1156.2674,-149.1705,4555.4778,2440.7880,57.8455,5.8434,0.3436
17,27.3154,2.9951,0.5000,689.0351,-451.4847,-153.0962,-4552.5583,1968.9732,91.0821,8.8733,0.3975
19,32.3639,2.0380,0.5000,837.8211,-161.0183,-135.9383,-3892.7010,1758.7181,114.8467,12.9152,0.2438
21,35.2879,1.1915,0.5000,928.0489,-61.2300,-125.8828,-3293.5377,1559.5165,129.4883,17.4414,0.1844
23,37.1065,0.7747,0.5000,991.6349,-22.8179,-119.1162,-2887.4104,1350.4425,139.3363,22.5636,0.1540
25,38.3541,0.5485,0.5000,1038.3602,-8.6356,-114.3391,-2599.2719,1164.5864,145.6881,27.9227,0.1364
27,39.2660,0.4075,0.5000,1073.0416,-3.4900,-110.8980,-2390.0560,1017.6793,149.6816,33.1077,0.1255
29,39.9529,0.3088,0.5000,1098.5874,-1.2201,-107.7242,-2194.8765,877.8810,152.8354,39.2761,0.1167
31,40.4743,0.2342,0.5000,1116.9650,-0.4320,-105.2133,-2037.6379,766.6268,154.9675,45.4737,0.1108
33,40.8667,0.1750,0.5000,1129.5990,-0.1689,-103.3478,-1917.8461,683.9982,156.3661,51.1337,0.1069
35,41.1550,0.1268,0.5000,1137.5698,-0.0642,-101.7448,-1811.5126,612.7511,157.4679,56.9903,0.1041
37,41.3578,0.0870,0.5000,1141.7226,-0.0268,-100.5262,-1727.4335,558.0286,158.2641,62.2729,0.1024
39,41.4894,0.0538,0.5000,1142.7317,-0.0110,-99.4673,-1651.0203,509.6257,158.9453,67.6444,0.1012
41,41.5612,0.0258,0.5000,1141.1441,-0.0043,-98.5242,-1579.2234,465.3503,159.5618,73.2435,0.1005
43,41.5825,0.0020,0.5000,1137.4078,-0.0014,-97.5763,-1501.9371,419.0300,160.2149,79.9293,0.1003
45,41.5606,-0.0183,0.5000,1131.8935,-0.0006,-97.0019,-1451.5794,389.6130,160.6425,84.6822,0.1006
