Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
2,-88.9828,0.0000,0.0050,70.0307,-0.0005,-0.1033,-0.0000,0.1289,0.0005,-0.0004,183.0222
4,-88.9828,0.0000,0.0050,70.0321,-0.0005,-0.1033,-0.0000,0.1289,0.0005,-0.0004,183.0241
6,-88.9828,0.0000,0.0050,70.0334,-0.0005,-0.1033,-0.0000,0.1290,0.0005,-0.0004,183.0275
8,-88.9828,0.0000,0.0050,70.0348,-0.0005,-0.1034,-0.0000,0.1290,0.0005,-0.0004,183.0309
10,-88.9828,0.0000,0.0050,70.0362,-0.0005,-0.1034,-0.0000,0.1290,0.0005,-0.0004,183.0342
12,29.0307,-1.6941,0.0050,70.1910,-46.1208,-164.9266,-3382.2983,3028.4489,0.3667,0.1077,0.0017
14,25.4463,-1.5264,0.0050,71.8641,-0.0000,-170.8265,-4590.9165,4202.2769,3.2757,0.2997,0.0033
16,23.2667,-0.6970,0.0050,77.1415,-0.0000,-174.0975,-4577.0204,3525.5015,7.9316,0.4745,0.0048
18,22.4073,-0.2234,0.0050,86.5961,-0.0000,-174.4502,-4313.0377,2794.6266,12.7900,0.6513,0.0056
20,22.1950,-0.0203,0.0050,99.2415,-0.0000,-173.1810,-4013.9848,2244.8428,17.0875,0.8358,0.0059
22,22.2437,0.0553,0.0050,113.5673,-0.0000,-171.3135,-3737.4600,1850.5335,20.5407,1.0277,0.0058
24,22.3802,0.0751,0.0050,128.2597,-0.0000,-169.3219,-3494.5300,1563.3717,23.1443,1.2253,0.0057
26,22.5270,0.0689,0.0050,142.4611,-0.0000,-166.9477,-3235.0093,1300.9381,25.4030,1.4795,0.0055
28,22.6481,0.0509,0.0050,155.7182,-0.0000,-165.6092,-3096.0606,1174.7599,26.3666,1.6402,0.0054
30,22.7276,0.0283,0.0050,167.8440,-0.0000,-164.0120,-2933.2454,1036.6505,27.2686,1.8567,0.0053
32,22.7610,0.0052,0.0050,178.8029,-0.0000,-162.6243,-2792.0725,923.6408,27.8552,2.0754,0.0053
34,22.7494,-0.0164,0.0050,188.6379,-0.0000,-161.5815,-2684.9776,841.2233,28.1869,2.2648,0.0053
36,22.6970,-0.0355,0.0050,197.4282,-0.0000,-160.2391,-2544.6876,736.7858,28.4934,2.5503,0.0054
38,22.6091,-0.0519,0.0050,205.2662,-0.0000,-159.4650,-2462.3228,677.1068,28.6197,2.7412,0.0055
40,22.4909,-0.0658,0.0050,212.2454,-0.0000,-158.7676,-2387.3293,623.7677,28.7114,2.9324,0.0056
42,22.3474,-0.0773,0.0050,218.4547,-0.0000,-157.8253,-2285.5047,552.9283,28.8190,3.2218,0.0058
44,22.1830,-0.0868,0.0050,223.9759,-0.0000,-157.3937,-2239.0777,521.2690,28.8691,3.3665,0.0059
46,22.0012,-0.0947,0.0050,228.8827,-0.0000,-156.5878,-2153.7321,464.3220,28.9762,3.6554,0.0062
48,21.8052,-0.1011,0.0050,233.2409,-0.0000,-156.2065,-2114.3551,438.6297,29.0373,3.7996,0.0063
50,21.5977,-0.1063,0.0050,237.1088,-0.0000,-155.4729,-2041.2483,392.0436,29.1805,4.0874,0.0067
52,21.3807,-0.1105,0.0050,240.5381,-0.0000,-155.1163,-2007.2258,370.9012,29.2638,4.2309,0.0069
54,21.1562,-0.1139,0.0050,243.5743,-0.0000,-154.4139,-1943.6223,332.3890,29.4553,4.5171,0.0072
56,20.9256,-0.1166,0.0050,246.2576,-0.0000,-154.0653,-1913.8379,314.8407,29.5636,4.6598,0.0074
58,20.6902,-0.1187,0.0050,248.6236,-0.0000,-153.3676,-1857.9173,282.7786,29.8043,4.9442,0.0079
60,20.4513,-0.1202,0.0050,250.7039,-0.0000,-153.0165,-1831.6307,268.1324,29.9363,5.0859,0.0081
62,20.2097,-0.1213,0.0050,252.5263,-0.0000,-152.3062,-1782.0986,241.3171,30.2217,5.3683,0.0086
