Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0,-89.0893,0.0000,0.0050,70.0551,-0.0004,-0.1019,0.0000,0.1295,0.0005,-0.0004,185.0621,0.1851,0.1851
2,-89.0893,0.0000,0.0050,70.0565,-0.0004,-0.1019,0.0000,0.1296,0.0005,-0.0004,185.0655,0.1851,0.1851
4,-89.0893,0.0000,0.0050,70.0579,-0.0004,-0.1019,0.0000,0.1296,0.0005,-0.0004,185.0689,0.1851,0.1851
6,-89.0893,0.0000,0.0050,70.0593,-0.0004,-0.1019,0.0000,0.1296,0.0005,-0.0004,185.0723,0.1851,0.1851
8,-89.0892,0.0000,0.0050,70.0606,-0.0004,-0.1020,0.0000,0.1296,0.0005,-0.0004,185.0756,0.1851,0.1851
10,-88.8244,52.9694,0.0050,70.0620,-0.0005,-0.1057,0.0000,0.1629,0.0007,-0.0004,228.2843,0.2283,0.2283
12,29.0353,-1.7279,0.0050,70.2226,-39.6555,-165.5543,-3404.6061,3068.9432,0.3786,0.1097,0.0017,-0.5007,-0.5007
14,25.4227,-1.5288,0.0050,71.9227,-0.0000,-171.6414,-4592.6149,4206.4402,3.3155,0.3019,0.0032,-0.5542,-0.5542
16,23.2464,-0.6933,0.0050,77.2523,-0.0000,-174.9806,-4576.5096,3523.0402,7.9823,0.4769,0.0047,-1.2200,-1.2200
18,22.3950,-0.2195,0.0050,86.7682,-0.0000,-175.3311,-4311.5470,2792.0463,12.8423,0.6540,0.0055,-1.6813,-1.6813
20,22.1896,-0.0173,0.0050,99.4716,-0.0000,-174.0400,-4012.0479,2243.2445,17.1378,0.8389,0.0057,-1.9249,-1.9249
22,22.2432,0.0573,0.0050,113.8458,-0.0000,-172.1487,-3735.3873,1849.8132,20.5878,1.0311,0.0057,-2.0361,-2.0361
24,22.3826,0.0760,0.0050,128.5760,-0.0000,-170.1378,-3492.5182,1563.2349,23.1879,1.2292,0.0055,-2.0750,-2.0750
26,22.5305,0.0691,0.0050,142.8067,-0.0000,-167.7618,-3234.7249,1302.5890,25.4312,1.4823,0.0054,-2.0730,-2.0730
28,22.6513,0.0506,0.0050,156.0865,-0.0000,-166.4171,-3095.9254,1176.3928,26.3948,1.6431,0.0053,-2.0579,-2.0579
30,22.7298,0.0276,0.0050,168.2305,-0.0000,-164.8149,-2933.3155,1038.2044,27.2970,1.8598,0.0052,-2.0308,-2.0308
32,22.7615,0.0043,0.0050,179.2042,-0.0000,-163.4247,-2792.3367,925.0870,27.8838,2.0786,0.0052,-2.0007,-2.0007
34,22.7481,-0.0173,0.0050,189.0515,-0.0000,-162.3810,-2685.3598,842.5471,28.2160,2.2681,0.0052,-1.9747,-1.9747
36,22.6939,-0.0364,0.0050,197.8523,-0.0000,-161.0387,-2545.2223,737.9433,28.5232,2.5538,0.0053,-1.9372,-1.9372
38,22.6041,-0.0528,0.0050,205.6993,-0.0000,-160.2653,-2462.9409,678.1669,28.6501,2.7449,0.0053,-1.9136,-1.9136
40,22.4842,-0.0666,0.0050,212.6862,-0.0000,-159.5688,-2388.0161,624.7414,28.7424,2.9361,0.0055,-1.8912,-1.8912
42,22.3391,-0.0781,0.0050,218.9022,-0.0000,-158.6275,-2286.1968,553.7399,28.8511,3.2260,0.0057,-1.8590,-1.8590
44,22.1731,-0.0875,0.0050,224.4292,-0.0000,-158.1964,-2239.7681,522.0123,28.9017,3.3708,0.0058,-1.8437,-1.8437
46,21.9900,-0.0953,0.0050,229.3411,-0.0000,-157.3916,-2154.4103,464.9493,29.0100,3.6601,0.0061,-1.8142,-1.8142
48,21.7928,-0.1016,0.0050,233.7036,-0.0000,-157.0108,-2115.0230,439.2079,29.0718,3.8045,0.0062,-1.7999,-1.7999
50,21.5842,-0.1068,0.0050,237.5753,-0.0000,-156.2780,-2041.8875,392.5375,29.2164,4.0926,0.0065,-1.7723,-1.7723
52,21.3662,-0.1110,0.0050,241.0078,-0.0000,-155.9216,-2007.8471,371.3590,29.3005,4.2363,0.0067,-1.7589,-1.7589
54,21.1408,-0.1143,0.0050,244.0466,-0.0000,-155.2196,-1944.2012,332.7845,29.4936,4.5228,0.0071,-1.7326,-1.7326
56,20.9093,-0.1170,0.0050,246.7322,-0.0000,-154.8711,-1914.3928,315.2092,29.6026,4.6657,0.0073,-1.7198,-1.7198
58,20.6732,-0.1190,0.0050,249.1001,-0.0000,-154.1734,-1858.4188,283.1003,29.8450,4.9504,0.0077,-1.6947,-1.6947
60,20.4336,-0.1205,0.0050,251.1817,-0.0000,-153.8222,-1832.1033,268.4336,29.9778,5.0922,0.0080,-1.6824,-1.6824
62,20.1914,-0.1216,0.0050,253.0053,-0.0000,-153.1114,-1782.5093,241.5825,30.2650,5.3749,0.0085,-1.6584,-1.6584
64,19.9475,-0.1222,0.0050,254.5955,-0.0000,-152.7505,-1759.1522,229.2950,30.4187,5.5157,0.0087,-1.6467,-1.6467
66,19.7027,-0.1225,0.0050,255.9746,-0.0000,-152.3851,-1736.6813,217.7044,30.5784,5.6562,0.0090,-1.6351,-1.6351
68,19.4577,-0.1225,0.0050,257.1623,-0.0000,-151.7480,-1700.0910,199.3431,30.8653,5.8961,0.0095,-1.6157,-1.6157
70,19.2130,-0.1222,0.0050,258.1765,-0.0000,-151.2055,-1671.3828,185.3782,31.1156,6.0951,0.0099,-1.6000,-1.6000
72,18.9692,-0.1216,0.0050,259.0330,-0.0000,-150.6515,-1644.1306,172.5094,31.3751,6.2935,0.0103,-1.5846,-1.5846
74,18.7268,-0.1208,0.0050,259.7461,-0.0000,-150.0852,-1618.2791,160.6452,31.6426,6.4911,0.0107,-1.5696,-1.5696
76,18.4860,-0.1199,0.0050,260.3287,-0.0000,-149.5066,-1593.6756,149.7023,31.9170,6.6880,0.0112,-1.5549,-1.5549
78,18.2472,-0.1189,0.0050,260.7924,-0.0000,-148.6151,-1558.9995,134.8505,32.3396,6.9822,0.0119,-1.5334,-1.5334
80,18.0107,-0.1177,0.0050,261.1479,-0.0000,-148.0866,-1540.0088,127.0349,32.5891,7.1518,0.0123,-1.5213,-1.5213
82,17.7765,-0.1165,0.0050,261.4047,-0.0000,-147.6314,-1524.4966,120.8173,32.8029,7.2952,0.0127,-1.5112,-1.5112
84,17.5448,-0.1152,0.0050,261.5714,-0.0000,-146.9367,-1502.1343,112.1416,33.1271,7.5096,0.0133,-1.4963,-1.4963
86,17.3156,-0.1140,0.0050,261.6560,-0.0000,-146.2285,-1480.7742,104.1844,33.4546,7.7232,0.0139,-1.4816,-1.4816
88,17.0889,-0.1127,0.0050,261.6656,-0.0000,-145.4479,-1458.6647,96.3090,33.8119,7.9535,0.0146,-1.4660,-1.4660
90,16.8646,-0.1116,0.0050,261.6068,-0.0000,-144.6539,-1437.4805,89.1257,34.1716,8.1829,0.0152,-1.4506,-1.4506
92,16.6426,-0.1105,0.0050,261.4856,-0.0000,-144.2524,-1427.1954,85.7726,34.3522,8.2972,0.0156,-1.4430,-1.4430
94,16.4227,-0.1095,0.0050,261.3074,-0.0000,-143.1763,-1400.8237,77.5927,34.8321,8.5988,0.0166,-1.4230,-1.4230
96,16.2048,-0.1086,0.0050,261.0773,-0.0000,-142.4986,-1384.9642,72.9708,35.1319,8.7855,0.0172,-1.4106,-1.4106
98,15.9885,-0.1078,0.0050,260.7999,-0.0000,-141.8158,-1369.4654,68.6743,35.4326,8.9716,0.0178,-1.3982,-1.3982
100,15.7736,-0.1071,0.0050,260.4791,-0.0000,-141.1289,-1354.2782,64.6775,35.7340,9.1570,0.0185,-1.3858,-1.3858
102,15.5599,-0.1066,0.0050,260.1190,-0.0000,-140.4388,-1339.3574,60.9566,36.0363,9.3416,0.0192,-1.3734,-1.3734
