Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.50,-87.8726,-0.0001,0.5000,85.9258,-2.2407,-0.3055,-0.0002,  -0,-0.0009,-0.0053,-34.2225,-0.0345,0.0000
2.50,-87.8727,-0.0001,0.5000,85.8736,-2.2407,-0.3055,-0.0002,  -0,-0.0009,-0.0053,-34.2568,-0.0346,0.0000
4.50,-87.8729,-0.0001,0.5000,85.8218,-2.2406,-0.3056,-0.0002,  -0,-0.0009,-0.0053,-34.2907,-0.0346,0.0000
6.50,-87.8730,-0.0001,0.5000,85.7704,-2.2406,-0.3057,-0.0002,  -0,-0.0009,-0.0053,-34.3244,-0.0346,0.0000
8.50,-87.8731,-0.0001,0.5000,85.7194,-2.2405,-0.3058,-0.0002,  -0,-0.0009,-0.0053,-34.3577,-0.0347,0.0000
10.50,-48.2539,79.2385,0.5000,85.6683,-1406.8213,-48.0239,-0.0850,   2,0.2946,0.0165,300.0824,0.2539,0.2539
12.50,33.5471,6.4590,0.5000,85.7869,-3879.9349,-415.1200,-2025.5939, 540,26.9482,1.6398,0.1680,-1.8721,-1.8721
14.50,38.6901,1.2917,0.5000,89.7751,-772.4124,-347.4224,-1546.8546, 818,116.7618,5.2414,0.1023,-0.9544,-0.9544
16.50,39.6908,0.2057,0.5000,102.8601,-226.7740,-331.5598,-1158.8572, 737,188.3405,9.3638,0.0929,-0.5552,-0.5552
18.50,39.6886,-0.0766,0.5000,125.3006,-78.1156,-327.4000,-950.2303, 591,236.8098,13.8070,0.0931,-0.4360,-0.4360
20.50,39.4663,-0.1156,0.5000,153.3783,-31.7509,-326.1774,-883.1528, 476,267.2200,17.8475,0.0950,-0.4482,-0.4482
22.50,39.2704,-0.0845,0.5000,182.7329,-10.0185,-324.6934,-865.0911, 364,296.8393,23.0887,0.0972,-0.5054,-0.5054
24.50,39.1449,-0.0512,0.5000,210.6620,-3.9526,-323.0715,-860.3404, 300,315.9886,27.2940,0.0983,-0.5400,-0.5400
26.50,39.0678,-0.0331,0.5000,236.0162,-1.5586,-321.2239,-851.6494, 252,332.4077,31.4733,0.0989,-0.5569,-0.5569
28.50,39.0077,-0.0298,0.5000,258.4922,-0.6142,-319.3607,-838.2117, 215,346.8743,35.6261,0.0995,-0.5595,-0.5595
30.50,38.9408,-0.0367,0.5000,278.1662,-0.2421,-317.6335,-821.5200, 187,359.8730,39.7471,0.1002,-0.5525,-0.5525
32.50,38.8518,-0.0497,0.5000,295.2622,-0.1152,-316.4127,-806.9132, 168,369.4118,43.0063,0.1009,-0.5423,-0.5423
34.50,38.7327,-0.0657,0.5000,310.0485,-0.0437,-315.0637,-787.1208, 148,380.9957,47.2236,0.1022,-0.5254,-0.5254
36.50,38.5800,-0.0828,0.5000,322.7924,-0.0147,-313.8931,-764.8772, 130,393.0545,51.8972,0.1040,-0.5036,-0.5036
38.50,38.3929,-0.0999,0.5000,333.7415,-0.0058,-313.1707,-746.3372, 117,402.7319,55.8357,0.1061,-0.4838,-0.4838
40.50,38.1725,-0.1163,0.5000,343.1182,-0.0023,-312.6866,-728.5503, 106,411.9001,59.7005,0.1085,-0.4638,-0.4638
42.50,37.9205,-0.1316,0.5000,351.1181,-0.0008,-312.4009,-710.2115,  95,421.3724,63.8074,0.1115,-0.4423,-0.4423
44.50,37.6395,-0.1457,0.5000,357.9124,-0.0003,-312.3321,-692.9343,  86,430.4190,67.8145,0.1151,-0.4212,-0.4212
46.50,37.3317,-0.1586,0.5000,363.6497,-0.0002,-312.3687,-684.6924,  81,434.8030,69.7792,0.1170,-0.4109,-0.4109
48.50,36.9996,-0.1704,0.5000,368.4594,-0.0001,-312.5643,-668.9823,  74,443.3259,73.6285,0.1212,-0.3908,-0.3908
50.50,36.6454,-0.1810,0.5000,372.4536,-0.0000,-312.8998,-654.2680,  67,451.5592,77.3692,0.1259,-0.3713,-0.3713
52.50,36.2714,-0.1905,0.5000,375.7299,-0.0000,-313.3496,-640.5009,  61,459.5402,80.9997,0.1311,-0.3526,-0.3526
54.50,35.8795,-0.1991,0.5000,378.3731,-0.0000,-313.7973,-629.6771,  56,466.0449,83.9511,0.1358,-0.3375,-0.3375
56.50,35.4713,-0.2069,0.5000,380.4574,-0.0000,-314.2567,-620.2359,  52,471.9150,86.6020,0.1405,-0.3240,-0.3240
58.50,35.0487,-0.2139,0.5000,382.0475,-0.0000,-314.8741,-609.2472,  47,479.0188,89.7862,0.1466,-0.3079,-0.3079
60.50,34.6130,-0.2201,0.5000,383.2001,-0.0000,-315.6074,-597.8975,  43,486.7222,93.2002,0.1540,-0.2907,-0.2907
62.50,34.1657,-0.2257,0.5000,383.9650,-0.0000,-316.1946,-589.7654,  40,492.5165,95.7354,0.1601,-0.2780,-0.2780
64.50,33.7079,-0.2307,0.5000,384.3860,-0.0000,-316.7964,-582.1073,  37,498.2231,98.2008,0.1665,-0.2657,-0.2657
66.50,33.2407,-0.2352,0.5000,384.5018,-0.0000,-317.5046,-573.8041,  34,504.7357,100.9720,0.1745,-0.2519,-0.2519
68.50,32.7653,-0.2392,0.5000,384.3466,-0.0000,-318.2311,-565.9438,  31,511.2770,103.7059,0.1831,-0.2384,-0.2384
70.50,32.2826,-0.2426,0.5000,383.9507,-0.0000,-318.8896,-559.3067,  28,517.1469,106.1140,0.1915,-0.2265,-0.2265
72.50,31.7934,-0.2457,0.5000,383.3409,-0.0000,-319.6075,-552.5278,  26,523.5441,108.6873,0.2013,-0.2140,-0.2140
74.50,31.2987,-0.2483,0.5000,382.5411,-0.0000,-320.3813,-545.6934,  23,530.5060,111.4244,0.2129,-0.2006,-0.2006
76.50,30.7992,-0.2506,0.5000,381.5727,-0.0000,-320.9761,-540.7413,  22,535.9526,113.5186,0.2226,-0.1905,-0.1905
78.50,30.2956,-0.2525,0.5000,380.4545,-0.0000,-321.5512,-536.1809,  20,541.3420,115.5492,0.2328,-0.1807,-0.1807
80.50,29.7886,-0.2541,0.5000,379.2037,-0.0000,-322.1041,-531.9965,  18,546.6766,117.5180,0.2436,-0.1713,-0.1713
82.50,29.2789,-0.2553,0.5000,377.8354,-0.0000,-322.8861,-526.3888,  16,554.5802,120.3591,0.2607,-0.1577,-0.1577
84.50,28.7669,-0.2563,0.5000,376.3632,-0.0000,-323.3189,-523.4337,  15,559.1948,121.9760,0.2715,-0.1501,-0.1501
86.50,28.2533,-0.2571,0.5000,374.7994,-0.0000,-323.7286,-520.7276,  14,563.7713,123.5491,0.2827,-0.1426,-0.1426
88.50,27.7384,-0.2576,0.5000,373.1550,-0.0000,-324.4746,-516.0145,  12,572.8128,126.5685,0.3066,-0.1284,-0.1284
90.50,27.2228,-0.2579,0.5000,371.4399,-0.0000,-324.8095,-513.9799,  12,577.2795,128.0172,0.3194,-0.1216,-0.1216
92.50,26.7068,-0.2580,0.5000,369.6630,-0.0000,-325.1180,-512.1427,  11,581.7115,129.4267,0.3326,-0.1150,-0.1150
94.50,26.1907,-0.2580,0.5000,367.8323,-0.0000,-325.3998,-510.4889,  10,586.1094,130.7980,0.3464,-0.1085,-0.1085
96.50,25.6749,-0.2579,0.5000,365.9550,-0.0000,-325.8019,-508.1465,   9,593.2182,132.9578,0.3701,-0.0983,-0.0983
98.50,25.1595,-0.2576,0.5000,364.0378,-0.0000,-325.9876,-507.0564,   9,596.9924,134.0762,0.3835,-0.0930,-0.0930
100.50,24.6447,-0.2572,0.5000,362.0865,-0.0000,-326.2274,-505.6125,   8,602.6084,135.7042,0.4044,-0.0853,-0.0853
102.50,24.1308,-0.2568,0.5000,360.1065,-0.0000,-326.4641,-504.0752,   7,609.6224,137.6770,0.4324,-0.0758,-0.0758
104.50,23.6178,-0.2563,0.5000,358.1026,-0.0000,-326.5507,-503.4447,   7,612.9041,138.5771,0.4462,-0.0714,-0.0714
106.50,23.1057,-0.2558,0.5000,356.0792,-0.0000,-326.6765,-502.3355,   6,619.4157,140.3196,0.4751,-0.0628,-0.0628
108.50,22.5947,-0.2554,0.5000,354.0402,-0.0000,-326.7164,-501.8450,   6,622.6465,141.1627,0.4903,-0.0585,-0.0585
110.50,22.0846,-0.2549,0.5000,351.9893,-0.0000,-326.7514,-500.9641,   5,629.0606,142.7941,0.5219,-0.0501,-0.0501
112.50,21.5754,-0.2544,0.5000,349.9297,-0.0000,-326.7474,-500.5629,   5,632.2451,143.5829,0.5384,-0.0460,-0.0460
114.50,21.0670,-0.2540,0.5000,347.8642,-0.0000,-326.6981,-499.8137,   4,638.5713,145.1081,0.5731,-0.0378,-0.0378
116.50,20.5594,-0.2537,0.5000,345.7957,-0.0000,-326.5965,-499.1032,   4,644.8450,146.5647,0.6098,-0.0296,-0.0296
118.50,20.0524,-0.2534,0.5000,343.7264,-0.0000,-326.5273,-498.7513,   4,647.9636,147.2678,0.6290,-0.0255,-0.0255
120.50,19.5458,-0.2533,0.5000,341.6586,-0.0000,-326.4163,-498.2732,   4,652.1281,148.1845,0.6557,-0.0201,-0.0201
122.50,19.0394,-0.2532,0.5000,339.5942,-0.0000,-326.2129,-497.5232,   3,658.3405,149.5042,0.6979,-0.0119,-0.0119
124.50,18.5330,-0.2532,0.5000,337.5349,-0.0000,-326.0870,-497.0961,   3,661.6538,150.1841,0.7216,-0.0075,-0.0075
126.50,18.0263,-0.2534,0.5000,335.4825,-0.0000,-325.8760,-496.4046,   3,666.6441,151.1763,0.7589,-0.0008,-0.0008
128.50,17.5192,-0.2537,0.5000,333.4383,-0.0000,-325.6421,-495.6453,   3,671.6157,152.1259,0.7982,0.0060,0.0060
130.50,17.0112,-0.2541,0.5000,331.4036,-0.0000,-325.3777,-494.7717,   3,676.7556,153.0658,0.8412,0.0130,0.0130
132.50,16.5023,-0.2547,0.5000,329.3796,-0.0000,-325.0937,-493.7962,   2,681.8824,153.9600,0.8865,0.0202,0.0202
134.50,15.9919,-0.2555,0.5000,327.3674,-0.0000,-324.7924,-492.7048,   2,686.9998,154.8084,0.9344,0.0274,0.0274
136.50,15.4799,-0.2564,0.5000,325.3678,-0.0000,-324.4766,-491.4842,   2,692.1114,155.6108,0.9851,0.0348,0.0348
138.50,14.9659,-0.2574,0.5000,323.3818,-0.0000,-324.1486,-490.1209,   2,697.2208,156.3668,1.0388,0.0422,0.0422
140.50,14.4494,-0.2587,0.5000,321.4101,-0.0000,-323.9457,-489.2224,   2,700.3077,156.8009,1.0727,0.0468,0.0468
142.50,13.9303,-0.2601,0.5000,319.4534,-0.0000,-323.6377,-487.7691,   2,704.9157,157.4164,1.1256,0.0537,0.0537
144.50,13.4081,-0.2617,0.5000,317.5122,-0.0000,-323.2909,-485.9891,   2,710.0285,158.0532,1.1877,0.0615,0.0615
146.50,12.8825,-0.2635,0.5000,315.5870,-0.0000,-323.0108,-484.4265,   1,714.1259,158.5279,1.2401,0.0679,0.0679
148.50,12.3529,-0.2655,0.5000,313.6784,-0.0000,-322.6529,-482.2419,   1,719.3611,159.0873,1.3108,0.0762,0.0762
150.50,11.8191,-0.2678,0.5000,311.7868,-0.0000,-322.3638,-480.3007,   1,723.6160,159.5024,1.3714,0.0830,0.0830
152.50,11.2804,-0.2703,0.5000,309.9124,-0.0000,-322.0062,-477.6400,   1,728.9544,159.9721,1.4519,0.0919,0.0919
154.50,10.7364,-0.2730,0.5000,308.0556,-0.0000,-321.7249,-475.3079,   1,733.2436,160.3075,1.5204,0.0991,0.0991
156.50,10.1866,-0.2761,0.5000,306.2166,-0.0000,-321.3820,-472.1141,   1,738.6319,160.6749,1.6114,0.1084,0.1084
158.50,9.6304,-0.2794,0.5000,304.3956,-0.0000,-321.1167,-469.3148,   1,742.9669,160.9262,1.6890,0.1161,0.1161
160.50,9.0671,-0.2830,0.5000,302.5928,-0.0000,-320.7943,-465.4139,   1,748.5062,161.1887,1.7943,0.1261,0.1261
162.50,8.4962,-0.2870,0.5000,300.8083,-0.0000,-320.5613,-462.1474,   1,752.7649,161.3450,1.8802,0.1341,0.1341
164.50,7.9168,-0.2914,0.5000,299.0422,-0.0000,-320.2982,-457.8376,   1,757.9386,161.4809,1.9908,0.1440,0.1440
166.50,7.3282,-0.2961,0.5000,297.2944,-0.0000,-320.0581,-453.0748,   1,763.1577,161.5566,2.1099,0.1544,0.1544
