Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
1,-90.3243,0.0000,0.5000,60.2543,-0.0002,-0.0438,-0.0000,0.1503,0.0003,-0.0009,174.3211
3,-90.3243,0.0000,0.5000,60.2600,-0.0002,-0.0438,0.0000,0.1503,0.0003,-0.0009,174.3241
5,-90.3242,0.0000,0.5000,60.2657,-0.0002,-0.0438,0.0000,0.1503,0.0003,-0.0009,174.3361
7,-90.3241,0.0000,0.5000,60.2714,-0.0002,-0.0438,0.0000,0.1503,0.0003,-0.0009,174.3480
9,-90.3241,0.0000,0.5000,60.2771,-0.0002,-0.0438,0.0000,0.1504,0.0003,-0.0009,174.3600
11,-64.3043,52.0386,0.5000,60.2805,-358.7362,-4.1263,-0.0000,8.7322,0.0091,0.0016,1051.9329
13,25.0030,-2.2207,0.5000,60.9115,-1.5849,-90.7659,-5545.8285,6398.7002,0.6179,0.3795,0.0040
15,20.7925,-1.7660,0.5000,68.6691,-0.0000,-95.1524,-6605.2449,6975.8035,3.3765,0.8290,0.0087
17,18.4770,-0.8471,0.5000,92.2800,0.0000,-98.1849,-6373.7968,5687.8370,7.0074,1.2529,0.0130
19,17.5824,-0.2272,0.5000,131.3253,-0.0000,-98.8881,-5955.7605,4547.1580,10.6101,1.6844,0.0151
21,17.7021,0.2018,0.5000,175.7706,-0.0000,-97.6636,-5481.5039,3707.9911,14.0918,2.1588,0.0147
23,18.3749,0.3901,0.5000,217.9802,-0.0000,-95.4775,-5050.5668,3180.7590,16.9374,2.6316,0.0130
25,19.2034,0.4147,0.5000,255.3177,0.0000,-93.0862,-4665.8946,2815.0723,19.2384,3.1210,0.0111
