Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0,-90.2190,0.0000,0.5000,60.2966,-0.0002,-0.0444,-0.0000,0.1497,0.0003,-0.0009,172.5008,0.1726,0.1726
2,-90.2190,0.0000,0.5000,60.3023,-0.0002,-0.0444,0.0000,0.1497,0.0003,-0.0009,172.5127,0.1726,0.1726
4,-90.2189,0.0000,0.5000,60.3080,-0.0002,-0.0444,-0.0000,0.1498,0.0003,-0.0009,172.5247,0.1726,0.1726
6,-90.2189,0.0000,0.5000,60.3138,-0.0002,-0.0444,-0.0000,0.1498,0.0003,-0.0009,172.5367,0.1726,0.1726
8,-90.2188,0.0000,0.5000,60.3195,-0.0002,-0.0444,-0.0000,0.1498,0.0003,-0.0009,172.5487,0.1727,0.1727
10,-64.1995,52.0385,0.5000,60.3229,-329.5344,-3.9787,-0.0000,8.5830,0.0092,0.0016,1063.9316,1.0685,1.0685
12,24.9741,-2.1959,0.5000,60.9581,-1.6325,-90.4213,-5546.9370,6377.7671,0.6143,0.3783,0.0041,0.7414,0.7414
14,20.7937,-1.7595,0.5000,68.7656,-0.0000,-94.5715,-6602.1674,6998.2052,3.2658,0.8153,0.0087,0.3056,0.3056
16,18.4701,-0.8555,0.5000,92.5267,0.0000,-97.8357,-6354.7545,5611.9191,7.1950,1.2751,0.0135,-0.8322,-0.8322
18,17.5579,-0.2347,0.5000,131.7958,-0.0000,-98.4656,-5942.9776,4503.5172,10.7233,1.6998,0.0156,-1.5255,-1.5255
20,17.6697,0.1999,0.5000,176.4432,-0.0000,-97.1482,-5455.4213,3657.1695,14.2770,2.1886,0.0150,-1.8789,-1.8789
22,18.3436,0.3919,0.5000,218.8076,-0.0000,-95.0090,-5039.2070,3157.7288,17.0044,2.6473,0.0132,-1.9568,-1.9568
24,19.1775,0.4177,0.5000,256.2613,-0.0000,-92.8752,-4694.8136,2831.5283,19.0623,3.0832,0.0115,-1.9340,-1.9340
26,19.9586,0.3692,0.5000,288.4403,-0.0000,-90.6837,-4362.1590,2555.9941,20.8451,3.5755,0.0100,-1.8724,-1.8724
28,20.6119,0.3005,0.5000,315.7211,0.0000,-88.7750,-4075.1199,2330.7163,22.1889,4.0781,0.0089,-1.8069,-1.8069
30,21.1296,0.2350,0.5000,338.6787,-0.0000,-87.1520,-3827.7159,2136.5015,23.1798,4.5880,0.0082,-1.7506,-1.7506
32,21.5286,0.1796,0.5000,357.8983,0.0000,-85.4620,-3564.2318,1923.9980,24.0452,5.2329,0.0075,-1.6964,-1.6964
34,21.8305,0.1350,0.5000,373.9147,-0.0000,-84.3236,-3382.9494,1772.9725,24.5192,5.7528,0.0071,-1.6640,-1.6640
36,22.0548,0.0994,0.5000,387.1957,0.0000,-83.5251,-3254.1666,1663.2144,24.7942,6.1675,0.0069,-1.6435,-1.6435
38,22.2172,0.0711,0.5000,398.1428,-0.0000,-82.4652,-3081.7501,1513.4332,25.0829,6.7914,0.0067,-1.6189,-1.6189
40,22.3300,0.0482,0.5000,407.0972,-0.0000,-81.5343,-2929.7756,1379.3415,25.2659,7.4164,0.0065,-1.5993,-1.5993
42,22.4024,0.0294,0.5000,414.3478,-0.0000,-80.9698,-2837.8525,1297.6514,25.3473,7.8331,0.0065,-1.5880,-1.5880
44,22.4414,0.0139,0.5000,420.1390,-0.0000,-80.1887,-2711.5269,1185.1494,25.4288,8.4590,0.0064,-1.5727,-1.5727
46,22.4524,0.0008,0.5000,424.6776,-0.0000,-79.4732,-2597.2792,1083.6518,25.4794,9.0835,0.0064,-1.5585,-1.5585
48,22.4396,-0.0105,0.5000,428.1389,-0.0000,-79.1358,-2544.0694,1036.6177,25.4981,9.3950,0.0064,-1.5517,-1.5517
50,22.4063,-0.0202,0.5000,430.6719,-0.0000,-78.4954,-2444.4917,949.2479,25.5294,10.0162,0.0065,-1.5382,-1.5382
52,22.3551,-0.0288,0.5000,432.4034,-0.0000,-77.8939,-2352.9685,869.9759,25.5598,10.6344,0.0066,-1.5247,-1.5247
54,22.2879,-0.0364,0.5000,433.4418,-0.0000,-77.6058,-2309.8908,833.0982,25.5768,10.9423,0.0066,-1.5179,-1.5179
56,22.2065,-0.0432,0.5000,433.8799,-0.0000,-77.0514,-2228.5475,764.3697,25.6172,11.5552,0.0068,-1.5041,-1.5041
58,22.1124,-0.0493,0.5000,433.7975,-0.0000,-76.5227,-2153.0018,701.7710,25.6690,12.1639,0.0069,-1.4899,-1.4899
60,22.0067,-0.0549,0.5000,433.2633,-0.0000,-76.2669,-2117.2032,672.5766,25.6999,12.4667,0.0070,-1.4827,-1.4827
62,21.8905,-0.0600,0.5000,432.3367,-0.0000,-75.7703,-2049.2148,618.0531,25.7727,13.0686,0.0072,-1.4681,-1.4681
64,21.7648,-0.0646,0.5000,431.0692,-0.0000,-75.1704,-1969.8633,556.1043,25.8864,13.8192,0.0074,-1.4492,-1.4492
66,21.6303,-0.0688,0.5000,429.5054,-0.0000,-74.8205,-1925.0781,522.0230,25.9671,14.2676,0.0076,-1.4376,-1.4376
68,21.4879,-0.0726,0.5000,427.6843,-0.0000,-74.4786,-1882.4013,490.1862,26.0569,14.7129,0.0078,-1.4259,-1.4259
70,21.3382,-0.0761,0.5000,425.6398,-0.0000,-74.1436,-1841.6988,460.4383,26.1557,15.1549,0.0080,-1.4141,-1.4141
72,21.1819,-0.0793,0.5000,423.4017,-0.0000,-73.8150,-1802.8483,432.6355,26.2633,15.5937,0.0082,-1.4022,-1.4022
74,21.0196,-0.0822,0.5000,420.9961,-0.0000,-73.4921,-1765.7398,406.6446,26.3795,16.0291,0.0084,-1.3902,-1.3902
76,20.8519,-0.0848,0.5000,418.4459,-0.0000,-73.1742,-1730.2731,382.3428,26.5039,16.4611,0.0086,-1.3781,-1.3781
78,20.6792,-0.0872,0.5000,415.7713,-0.0000,-72.8608,-1696.3551,359.6167,26.6363,16.8896,0.0089,-1.3661,-1.3661
80,20.5022,-0.0893,0.5000,412.9899,-0.0000,-72.2453,-1632.8258,318.4766,26.9232,17.7362,0.0094,-1.3419,-1.3419
82,20.3214,-0.0911,0.5000,410.1176,-0.0000,-71.9422,-1603.0651,299.8727,27.0771,18.1543,0.0097,-1.3299,-1.3299
84,20.1370,-0.0928,0.5000,407.1683,-0.0000,-71.6417,-1574.5488,282.4640,27.2373,18.5689,0.0100,-1.3179,-1.3179
86,19.9497,-0.0942,0.5000,404.1542,-0.0000,-71.3434,-1547.2095,266.1713,27.4036,18.9800,0.0103,-1.3060,-1.3060
88,19.7598,-0.0954,0.5000,401.0862,-0.0000,-71.0468,-1520.9872,250.9205,27.5754,19.3876,0.0106,-1.2941,-1.2941
90,19.5676,-0.0964,0.5000,397.9742,-0.0000,-70.7516,-1495.8271,236.6424,27.7525,19.7917,0.0109,-1.2824,-1.2824
92,19.3736,-0.0973,0.5000,394.8266,-0.0000,-70.4576,-1471.6836,223.2728,27.9344,20.1924,0.0113,-1.2707,-1.2707
94,19.1781,-0.0980,0.5000,391.6512,-0.0000,-70.1643,-1448.5051,210.7518,28.1208,20.5897,0.0117,-1.2592,-1.2592
96,18.9815,-0.0985,0.5000,388.4549,-0.0000,-69.8716,-1426.2363,199.0231,28.3113,20.9836,0.0120,-1.2478,-1.2478
98,18.7839,-0.0989,0.5000,385.2436,-0.0000,-69.2869,-1384.2684,177.7359,28.7033,21.7615,0.0128,-1.2253,-1.2253
100,18.5857,-0.0992,0.5000,382.0229,-0.0000,-68.9943,-1364.5059,168.0834,28.9041,22.1455,0.0132,-1.2144,-1.2144
102,18.3872,-0.0993,0.5000,378.7976,-0.0000,-68.7015,-1345.4976,159.0337,29.1077,22.5262,0.0137,-1.2035,-1.2035
104,18.1886,-0.0993,0.5000,375.5720,-0.0000,-68.4081,-1327.1984,150.5470,29.3137,22.9039,0.0141,-1.1928,-1.1928
106,17.9902,-0.0992,0.5000,372.3500,-0.0000,-68.1141,-1309.6017,142.5861,29.5219,23.2783,0.0146,-1.1823,-1.1823
108,17.7921,-0.0989,0.5000,369.1350,-0.0000,-67.8193,-1292.6669,135.1167,29.7321,23.6498,0.0151,-1.1720,-1.1720
110,17.5946,-0.0986,0.5000,365.9301,-0.0000,-67.5235,-1276.3682,128.1064,29.9438,24.0182,0.0155,-1.1618,-1.1618
112,17.3979,-0.0982,0.5000,362.7381,-0.0000,-67.2268,-1260.6498,121.5250,30.1569,24.3836,0.0160,-1.1518,-1.1518
114,17.2020,-0.0977,0.5000,359.5615,-0.0000,-66.9290,-1245.5072,115.3439,30.3713,24.7461,0.0166,-1.1420,-1.1420
116,17.0072,-0.0972,0.5000,356.4023,-0.0000,-66.3298,-1216.8579,104.0810,30.8025,25.4626,0.0176,-1.1228,-1.1228
118,16.8136,-0.0966,0.5000,353.2626,-0.0000,-66.0282,-1203.2895,98.9518,31.0189,25.8167,0.0182,-1.1135,-1.1135
120,16.6214,-0.0959,0.5000,350.1442,-0.0000,-65.7255,-1190.1960,94.1280,31.2357,26.1680,0.0188,-1.1044,-1.1044
122,16.4305,-0.0952,0.5000,347.0484,-0.0000,-65.4215,-1177.5605,89.5903,31.4527,26.5167,0.0194,-1.0954,-1.0954
124,16.2412,-0.0944,0.5000,343.9768,-0.0000,-65.1161,-1165.3622,85.3200,31.6697,26.8628,0.0200,-1.0866,-1.0866
126,16.0534,-0.0936,0.5000,340.9305,-0.0000,-64.8094,-1153.5737,81.2996,31.8866,27.2063,0.0206,-1.0780,-1.0780
128,15.8673,-0.0927,0.5000,337.9106,-0.0000,-64.5014,-1142.1733,77.5130,32.1031,27.5472,0.0212,-1.0695,-1.0695
130,15.6830,-0.0919,0.5000,334.9180,-0.0000,-64.1923,-1131.1406,73.9450,32.3193,27.8857,0.0218,-1.0612,-1.0612
132,15.5003,-0.0910,0.5000,331.9536,-0.0000,-63.8818,-1120.4734,70.5811,32.5350,28.2217,0.0225,-1.0530,-1.0530
134,15.3195,-0.0901,0.5000,329.0182,-0.0000,-63.2575,-1100.1242,64.4109,32.9644,28.8866,0.0238,-1.0371,-1.0371
136,15.1404,-0.0892,0.5000,326.1123,-0.0000,-62.9437,-1090.4056,61.5767,33.1780,29.2155,0.0245,-1.0294,-1.0294
138,14.9632,-0.0883,0.5000,323.2365,-0.0000,-62.6289,-1080.9657,58.8889,33.3908,29.5421,0.0252,-1.0217,-1.0217
140,14.7878,-0.0874,0.5000,320.3912,-0.0000,-62.3132,-1071.7991,56.3280,33.6027,29.8664,0.0260,-1.0143,-1.0143
