Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
1,-87.7625,0.0000,0.5000,76.7720,-2.4957,-0.3193,-0.0005,-0.0047,-0.0004,-0.0030,-23.1491
3,-87.7625,0.0000,0.5000,76.7735,-2.4957,-0.3193,-0.0005,-0.0047,-0.0004,-0.0030,-23.1473
5,-87.7625,0.0000,0.5000,76.7750,-2.4957,-0.3193,-0.0005,-0.0047,-0.0004,-0.0030,-23.1454
7,-87.7625,0.0000,0.5000,76.7765,-2.4957,-0.3193,-0.0005,-0.0047,-0.0004,-0.0030,-23.1435
9,-87.7625,0.0000,0.5000,76.7781,-2.4957,-0.3193,-0.0005,-0.0047,-0.0004,-0.0030,-23.1417
11,-48.2626,78.9998,0.5000,76.7788,-1514.0733,-48.8840,-0.2164,6.9666,0.2401,0.0095,389.8295
13,35.8383,6.9171,0.5000,77.3833,-3715.2436,-376.8703,-4539.2403,2522.2727,23.6627,1.0330,0.1752
15,38.7092,-0.4389,0.5000,91.0792,-747.2209,-335.6548,-2813.4728,3722.3508,97.0054,3.3014,0.1333
17,35.9967,-1.5066,0.5000,138.7069,-250.6153,-354.7875,-1912.9309,3188.5583,150.1875,5.4633,0.1734
19,34.0717,-0.5603,0.5000,214.5804,-95.2723,-368.2349,-2290.6695,2476.9640,189.6091,7.5505,0.2094
21,33.9842,0.1919,0.5000,293.9147,-40.1083,-365.7691,-2542.0152,2004.9448,217.4199,9.4992,0.2104
23,34.7606,0.4635,0.5000,366.3857,-14.4674,-354.8588,-2537.2130,1637.4148,241.9269,11.9330,0.1928
25,35.7645,0.5082,0.5000,429.6767,-5.4627,-342.9135,-2419.5797,1399.8781,259.0983,14.3941,0.1737
27,36.7386,0.4687,0.5000,483.8166,-2.4848,-333.8435,-2306.5436,1254.7908,269.9633,16.4718,0.1604
29,37.5962,0.4035,0.5000,529.5876,-0.9663,-324.1803,-2173.8038,1115.6921,280.5967,19.0525,0.1475
31,38.3174,0.3352,0.5000,567.9934,-0.3969,-316.3216,-2058.3874,1008.4538,288.9660,21.5611,0.1381
33,38.9076,0.2719,0.5000,600.0435,-0.1493,-308.9471,-1943.9450,909.4767,296.8835,24.3901,0.1301
35,39.3805,0.2162,0.5000,626.6626,-0.0581,-302.9026,-1845.0305,827.8496,303.6102,27.1809,0.1244
37,39.7519,0.1683,0.5000,648.6605,-0.0205,-297.2587,-1747.5627,749.9496,310.2504,30.3101,0.1196
39,40.0366,0.1276,0.5000,666.7300,-0.0081,-292.9683,-1669.3827,688.8780,315.6427,33.1376,0.1166
41,40.2478,0.0931,0.5000,681.4568,-0.0032,-289.2484,-1598.0831,634.1010,320.6445,35.9968,0.1143
43,40.3966,0.0638,0.5000,693.3336,-0.0013,-286.0055,-1532.7258,584.6042,325.3191,38.8791,0.1127
45,40.4924,0.0388,0.5000,702.7753,-0.0004,-282.5070,-1458.1936,528.9946,330.7743,42.5032,0.1115
47,40.5429,0.0175,0.5000,710.1309,-0.0002,-280.0768,-1403.5156,488.8038,334.8723,45.4115,0.1111
49,40.5543,-0.0010,0.5000,715.6954,-0.0001,-277.9205,-1352.6658,451.9384,338.7653,48.3218,0.1111
51,40.5318,-0.0171,0.5000,719.7186,-0.0000,-275.9980,-1305.2146,418.0357,342.4775,51.2293,0.1114
53,40.4796,-0.0313,0.5000,722.4130,-0.0000,-274.0488,-1254.7807,382.5986,346.5179,54.5369,0.1120
55,40.4011,-0.0438,0.5000,723.9600,-0.0000,-272.8441,-1222.2852,360.1301,349.1796,56.7945,0.1127
57,40.2992,-0.0551,0.5000,724.5147,-0.0000,-271.2102,-1176.3782,328.9308,353.0294,60.1641,0.1140
59,40.1762,-0.0652,0.5000,724.2105,-0.0000,-269.8996,-1137.8239,303.2708,356.3560,63.1678,0.1155
61,40.0342,-0.0744,0.5000,723.1625,-0.0000,-268.6860,-1100.5379,278.9755,359.6680,66.2342,0.1172
63,39.8746,-0.0829,0.5000,721.4699,-0.0000,-267.8316,-1073.2424,261.5425,362.1610,68.5862,0.1187
65,39.6989,-0.0907,0.5000,719.2189,-0.0000,-266.7570,-1037.5024,239.2034,365.5269,71.8118,0.1210
67,39.5083,-0.0980,0.5000,716.4841,-0.0000,-265.6745,-999.6299,216.1830,369.2412,75.4232,0.1240
69,39.3039,-0.1047,0.5000,713.3308,-0.0000,-265.0246,-975.8216,202.0807,371.6671,77.8025,0.1261
71,39.0864,-0.1111,0.5000,709.8158,-0.0000,-264.1021,-940.3662,181.6463,375.4335,81.5135,0.1298
73,38.8568,-0.1170,0.5000,705.9889,-0.0000,-263.6848,-923.5729,172.2184,377.2906,83.3455,0.1318
75,38.6157,-0.1226,0.5000,701.8937,-0.0000,-262.7584,-884.2114,150.7934,381.8614,87.8411,0.1373
77,38.3638,-0.1279,0.5000,697.5682,-0.0000,-262.2739,-862.2329,139.2649,384.5673,90.4829,0.1408
79,38.1016,-0.1329,0.5000,693.0459,-0.0000,-261.8365,-841.3577,128.6196,387.2565,93.0857,0.1446
81,37.8297,-0.1377,0.5000,688.3562,-0.0000,-261.4421,-821.5216,118.7916,389.9337,95.6487,0.1486
83,37.5486,-0.1422,0.5000,683.5249,-0.0000,-261.0868,-802.6632,109.7191,392.6029,98.1712,0.1528
85,37.2588,-0.1465,0.5000,678.5750,-0.0000,-260.7670,-784.7255,101.3449,395.2678,100.6526,0.1573
87,36.9606,-0.1506,0.5000,673.5268,-0.0000,-260.4794,-767.6559,93.6156,397.9318,103.0924,0.1621
89,36.6544,-0.1545,0.5000,668.3979,-0.0000,-260.2210,-751.4055,86.4820,400.5978,105.4903,0.1671
91,36.3408,-0.1582,0.5000,663.2042,-0.0000,-259.9887,-735.9285,79.8985,403.2679,107.8458,0.1724
93,36.0200,-0.1617,0.5000,657.9594,-0.0000,-259.7798,-721.1819,73.8231,405.9445,110.1589,0.1779
95,35.6924,-0.1650,0.5000,652.6760,-0.0000,-259.5918,-707.1255,68.2165,408.6297,112.4294,0.1838
97,35.3583,-0.1682,0.5000,647.3648,-0.0000,-259.4220,-693.7226,63.0433,411.3249,114.6573,0.1900
99,35.0180,-0.1712,0.5000,642.0353,-0.0000,-259.3246,-685.6987,60.0287,413.0072,116.0217,0.1940
101,34.6720,-0.1741,0.5000,636.6961,-0.0000,-259.2329,-677.9059,57.1613,414.6940,117.3697,0.1981
103,34.3203,-0.1768,0.5000,631.3547,-0.0000,-259.0644,-662.9836,51.8394,418.0826,120.0162,0.2068
105,33.9635,-0.1794,0.5000,626.0178,-0.0000,-258.9866,-655.8397,49.3718,419.7848,121.3149,0.2113
107,33.6016,-0.1818,0.5000,620.6912,-0.0000,-258.8417,-642.1521,44.7919,423.2055,123.8632,0.2207
109,33.2350,-0.1841,0.5000,615.3801,-0.0000,-258.7081,-629.2223,40.6483,426.6490,126.3466,0.2308
111,32.8640,-0.1863,0.5000,610.0891,-0.0000,-258.6445,-623.0265,38.7268,428.3795,127.5641,0.2360
113,32.4887,-0.1884,0.5000,604.8222,-0.0000,-258.5405,-612.9328,35.6872,431.3208,129.5875,0.2453
115,32.1095,-0.1903,0.5000,599.5830,-0.0000,-258.4543,-604.7014,33.2927,433.8402,131.2756,0.2535
117,31.7265,-0.1922,0.5000,594.3744,-0.0000,-258.3691,-596.7927,31.0646,436.3721,132.9309,0.2621
119,31.3399,-0.1939,0.5000,589.1994,-0.0000,-258.2653,-587.5525,28.5527,439.4805,134.9082,0.2731
