Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0,-87.7625,0.0000,0.5000,76.7718,-2.4957,-0.3193,-0.0005,-0.0047,-0.0004,-0.0030,-23.1489,-0.0235,-0.0235
2,-87.7625,0.0000,0.5000,76.7733,-2.4957,-0.3193,-0.0005,-0.0047,-0.0004,-0.0030,-23.1471,-0.0235,-0.0235
4,-87.7625,0.0000,0.5000,76.7748,-2.4957,-0.3193,-0.0005,-0.0047,-0.0004,-0.0030,-23.1452,-0.0235,-0.0235
6,-87.7625,0.0000,0.5000,76.7763,-2.4957,-0.3193,-0.0005,-0.0047,-0.0004,-0.0030,-23.1434,-0.0235,-0.0235
8,-87.7625,0.0000,0.5000,76.7779,-2.4957,-0.3193,-0.0005,-0.0047,-0.0004,-0.0030,-23.1415,-0.0235,-0.0235
10,-48.2626,78.9997,0.5000,76.7787,-1514.0977,-48.8851,-0.2164,6.9666,0.2401,0.0095,389.8291,0.3479,0.3479
12,35.8381,6.9172,0.5000,77.3831,-3639.9133,-375.4540,-4527.3597,2554.0444,24.3759,1.0543,0.1734,-2.3232,-2.3232
14,38.7092,-0.4388,0.5000,91.0787,-749.0777,-335.6394,-2816.5498,3722.5412,96.8792,3.2970,0.1332,0.6707,0.6707
16,35.9969,-1.5065,0.5000,138.7045,-237.9408,-355.9140,-1912.8192,3149.3316,152.5167,5.5733,0.1759,1.0389,1.0389
18,34.0718,-0.5603,0.5000,214.5755,-98.8630,-368.0721,-2273.0250,2501.2411,188.2613,7.4693,0.2087,0.0561,0.0561
20,33.9843,0.1919,0.5000,293.9093,-37.6588,-365.2476,-2548.8322,1977.1759,219.1760,9.6453,0.2097,-0.7079,-0.7079
22,34.7608,0.4635,0.5000,366.3785,-16.2861,-356.2907,-2546.9190,1672.4895,239.4721,11.6427,0.1952,-0.9794,-0.9794
24,35.7646,0.5082,0.5000,429.6674,-6.1201,-344.2829,-2435.3194,1423.7262,257.3361,14.1007,0.1758,-1.0843,-1.0843
26,36.7387,0.4687,0.5000,483.8061,-2.5808,-334.2595,-2312.0004,1261.0725,269.4878,16.3704,0.1610,-1.0992,-1.0992
28,37.5963,0.4035,0.5000,529.5766,-1.0120,-324.6202,-2180.0649,1121.8135,280.1238,18.9244,0.1481,-1.0837,-1.0837
30,38.3175,0.3352,0.5000,567.9825,-0.3939,-316.2584,-2057.4200,1007.6124,289.0325,21.5832,0.1380,-1.0553,-1.0553
32,38.9076,0.2719,0.5000,600.0330,-0.1524,-309.0901,-1946.2119,911.4013,296.7274,24.3300,0.1303,-1.0227,-1.0227
34,39.3805,0.2162,0.5000,626.6527,-0.0587,-302.9658,-1846.0780,828.7119,303.5382,27.1493,0.1244,-0.9895,-0.9895
36,39.7519,0.1683,0.5000,648.6513,-0.0226,-297.7283,-1755.8782,756.5235,309.6806,30.0267,0.1200,-0.9573,-0.9573
38,40.0366,0.1276,0.5000,666.7215,-0.0087,-293.2336,-1674.3228,692.7098,315.2992,32.9497,0.1167,-0.9265,-0.9265
40,40.2477,0.0931,0.5000,681.4489,-0.0033,-289.3571,-1600.2080,635.7260,320.4938,35.9074,0.1144,-0.8973,-0.8973
42,40.3966,0.0638,0.5000,693.3265,-0.0013,-285.9946,-1532.4875,584.4288,325.3362,38.8901,0.1127,-0.8697,-0.8697
44,40.4924,0.0388,0.5000,702.7688,-0.0005,-283.0604,-1470.2825,537.9552,329.8796,41.8895,0.1117,-0.8435,-0.8435
46,40.5428,0.0175,0.5000,710.1250,-0.0002,-280.4847,-1412.8663,495.6411,334.1652,44.8983,0.1112,-0.8185,-0.8185
48,40.5542,-0.0010,0.5000,715.6900,-0.0001,-277.8490,-1350.9303,450.6920,338.8996,48.4248,0.1111,-0.7907,-0.7907
50,40.5317,-0.0171,0.5000,719.7137,-0.0000,-275.8632,-1301.7981,415.6172,342.7479,51.4461,0.1114,-0.7677,-0.7677
52,40.4795,-0.0313,0.5000,722.4086,-0.0000,-274.0923,-1255.9248,383.3974,346.4250,54.4593,0.1120,-0.7456,-0.7456
54,40.4011,-0.0438,0.5000,723.9559,-0.0000,-272.5068,-1212.9798,353.7549,349.9510,57.4601,0.1129,-0.7242,-0.7242
56,40.2992,-0.0551,0.5000,724.5111,-0.0000,-271.0825,-1172.6853,326.4526,353.3441,60.4448,0.1141,-0.7034,-0.7034
58,40.1762,-0.0652,0.5000,724.2072,-0.0000,-269.7510,-1133.3361,300.3202,356.7492,63.5282,0.1156,-0.6824,-0.6824
60,40.0341,-0.0744,0.5000,723.1594,-0.0000,-268.8303,-1105.0510,281.8892,359.2615,65.8543,0.1170,-0.6668,-0.6668
62,39.8746,-0.0829,0.5000,721.4669,-0.0000,-267.4568,-1060.9592,253.8016,363.3039,69.6756,0.1194,-0.6415,-0.6415
64,39.6989,-0.0907,0.5000,719.2161,-0.0000,-266.8346,-1040.1328,240.8294,365.2747,71.5686,0.1208,-0.6292,-0.6292
66,39.5083,-0.0980,0.5000,716.4819,-0.0000,-265.7053,-1000.7244,216.8411,369.1312,75.3160,0.1239,-0.6050,-0.6050
68,39.3039,-0.1047,0.5000,713.3292,-0.0000,-265.1932,-982.0737,205.7576,371.0223,77.1693,0.1255,-0.5932,-0.5932
70,39.0865,-0.1111,0.5000,709.8147,-0.0000,-264.2636,-946.7242,185.2608,374.7429,80.8327,0.1291,-0.5700,-0.5700
72,38.8568,-0.1170,0.5000,705.9882,-0.0000,-263.8424,-929.9692,175.7916,376.5769,82.6420,0.1311,-0.5587,-0.5587
74,38.6158,-0.1226,0.5000,701.8931,-0.0000,-263.2541,-905.6546,162.3470,379.3307,85.3560,0.1342,-0.5417,-0.5417
76,38.3638,-0.1279,0.5000,697.5677,-0.0000,-262.7219,-882.5871,149.9321,382.0569,88.0331,0.1375,-0.5251,-0.5251
78,38.1017,-0.1329,0.5000,693.0454,-0.0000,-262.2410,-860.6898,138.4684,384.7616,90.6721,0.1411,-0.5089,-0.5089
80,37.8298,-0.1377,0.5000,688.3556,-0.0000,-261.8068,-839.8920,127.8839,387.4498,93.2720,0.1449,-0.4929,-0.4929
82,37.5487,-0.1422,0.5000,683.5243,-0.0000,-261.4153,-820.1283,118.1125,390.1262,95.8321,0.1489,-0.4773,-0.4773
84,37.2588,-0.1465,0.5000,678.5745,-0.0000,-261.0626,-801.3380,109.0926,392.7949,98.3517,0.1531,-0.4620,-0.4620
86,36.9606,-0.1506,0.5000,673.5263,-0.0000,-260.7453,-783.4647,100.7669,395.4597,100.8301,0.1577,-0.4470,-0.4470
88,36.6545,-0.1545,0.5000,668.3975,-0.0000,-260.4599,-766.4560,93.0822,398.1237,103.2669,0.1624,-0.4323,-0.4323
90,36.3408,-0.1582,0.5000,663.2038,-0.0000,-260.2035,-750.2631,85.9897,400.7899,105.6617,0.1675,-0.4179,-0.4179
92,36.0200,-0.1617,0.5000,657.9591,-0.0000,-259.9730,-734.8397,79.4443,403.4605,108.0143,0.1728,-0.4037,-0.4037
94,35.6924,-0.1650,0.5000,652.6758,-0.0000,-259.7657,-720.1440,73.4040,406.1377,110.3243,0.1784,-0.3899,-0.3899
96,35.3583,-0.1682,0.5000,647.3646,-0.0000,-259.5790,-706.1362,67.8301,408.8235,112.5917,0.1842,-0.3763,-0.3763
98,35.0181,-0.1712,0.5000,642.0352,-0.0000,-259.4035,-692.2069,62.4703,411.6379,114.9132,0.1907,-0.3624,-0.3624
100,34.6720,-0.1741,0.5000,636.6960,-0.0000,-259.2312,-677.7523,57.1065,414.7271,117.3964,0.1982,-0.3476,-0.3476
102,34.3204,-0.1768,0.5000,631.3547,-0.0000,-259.0745,-663.8940,52.1588,417.8688,119.8522,0.2062,-0.3329,-0.3329
104,33.9635,-0.1794,0.5000,626.0178,-0.0000,-258.9513,-652.5424,48.2516,420.5883,121.9213,0.2135,-0.3205,-0.3205
106,33.6016,-0.1818,0.5000,620.6912,-0.0000,-258.8590,-643.8007,45.3342,422.7810,123.5519,0.2195,-0.3108,-0.3108
108,33.2350,-0.1841,0.5000,615.3801,-0.0000,-258.6879,-627.2448,40.0312,427.1947,126.7331,0.2324,-0.2917,-0.2917
110,32.8640,-0.1863,0.5000,610.0891,-0.0000,-258.6074,-619.4059,37.6244,429.4159,128.2840,0.2392,-0.2824,-0.2824
112,32.4888,-0.1884,0.5000,604.8222,-0.0000,-258.5293,-611.8437,35.3669,431.6468,129.8087,0.2463,-0.2733,-0.2733
114,32.1095,-0.1903,0.5000,599.5829,-0.0000,-258.4334,-602.7326,32.7321,434.4591,131.6844,0.2556,-0.2620,-0.2620
116,31.7265,-0.1922,0.5000,594.3744,-0.0000,-258.3386,-594.0187,30.3009,437.2868,133.5194,0.2653,-0.2510,-0.2510
118,31.3400,-0.1939,0.5000,589.1995,-0.0000,-258.2437,-585.6819,28.0574,440.1299,135.3142,0.2755,-0.2401,-0.2401
120,30.9501,-0.1956,0.5000,584.0604,-0.0000,-258.1473,-577.7034,25.9867,442.9883,137.0692,0.2861,-0.2295,-0.2295
122,30.5570,-0.1971,0.5000,578.9592,-0.0000,-258.0483,-570.0654,24.0751,445.8619,138.7848,0.2972,-0.2191,-0.2191
124,30.1610,-0.1985,0.5000,573.8977,-0.0000,-257.9458,-562.7511,22.3106,448.7504,140.4615,0.3089,-0.2089,-0.2089
126,29.7622,-0.1999,0.5000,568.8776,-0.0000,-257.8388,-555.7445,20.6816,451.6537,142.0998,0.3211,-0.1988,-0.1988
128,29.3608,-0.2012,0.5000,563.9000,-0.0000,-257.7265,-549.0303,19.1777,454.5714,143.7000,0.3338,-0.1890,-0.1890
130,28.9569,-0.2024,0.5000,558.9662,-0.0000,-257.6084,-542.6154,17.7935,457.4927,145.2575,0.3471,-0.1793,-0.1793
132,28.5508,-0.2035,0.5000,554.0772,-0.0000,-257.5141,-537.9136,16.8121,459.7233,146.4172,0.3576,-0.1721,-0.1721
134,28.1424,-0.2046,0.5000,549.2337,-0.0000,-257.3779,-531.7066,15.5596,462.7924,147.9721,0.3726,-0.1624,-0.1624
136,27.7320,-0.2056,0.5000,544.4364,-0.0000,-257.2291,-525.6027,14.3765,465.9588,149.5283,0.3887,-0.1526,-0.1526
138,27.3196,-0.2065,0.5000,539.6858,-0.0000,-257.0097,-517.6690,12.9112,470.3142,151.5917,0.4120,-0.1394,-0.1394
140,26.9055,-0.2074,0.5000,534.9823,-0.0000,-256.8604,-512.8709,12.0653,473.0913,152.8622,0.4276,-0.1313,-0.1313
142,26.4896,-0.2082,0.5000,530.3264,-0.0000,-256.7030,-508.2461,11.2790,475.8782,154.1030,0.4439,-0.1232,-0.1232
144,26.0722,-0.2090,0.5000,525.7181,-0.0000,-256.5373,-503.7869,10.5479,478.6747,155.3142,0.4608,-0.1153,-0.1153
146,25.6532,-0.2098,0.5000,521.1577,-0.0000,-256.3629,-499.4854,9.8681,481.4804,156.4963,0.4784,-0.1075,-0.1075
148,25.2327,-0.2105,0.5000,516.6453,-0.0000,-256.1797,-495.3343,9.2358,484.2949,157.6496,0.4967,-0.0998,-0.0998
150,24.8109,-0.2112,0.5000,512.1808,-0.0000,-255.9875,-491.3269,8.6476,487.1181,158.7744,0.5158,-0.0923,-0.0923
152,24.3878,-0.2118,0.5000,507.7642,-0.0000,-255.7864,-487.4564,8.1003,489.9496,159.8710,0.5357,-0.0848,-0.0848
154,23.9634,-0.2124,0.5000,503.3954,-0.0000,-255.5761,-483.7167,7.5911,492.7891,160.9397,0.5564,-0.0774,-0.0774
156,23.5379,-0.2130,0.5000,499.0742,-0.0000,-255.1991,-477.6671,6.8082,497.6133,162.6858,0.5933,-0.0652,-0.0652
158,23.1112,-0.2136,0.5000,494.8005,-0.0000,-255.0372,-475.2880,6.5141,499.5940,163.3779,0.6092,-0.0602,-0.0602
160,22.6834,-0.2141,0.5000,490.5740,-0.0000,-254.7551,-471.4097,6.0515,502.9301,164.5118,0.6369,-0.0520,-0.0520
162,22.2545,-0.2146,0.5000,486.3945,-0.0000,-254.5180,-468.3799,5.7045,505.6338,165.4019,0.6602,-0.0455,-0.0455
164,21.8246,-0.2151,0.5000,482.2617,-0.0000,-254.2686,-465.3925,5.3748,508.3880,166.2825,0.6849,-0.0389,-0.0389
166,21.3936,-0.2157,0.5000,478.1753,-0.0000,-254.0067,-462.4484,5.0619,511.1924,167.1525,0.7110,-0.0323,-0.0323
168,20.9617,-0.2161,0.5000,474.1349,-0.0000,-253.6575,-458.7927,4.6899,514.8061,168.2347,0.7460,-0.0240,-0.0240
170,20.5288,-0.2166,0.5000,470.1402,-0.0000,-253.2715,-455.0621,4.3291,518.6530,169.3393,0.7851,-0.0152,-0.0152
172,20.0950,-0.2171,0.5000,466.1907,-0.0000,-252.9218,-451.9259,4.0404,522.0195,170.2665,0.8211,-0.0077,-0.0077
174,19.6602,-0.2176,0.5000,462.2862,-0.0000,-252.5855,-449.0999,3.7917,525.1626,171.0996,0.8561,-0.0008,-0.0008
176,19.2245,-0.2180,0.5000,458.4262,-0.0000,-252.2393,-446.3629,3.5611,528.3115,171.9030,0.8927,0.0061,0.0061
178,18.7878,-0.2185,0.5000,454.6103,-0.0000,-251.8833,-443.7111,3.3471,531.4657,172.6768,0.9310,0.0128,0.0128
180,18.3502,-0.2190,0.5000,450.8380,-0.0000,-251.5178,-441.1406,3.1487,534.6249,173.4212,0.9709,0.0195,0.0195
182,17.9117,-0.2194,0.5000,447.1090,-0.0000,-251.1429,-438.6480,2.9646,537.7889,174.1362,1.0127,0.0261,0.0261
184,17.4722,-0.2199,0.5000,443.4227,-0.0000,-250.7589,-436.2298,2.7937,540.9574,174.8220,1.0563,0.0326,0.0326
186,17.0318,-0.2204,0.5000,439.7788,-0.0000,-250.3659,-433.8826,2.6352,544.1300,175.4787,1.1018,0.0391,0.0391
188,16.5904,-0.2209,0.5000,436.1768,-0.0000,-249.9641,-431.6031,2.4881,547.3065,176.1062,1.1494,0.0455,0.0455
190,16.1481,-0.2213,0.5000,432.6162,-0.0000,-249.5538,-429.3880,2.3516,550.4865,176.7047,1.1992,0.0518,0.0518
192,15.7048,-0.2218,0.5000,429.0966,-0.0000,-249.1352,-427.2336,2.2250,553.6697,177.2741,1.2512,0.0581,0.0581
194,15.2605,-0.2223,0.5000,425.6175,-0.0000,-248.7086,-425.1364,2.1072,556.8559,177.8144,1.3056,0.0642,0.0642
196,14.8152,-0.2229,0.5000,422.1785,-0.0000,-248.4379,-423.8532,2.0374,558.8485,178.1373,1.3408,0.0681,0.0681
198,14.3688,-0.2234,0.5000,418.7791,-0.0000,-247.8878,-421.3454,1.9006,562.8365,178.7489,1.4142,0.0757,0.0757
200,13.9214,-0.2239,0.5000,415.4188,-0.0000,-247.5590,-419.9053,1.8152,565.1815,179.0871,1.4594,0.0801,0.0801
202,13.4729,-0.2244,0.5000,412.0972,-0.0000,-247.0586,-417.7867,1.6867,568.7007,179.5647,1.5299,0.0866,0.0866
204,13.0233,-0.2250,0.5000,408.8138,-0.0000,-246.5497,-415.7120,1.5668,572.2216,180.0067,1.6040,0.0931,0.0931
206,12.5726,-0.2256,0.5000,405.5681,-0.0000,-246.2059,-414.3496,1.4936,574.5695,180.2814,1.6554,0.0974,0.0974
208,12.1206,-0.2262,0.5000,402.3598,-0.0000,-245.6840,-412.3308,1.3926,578.0925,180.6634,1.7359,0.1039,0.1039
210,11.6673,-0.2269,0.5000,399.1883,-0.0000,-245.2293,-410.6115,1.3139,581.1245,180.9629,1.8085,0.1094,0.1094
212,11.2127,-0.2276,0.5000,396.0532,-0.0000,-244.7686,-408.8977,1.2419,584.1643,181.2358,1.8845,0.1149,0.1149
214,10.7565,-0.2284,0.5000,392.9540,-0.0000,-244.1299,-406.5506,1.1539,588.3317,181.5648,1.9942,0.1224,0.1224
216,10.2988,-0.2292,0.5000,389.8903,-0.0000,-243.7071,-405.0035,1.1022,591.0646,181.7519,2.0698,0.1273,0.1273
218,9.8393,-0.2301,0.5000,386.8617,-0.0000,-243.0379,-402.5425,1.0302,595.3557,181.9990,2.1948,0.1350,0.1350
220,9.3780,-0.2310,0.5000,383.8676,-0.0000,-242.7012,-401.2885,0.9980,597.5021,182.1009,2.2604,0.1389,0.1389
222,8.9146,-0.2321,0.5000,380.9077,-0.0000,-241.8573,-398.0614,0.9279,602.8545,182.2904,2.4332,0.1486,0.1486
224,8.4490,-0.2333,0.5000,377.9815,-0.0000,-241.3500,-396.0348,0.8925,606.0619,182.3588,2.5437,0.1545,0.1545
226,7.9809,-0.2345,0.5000,375.0885,-0.0000,-240.8422,-393.9130,0.8615,609.2722,182.3924,2.6597,0.1604,0.1604
228,7.5101,-0.2359,0.5000,372.2282,-0.0000,-240.3349,-391.6740,0.8348,612.4860,182.3901,2.7818,0.1665,0.1665
230,7.0362,-0.2375,0.5000,369.4003,-0.0000,-239.8292,-389.2946,0.8122,615.7044,182.3509,2.9104,0.1727,0.1727
232,6.5590,-0.2393,0.5000,366.6043,-0.0000,-239.3261,-386.7470,0.7933,618.9283,182.2736,3.0458,0.1790,0.1790
234,6.0781,-0.2412,0.5000,363.8397,-0.0000,-238.8271,-383.9999,0.7780,622.1592,182.1566,3.1887,0.1855,0.1855
236,5.5930,-0.2434,0.5000,361.1061,-0.0000,-238.3335,-381.0185,0.7663,625.3988,181.9984,3.3397,0.1922,0.1922
238,5.1032,-0.2458,0.5000,358.4030,-0.0000,-237.8471,-377.7648,0.7579,628.6489,181.7971,3.4995,0.1991,0.1991
240,4.6081,-0.2486,0.5000,355.7299,-0.0000,-237.3695,-374.1959,0.7528,631.9116,181.5507,3.6688,0.2063,0.2063
242,4.1072,-0.2517,0.5000,353.0863,-0.0000,-236.9028,-370.2637,0.7508,635.1895,181.2569,3.8485,0.2139,0.2139
