Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0,-87.8076,0.0000,0.5000,66.6547,-1.3737,-0.0588,-0.0004,-0.0030,-0.0115,-0.0054,-24.3671,-0.0244,-0.0244
2,-87.8076,0.0000,0.5000,66.6627,-1.3737,-0.0588,-0.0004,-0.0030,-0.0115,-0.0054,-24.3611,-0.0244,-0.0244
4,-87.8076,0.0000,0.5000,66.6708,-1.3737,-0.0588,-0.0004,-0.0030,-0.0115,-0.0054,-24.3550,-0.0244,-0.0244
6,-87.8075,0.0000,0.5000,66.6788,-1.3737,-0.0588,-0.0004,-0.0030,-0.0115,-0.0054,-24.3490,-0.0244,-0.0244
8,-87.8075,0.0000,0.5000,66.6869,-1.3737,-0.0589,-0.0004,-0.0030,-0.0114,-0.0053,-24.3430,-0.0244,-0.0244
10,-48.3501,78.9148,0.5000,66.6943,-833.7470,-9.0050,-0.1706,4.1791,6.5881,0.0167,388.3178,0.3899,0.3899
12,22.1822,10.5926,0.5000,66.9450,-3749.8787,-94.8939,-6594.8319,754.6725,13.4238,0.9301,0.6337,-5.9201,-5.9201
14,33.5282,2.8551,0.5000,81.5034,-788.2775,-71.4652,-3488.9966,1802.0080,35.9627,3.6907,0.2160,-1.7186,-1.7186
16,33.9114,-0.7200,0.5000,151.1589,-240.8544,-70.0635,-1210.1703,1814.1293,61.5550,7.2375,0.2104,0.6029,0.6029
18,32.9631,-0.1575,0.5000,263.8932,-92.4167,-70.9047,-1749.8455,1507.0267,78.7701,10.5808,0.2298,-0.2241,-0.2241
20,33.4739,0.4368,0.5000,376.9006,-37.1397,-69.4851,-2102.3867,1242.7681,89.5058,13.9825,0.2181,-0.8254,-0.8254
22,34.6328,0.6339,0.5000,476.9708,-15.0969,-67.1502,-2180.2060,1052.2102,95.4254,17.5701,0.1950,-1.0820,-1.0820
24,36.0240,0.7192,0.5000,554.1048,-5.9321,-64.5422,-2228.3135,909.7170,98.2851,21.4919,0.1702,-1.2632,-1.2632
26,37.3448,0.6134,0.5000,607.7080,-2.3518,-62.1312,-2106.3575,802.9706,99.0933,25.5879,0.1501,-1.2407,-1.2407
28,38.4024,0.4796,0.5000,647.8034,-0.9076,-60.0840,-1957.9625,714.1153,98.8008,29.9788,0.1353,-1.1750,-1.1750
