Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
0.50,-88.0156,-0.0000,0.5000,74.6117,-2.3230,-0.3210,-0.0002,-0.0005,-0.0032,-0.0038,-8.3759
1.50,-88.0156,-0.0000,0.5000,74.6115,-2.3230,-0.3210,-0.0002,-0.0005,-0.0032,-0.0038,-8.3759
2.50,-88.0156,-0.0000,0.5000,74.6113,-2.3230,-0.3210,-0.0002,-0.0005,-0.0032,-0.0038,-8.3757
3.50,-88.0156,-0.0000,0.5000,74.6111,-2.3230,-0.3210,-0.0002,-0.0005,-0.0032,-0.0038,-8.3757
4.50,-88.0156,-0.0000,0.5000,74.6110,-2.3230,-0.3210,-0.0002,-0.0005,-0.0032,-0.0038,-8.3757
5.50,-88.0156,-0.0000,0.5000,74.6108,-2.3230,-0.3210,-0.0002,-0.0005,-0.0032,-0.0038,-8.3756
6.50,-88.0156,-0.0000,0.5000,74.6106,-2.3230,-0.3210,-0.0002,-0.0005,-0.0032,-0.0038,-8.3755
7.50,-88.0156,-0.0000,0.5000,74.6104,-2.3230,-0.3210,-0.0002,-0.0005,-0.0032,-0.0038,-8.3754
8.50,-88.0156,-0.0000,0.5000,74.6103,-2.3230,-0.3210,-0.0002,-0.0005,-0.0032,-0.0038,-8.3752
9.50,-88.0156,-0.0000,0.5000,74.6101,-2.3230,-0.3210,-0.0002,-0.0005,-0.0032,-0.0038,-8.3751
10.50,-48.3876,79.2556,0.5000,74.6094,-1478.0773,-50.9184,-0.0834,1.7234,4.2356,0.0120,305.0201
11.50,27.0048,133.3077,0.5000,74.6084,-24490.0885,-545.1784,-975.4360,125.7747,9.8074,0.2584,0.3143
12.50,35.8607,6.3848,0.5000,74.7087,-3901.7448,-451.9567,-1813.0661,636.2761,23.1162,1.3491,0.1342
13.50,39.1037,2.5124,0.5000,75.2910,-1524.4624,-408.2500,-1630.5726,871.6829,47.9500,2.7348,0.0983
14.50,40.4449,1.0620,0.5000,76.7507,-694.0319,-387.0466,-1452.0809,932.2974,72.7312,4.2608,0.0864
15.50,41.0314,0.4693,0.5000,79.2966,-346.5855,-375.7542,-1303.6110,903.5001,94.5219,5.9246,0.0815
16.50,41.2920,0.2080,0.5000,82.9655,-196.3645,-369.7459,-1193.0475,840.9897,110.7604,7.5216,0.0796
17.50,41.4045,0.0883,0.5000,87.6772,-107.8745,-365.3526,-1091.5200,756.3423,125.3527,9.4126,0.0787
18.50,41.4496,0.0344,0.5000,93.2771,-68.4035,-362.8313,-1026.8513,689.4077,134.4863,10.9597,0.0784
19.50,41.4665,0.0130,0.5000,99.5705,-39.3531,-360.3119,-963.2032,612.9097,143.4329,12.9202,0.0783
20.50,41.4751,0.0080,0.5000,106.3526,-25.4475,-358.5569,-923.1711,558.7274,149.0773,14.5061,0.0782
21.50,41.4850,0.0110,0.5000,113.4314,-15.2227,-356.6183,-885.1172,502.5516,154.4475,16.4020,0.0782
22.50,41.5006,0.0172,0.5000,120.6411,-9.5006,-354.8992,-856.7273,457.9558,158.4034,18.1566,0.0780
23.50,41.5228,0.0239,0.5000,127.8478,-5.9424,-353.2147,-832.8951,419.4319,161.6138,19.9119,0.0779
24.50,41.5510,0.0296,0.5000,134.9490,-3.7895,-351.6154,-812.9836,387.2521,164.1471,21.6003,0.0777
25.50,41.5838,0.0337,0.5000,141.8701,-2.0326,-349.4265,-788.6413,349.1246,166.9614,23.9445,0.0773
26.50,41.6192,0.0359,0.5000,148.5593,-1.3524,-348.0165,-774.1328,327.5718,168.4528,25.4803,0.0771
27.50,41.6556,0.0364,0.5000,154.9830,-0.7332,-345.9403,-753.7757,299.2923,170.2844,27.7920,0.0768
28.50,41.6913,0.0353,0.5000,161.1213,-0.4871,-344.5889,-740.9121,282.7188,171.2830,29.3375,0.0766
29.50,41.7247,0.0327,0.5000,166.9648,-0.2389,-342.3146,-719.5709,257.4482,172.6826,32.0319,0.0762
30.50,41.7548,0.0291,0.5000,172.5111,-0.1673,-341.2179,-709.3163,246.2444,173.2498,33.3816,0.0761
31.50,41.7806,0.0246,0.5000,177.7635,-0.1171,-340.1500,-699.2993,235.8489,173.7444,34.7323,0.0759
32.50,41.8013,0.0194,0.5000,182.7286,-0.0573,-338.1046,-679.9366,217.1496,174.5503,37.4357,0.0757
