Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
0.50,-88.0430,-0.0000,0.5000,74.8961,-1.7032,-0.0810,-0.0002,0.0000,0.0003,-0.0037,0.4948
1.50,-88.0430,-0.0000,0.5000,74.8960,-1.7032,-0.0810,-0.0002,0.0000,0.0003,-0.0037,0.4948
2.50,-88.0430,-0.0000,0.5000,74.8959,-1.7032,-0.0810,-0.0002,0.0000,0.0003,-0.0037,0.4948
3.50,-88.0430,-0.0000,0.5000,74.8958,-1.7032,-0.0810,-0.0002,0.0000,0.0003,-0.0037,0.4949
4.50,-88.0430,-0.0000,0.5000,74.8958,-1.7032,-0.0810,-0.0002,0.0000,0.0003,-0.0037,0.4950
5.50,-88.0430,-0.0000,0.5000,74.8957,-1.7032,-0.0810,-0.0002,0.0000,0.0003,-0.0037,0.4950
6.50,-88.0430,-0.0000,0.5000,74.8956,-1.7032,-0.0810,-0.0002,0.0000,0.0003,-0.0037,0.4951
7.50,-88.0430,-0.0000,0.5000,74.8956,-1.7032,-0.0810,-0.0002,0.0000,0.0003,-0.0037,0.4952
8.50,-88.0430,-0.0000,0.5000,74.8955,-1.7032,-0.0810,-0.0002,0.0000,0.0003,-0.0037,0.4953
9.50,-88.0430,-0.0000,0.5000,74.8954,-1.7032,-0.0810,-0.0002,0.0000,0.0003,-0.0037,0.4954
10.50,-48.4400,79.2059,0.5000,74.8949,-1085.1188,-12.8556,-0.0828,1.1840,5.8135,0.0117,306.7241
11.50,6.4213,98.3113,0.5000,74.8928,-162042.7240,-174.3191,-641.9493,24.7153,11.4295,0.1304,2.1441
12.50,28.6728,7.2479,0.5000,74.9761,-4024.4030,-134.3970,-2525.5234,318.9287,16.5693,0.9234,0.2678
13.50,33.1047,3.7036,0.5000,75.6417,-1693.5764,-119.5829,-2270.0407,484.6093,31.4830,1.9254,0.1760
14.50,35.4802,2.0357,0.5000,77.4881,-781.0028,-111.2690,-1929.2273,552.1383,49.4942,3.1173,0.1397
15.50,36.8682,1.2170,0.5000,80.8343,-390.6475,-106.4320,-1655.7698,557.8023,66.1583,4.4517,0.1219
16.50,37.7407,0.7786,0.5000,85.7480,-210.6704,-103.3784,-1447.3648,531.2753,79.8124,5.8821,0.1120
17.50,38.3208,0.5249,0.5000,92.1245,-128.0374,-101.4972,-1305.8651,496.4688,89.3285,7.2045,0.1064
18.50,38.7252,0.3703,0.5000,99.7367,-76.1112,-99.9335,-1185.4601,454.2965,97.5355,8.7277,0.1023
19.50,39.0205,0.2740,0.5000,108.2865,-46.2898,-98.7195,-1096.0276,413.3250,103.7148,10.2891,0.0994
20.50,39.2473,0.2135,0.5000,117.4579,-27.7292,-97.6710,-1026.5193,373.6038,108.5602,11.9726,0.0971
21.50,39.4311,0.1753,0.5000,126.9601,-16.9409,-96.7963,-976.3767,339.1760,112.0126,13.6384,0.0954
22.50,39.5871,0.1505,0.5000,136.5515,-10.8152,-96.0790,-940.8917,311.3258,114.3342,15.1818,0.0940
23.50,39.7245,0.1335,0.5000,146.0461,-6.1693,-95.2576,-905.6751,280.9692,116.3800,17.1358,0.0926
24.50,39.8483,0.1208,0.5000,155.3106,-3.7185,-94.5714,-879.5983,257.3991,117.5966,18.9138,0.0914
25.50,39.9610,0.1102,0.5000,164.2542,-2.6519,-94.1370,-864.1748,243.4152,118.1509,20.1072,0.0907
26.50,40.0640,0.1006,0.5000,172.8200,-1.5959,-93.5155,-843.0513,224.6836,118.6786,21.9078,0.0898
27.50,40.1575,0.0912,0.5000,180.9757,-0.9594,-92.9272,-823.6341,208.2699,118.9188,23.7197,0.0889
28.50,40.2416,0.0818,0.5000,188.7065,-0.5762,-92.3702,-805.4240,193.8074,118.9405,25.5411,0.0881
29.50,40.3163,0.0722,0.5000,196.0102,-0.3458,-91.8432,-788.1261,180.9869,118.7971,27.3706,0.0875
30.50,40.3812,0.0626,0.5000,202.8930,-0.2459,-91.5081,-777.0124,173.2229,118.6309,28.5939,0.0871
31.50,40.4365,0.0528,0.5000,209.3666,-0.1474,-91.0289,-760.8874,162.5881,118.3008,30.4335,0.0866
32.50,40.4819,0.0430,0.5000,215.4460,-0.0883,-90.5773,-745.3548,153.0018,117.8979,32.2773,0.0862
33.50,40.5176,0.0333,0.5000,221.1485,-0.0529,-90.1521,-730.3694,144.3086,117.4439,34.1237,0.0859
34.50,40.5437,0.0237,0.5000,226.4925,-0.0317,-89.7524,-715.9006,136.3799,116.9556,35.9716,0.0857
35.50,40.5602,0.0142,0.5000,231.4965,-0.0225,-89.4994,-706.5304,131.4656,116.6176,37.2037,0.0856
36.50,40.5676,0.0050,0.5000,236.1791,-0.0135,-89.1393,-692.8743,124.5841,116.0999,39.0510,0.0855
