Pace,T_Peak,Vmpeak,Vmvalley,Vm_repol30,Vm_repol50,Vm_repol90,dVmdt_repol_max
750,39.5000,24.6240,-89.0762,-9.4860,-32.2261,-77.7061,-0.2311
751,39.5000,24.6244,-89.0761,-9.4858,-32.2258,-77.7060,-0.2311
752,39.5000,24.6242,-89.0760,-9.4859,-32.2259,-77.7059,-0.2311
753,39.5000,24.6244,-89.0759,-9.4857,-32.2257,-77.7058,-0.2311
754,39.5000,24.6246,-89.0758,-9.4855,-32.2256,-77.7057,-0.2311
755,39.5000,24.6241,-89.0757,-9.4858,-32.2258,-77.7057,-0.2311
756,39.5000,24.6248,-89.0755,-9.4853,-32.2254,-77.7055,-0.2311
757,39.5000,24.6248,-89.0754,-9.4853,-32.2253,-77.7054,-0.2311
758,39.5000,24.6253,-89.0753,-9.4849,-32.2250,-77.7053,-0.2311
759,39.5000,24.6244,-89.0752,-9.4855,-32.2254,-77.7053,-0.2311
760,39.5000,24.6252,-89.0751,-9.4849,-32.2250,-77.7051,-0.2311
761,39.5000,24.6251,-89.0750,-9.4849,-32.2250,-77.7050,-0.2311
762,39.5000,24.6251,-89.0749,-9.4849,-32.2249,-77.7049,-0.2311
763,39.5000,24.6252,-89.0748,-9.4848,-32.2248,-77.7048,-0.2311
764,39.5000,24.6252,-89.0747,-9.4848,-32.2248,-77.7047,-0.2311
765,39.5000,24.6251,-89.0746,-9.4848,-32.2248,-77.7047,-0.2311
766,39.5000,24.6256,-89.0745,-9.4844,-32.2245,-77.7045,-0.2311
767,39.5000,24.6255,-89.0744,-9.4845,-32.2244,-77.7044,-0.2311
768,39.5000,24.6257,-89.0743,-9.4843,-32.2243,-77.7043,-0.2311
769,39.5000,24.6254,-89.0742,-9.4845,-32.2244,-77.7042,-0.2311
770,39.5000,24.6259,-89.0741,-9.4841,-32.2241,-77.7041,-0.2311
771,39.5000,24.6256,-89.0740,-9.4843,-32.2242,-77.7040,-0.2311
772,39.5000,24.6261,-89.0739,-9.4839,-32.2239,-77.7039,-0.2311
773,39.5000,24.6259,-89.0738,-9.4840,-32.2239,-77.7038,-0.2311
774,39.5000,24.6260,-89.0737,-9.4839,-32.2239,-77.7037,-0.2311
775,39.5000,24.6269,-89.0736,-9.4833,-32.2234,-77.7035,-0.2311
776,39.5000,24.6262,-89.0735,-9.4837,-32.2236,-77.7035,-0.2311
777,39.5000,24.6266,-89.0734,-9.4834,-32.2234,-77.7034,-0.2311
778,39.5000,24.6267,-89.0733,-9.4833,-32.2233,-77.7033,-0.2311
779,39.5000,24.6265,-89.0732,-9.4834,-32.2233,-77.7032,-0.2311
780,39.5000,24.6267,-89.0731,-9.4832,-32.2232,-77.7031,-0.2311
781,39.5000,24.6264,-89.0730,-9.4834,-32.2233,-77.7030,-0.2311
782,39.5000,24.6272,-89.0729,-9.4828,-32.2228,-77.7029,-0.2311
783,39.5000,24.6269,-89.0728,-9.4830,-32.2230,-77.7028,-0.2311
784,39.5000,24.6274,-89.0727,-9.4826,-32.2226,-77.7027,-0.2311
785,39.5000,24.6271,-89.0726,-9.4828,-32.2227,-77.7026,-0.2311
786,39.5000,24.6265,-89.0725,-9.4832,-32.2230,-77.7026,-0.2311
787,39.5000,24.6273,-89.0724,-9.4826,-32.2225,-77.7024,-0.2311
788,39.5000,24.6272,-89.0723,-9.4826,-32.2225,-77.7023,-0.2311
789,39.5000,24.6276,-89.0721,-9.4823,-32.2223,-77.7022,-0.2311
790,39.5000,24.6275,-89.0720,-9.4823,-32.2223,-77.7021,-0.2311
791,39.5000,24.6273,-89.0719,-9.4824,-32.2223,-77.7020,-0.2311
792,39.5000,24.6277,-89.0718,-9.4822,-32.2221,-77.7019,-0.2311
793,39.5000,24.6277,-89.0717,-9.4821,-32.2220,-77.7018,-0.2311
794,39.5000,24.6274,-89.0716,-9.4823,-32.2221,-77.7017,-0.2311
795,39.5000,24.6280,-89.0715,-9.4818,-32.2217,-77.7016,-0.2311
796,39.5000,24.6281,-89.0714,-9.4818,-32.2217,-77.7015,-0.2311
797,39.5000,24.6281,-89.0713,-9.4817,-32.2216,-77.7014,-0.2311
798,39.5000,24.6283,-89.0712,-9.4816,-32.2215,-77.7013,-0.2311
799,39.5000,24.6265,-89.0711,-9.4828,-32.2223,-77.7014,-0.2311
800,39.5000,24.6284,-89.0710,-9.4814,-32.2213,-77.7011,-0.2311
801,39.5000,24.6287,-89.0709,-9.4812,-32.2211,-77.7010,-0.2311
802,39.5000,24.6287,-89.0708,-9.4811,-32.2210,-77.7009,-0.2311
803,39.5000,24.6286,-89.0707,-9.4812,-32.2210,-77.7008,-0.2311
804,39.5000,24.6285,-89.0706,-9.4813,-32.2211,-77.7007,-0.2311
805,39.5000,24.6288,-89.0705,-9.4810,-32.2208,-77.7006,-0.2311
806,39.5000,24.6289,-89.0704,-9.4809,-32.2208,-77.7005,-0.2311
807,39.5000,24.6285,-89.0703,-9.4811,-32.2209,-77.7004,-0.2311
808,39.5000,24.6286,-89.0702,-9.4811,-32.2208,-77.7003,-0.2311
809,39.5000,24.6293,-89.0701,-9.4805,-32.2204,-77.7002,-0.2311
810,39.5000,24.6292,-89.0700,-9.4806,-32.2204,-77.7001,-0.2311
811,39.5000,24.6281,-89.0699,-9.4813,-32.2209,-77.7001,-0.2311
812,39.5000,24.6291,-89.0698,-9.4806,-32.2203,-77.6999,-0.2311
813,39.5000,24.6294,-89.0697,-9.4804,-32.2202,-77.6998,-0.2311
814,39.5000,24.6293,-89.0696,-9.4804,-32.2202,-77.6997,-0.2311
815,39.5000,24.6296,-89.0695,-9.4802,-32.2200,-77.6996,-0.2311
816,39.5000,24.6294,-89.0694,-9.4802,-32.2200,-77.6995,-0.2311
817,39.5000,24.6297,-89.0693,-9.4800,-32.2198,-77.6994,-0.2311
818,39.5000,24.6301,-89.0692,-9.4797,-32.2195,-77.6992,-0.2311
819,39.5000,24.6300,-89.0691,-9.4797,-32.2195,-77.6992,-0.2311
820,39.5000,24.6299,-89.0690,-9.4797,-32.2195,-77.6991,-0.2311
821,39.5000,24.6299,-89.0689,-9.4797,-32.2195,-77.6990,-0.2311
822,39.5000,24.6302,-89.0688,-9.4795,-32.2193,-77.6989,-0.2311
