Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
0.50,-87.9926,0.0000,0.5000,76.4521,-1.6131,-0.3158,-0.0002,-0.0010,-0.0104,-0.0046,-16.1346
1.50,-87.9926,0.0000,0.5000,76.4535,-1.6131,-0.3158,-0.0002,-0.0010,-0.0104,-0.0046,-16.1346
2.50,-87.9926,0.0000,0.5000,76.4549,-1.6131,-0.3158,-0.0002,-0.0010,-0.0103,-0.0046,-16.1340
3.50,-87.9926,0.0000,0.5000,76.4563,-1.6131,-0.3158,-0.0002,-0.0010,-0.0103,-0.0046,-16.1330
4.50,-87.9926,0.0000,0.5000,76.4576,-1.6131,-0.3158,-0.0002,-0.0010,-0.0103,-0.0046,-16.1319
5.50,-87.9926,0.0000,0.5000,76.4590,-1.6131,-0.3158,-0.0002,-0.0010,-0.0103,-0.0046,-16.1308
6.50,-87.9926,0.0000,0.5000,76.4605,-1.6131,-0.3159,-0.0002,-0.0010,-0.0103,-0.0046,-16.1297
7.50,-87.9926,0.0000,0.5000,76.4619,-1.6131,-0.3159,-0.0002,-0.0010,-0.0103,-0.0045,-16.1286
8.50,-87.9926,0.0000,0.5000,76.4633,-1.6131,-0.3159,-0.0002,-0.0010,-0.0103,-0.0045,-16.1275
9.50,-87.9926,0.0000,0.5000,76.4647,-1.6131,-0.3159,-0.0002,-0.0010,-0.0103,-0.0045,-16.1264
10.50,-48.3954,79.1936,0.5000,76.4656,-1020.8078,-49.8693,-0.0831,1.6953,7.0544,0.0143,304.8285
11.50,0.1330,86.3576,0.5000,76.4647,-168759.2108,-697.3139,-399.7259,26.7048,12.9077,0.1330,4.1193
12.50,26.9939,7.5577,0.5000,76.5763,-4013.5034,-519.8592,-2698.8161,412.9823,17.4157,1.0152,0.3187
13.50,31.8079,4.0756,0.5000,77.5702,-1693.9403,-453.9766,-2414.7159,662.2050,32.3770,2.2011,0.1984
14.50,34.4576,2.2748,0.5000,80.4675,-821.7440,-421.0528,-2009.4193,766.0894,50.4314,3.5299,0.1547
15.50,35.9935,1.3380,0.5000,85.8836,-412.3967,-401.3323,-1659.5225,785.1370,68.6180,5.1106,0.1326
16.50,36.9258,0.8211,0.5000,94.0536,-231.4728,-390.0386,-1409.7461,756.1791,82.8768,6.6991,0.1216
17.50,37.5135,0.5233,0.5000,104.8613,-135.4047,-382.3822,-1222.0099,706.0031,94.4594,8.3909,0.1150
18.50,37.9027,0.3527,0.5000,117.8574,-81.0347,-376.8009,-1088.7758,647.7709,103.6829,10.1786,0.1107
19.50,38.1826,0.2608,0.5000,132.3846,-48.9158,-372.3783,-1000.2853,588.7810,110.9332,12.0543,0.1077
20.50,38.4078,0.2163,0.5000,147.7575,-30.7073,-368.8398,-947.6285,537.1437,116.1685,13.8539,0.1054
21.50,38.6092,0.1980,0.5000,163.3943,-18.3572,-365.2430,-910.2086,485.4980,120.5828,15.8920,0.1032
22.50,38.8024,0.1923,0.5000,178.8652,-11.5903,-362.1696,-887.1497,444.7190,123.5314,17.7432,0.1013
23.50,38.9938,0.1913,0.5000,193.8822,-7.2153,-359.0814,-868.4463,407.8199,125.7809,19.6722,0.0995
24.50,39.1847,0.1908,0.5000,208.2688,-4.4886,-356.0522,-851.9875,375.5732,127.3919,21.6210,0.0976
25.50,39.3742,0.1888,0.5000,221.9270,-2.7893,-353.0830,-836.3030,347.3573,128.4956,23.5892,0.0958
