Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
0.50,-87.9888,-0.0000,0.5000,76.4220,-1.5405,-0.3069,-0.0002,-0.0011,-0.0170,-0.0055,-18.1280
1.50,-87.9888,-0.0000,0.5000,76.4163,-1.5405,-0.3069,-0.0002,-0.0011,-0.0170,-0.0055,-18.1280
2.50,-87.9888,-0.0000,0.5000,76.4106,-1.5405,-0.3069,-0.0002,-0.0011,-0.0170,-0.0055,-18.1344
3.50,-87.9888,-0.0000,0.5000,76.4050,-1.5405,-0.3069,-0.0002,-0.0011,-0.0170,-0.0055,-18.1344
4.50,-87.9888,-0.0000,0.5000,76.3994,-1.5405,-0.3070,-0.0002,-0.0011,-0.0170,-0.0055,-18.1376
5.50,-87.9888,-0.0000,0.5000,76.3939,-1.5405,-0.3070,-0.0002,-0.0011,-0.0169,-0.0055,-18.1407
6.50,-87.9889,-0.0000,0.5000,76.3884,-1.5405,-0.3071,-0.0002,-0.0011,-0.0169,-0.0055,-18.1438
7.50,-87.9889,-0.0000,0.5000,76.3829,-1.5405,-0.3071,-0.0002,-0.0011,-0.0169,-0.0055,-18.1469
8.50,-87.9889,-0.0000,0.5000,76.3774,-1.5405,-0.3071,-0.0002,-0.0011,-0.0169,-0.0055,-18.1500
9.50,-87.9889,-0.0000,0.5000,76.3720,-1.5405,-0.3072,-0.0002,-0.0011,-0.0169,-0.0055,-18.1531
10.50,-48.3967,79.1839,0.5000,76.3661,-973.8014,-48.4447,-0.0817,1.6446,10.3073,0.0173,304.7786
11.50,-4.8703,76.9789,0.5000,76.3583,-163936.0085,-694.7201,-242.5865,21.9775,17.8200,0.1430,6.2061
12.50,25.7420,7.6594,0.5000,76.4544,-3998.7236,-514.1043,-2791.8412,372.2180,20.2153,1.1624,0.3581
13.50,30.7717,4.3065,0.5000,77.4225,-1736.8914,-446.3626,-2538.7164,603.6623,28.9822,2.5030,0.2199
14.50,33.6401,2.4852,0.5000,80.3200,-842.9055,-410.9033,-2105.7150,706.2830,41.5521,4.0565,0.1674
15.50,35.3565,1.5084,0.5000,85.7976,-429.6571,-389.9772,-1734.1435,727.2244,54.5495,5.8676,0.1413
16.50,36.4325,0.9566,0.5000,94.1167,-234.0584,-377.0107,-1449.0606,699.6536,65.7904,7.8373,0.1271
17.50,37.1345,0.6311,0.5000,105.1727,-132.8286,-368.2332,-1237.0556,648.9348,75.0409,9.9631,0.1186
18.50,37.6155,0.4397,0.5000,118.5058,-84.7230,-362.8440,-1111.6647,600.3350,81.2506,11.8208,0.1139
19.50,37.9706,0.3324,0.5000,133.4304,-51.6124,-357.9739,-1015.4009,545.0742,86.8664,13.9985,0.1100
