Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.50,-88.0569,-0.0000,0.5000,73.5350,-1.3616,-0.0620,-0.0001,   0,0.0012,-0.0037,2.2375,0.0022,0.0000
1.50,-88.0569,-0.0000,0.5000,73.5348,-1.3616,-0.0620,-0.0001,   0,0.0012,-0.0037,2.2375,0.0022,0.0000
2.50,-88.0569,-0.0000,0.5000,73.5346,-1.3616,-0.0620,-0.0001,   0,0.0012,-0.0037,2.2375,0.0022,0.0000
3.50,-88.0569,-0.0000,0.5000,73.5344,-1.3616,-0.0620,-0.0001,   0,0.0012,-0.0037,2.2375,0.0022,0.0000
4.50,-88.0569,-0.0000,0.5000,73.5343,-1.3616,-0.0620,-0.0001,   0,0.0012,-0.0037,2.2375,0.0022,0.0000
5.50,-88.0569,-0.0000,0.5000,73.5341,-1.3616,-0.0620,-0.0001,   0,0.0012,-0.0037,2.2375,0.0022,0.0000
6.50,-88.0569,-0.0000,0.5000,73.5339,-1.3616,-0.0620,-0.0001,   0,0.0012,-0.0037,2.2376,0.0022,0.0000
7.50,-88.0569,-0.0000,0.5000,73.5338,-1.3616,-0.0620,-0.0001,   0,0.0012,-0.0037,2.2376,0.0022,0.0000
8.50,-88.0569,-0.0000,0.5000,73.5336,-1.3616,-0.0620,-0.0001,   0,0.0012,-0.0037,2.2376,0.0022,0.0000
9.50,-88.0569,-0.0000,0.5000,73.5335,-1.3616,-0.0620,-0.0001,   0,0.0012,-0.0037,2.2376,0.0022,0.0000
10.50,-48.4623,79.1892,0.5000,73.5328,-868.6445,-9.8568,-0.0666,   1,6.0228,0.0117,303.7881,0.3010,0.3010
11.50,-15.8463,56.6051,0.5000,73.5305,-132610.4416,-148.3914,-38.5599,  10,9.3475,0.0700,17.1160,-0.1502,-0.1502
12.50,22.6803,7.4369,0.5000,73.5740,-4064.3296,-115.6705,-2591.9244, 214,13.1683,0.7018,0.4715,-2.4794,-2.4794
13.50,27.6529,4.3022,0.5000,74.0489,-1794.3721,-103.0094,-2496.6813, 357,22.4938,1.4865,0.2954,-2.2188,-2.2188
14.50,30.6185,2.6105,0.5000,75.5188,-839.4666,-94.9941,-2142.1741, 429,36.7093,2.4484,0.2208,-1.7689,-1.7689
15.50,32.5178,1.7069,0.5000,78.3204,-430.3510,-90.1922,-1846.2272, 449,50.8899,3.5064,0.1839,-1.4327,-1.4327
16.50,33.8222,1.1926,0.5000,82.5444,-241.1523,-87.0839,-1623.6855, 441,62.8886,4.6093,0.1629,-1.2020,-1.2020
17.50,34.7697,0.8776,0.5000,88.1157,-134.0453,-84.5934,-1431.8792, 416,73.7828,5.9206,0.1478,-1.0203,-1.0203
18.50,35.4883,0.6724,0.5000,94.8463,-83.1162,-82.9302,-1301.6477, 389,81.2630,7.1269,0.1385,-0.9071,-0.9071
19.50,36.0529,0.5329,0.5000,102.4810,-49.5960,-81.4190,-1186.7364, 357,87.7753,8.5499,0.1308,-0.8150,-0.8150
20.50,36.5103,0.4350,0.5000,110.7422,-30.6923,-80.2245,-1101.6648, 327,92.4257,9.9589,0.1251,-0.7522,-0.7522
21.50,36.8910,0.3644,0.5000,119.3676,-19.2892,-79.2189,-1035.8231, 300,95.8037,11.3804,0.1206,-0.7074,-0.7074
22.50,37.2151,0.3119,0.5000,128.1330,-12.1580,-78.3344,-982.9023, 276,98.2560,12.8338,0.1170,-0.6739,-0.6739
23.50,37.4960,0.2713,0.5000,136.8614,-7.5677,-77.5204,-938.2526, 254,100.0238,14.3574,0.1138,-0.6474,-0.6474
24.50,37.7424,0.2387,0.5000,145.4214,-4.6512,-76.7647,-899.8894, 234,101.2194,15.9460,0.1110,-0.6257,-0.6257
25.50,37.9603,0.2113,0.5000,153.7211,-2.8388,-76.0664,-866.5917, 216,101.9388,17.5766,0.1086,-0.6074,-0.6074
26.50,38.1536,0.1875,0.5000,161.6999,-1.9109,-75.5490,-842.9404, 203,102.2380,18.8954,0.1069,-0.5945,-0.5945
27.50,38.3251,0.1663,0.5000,169.3212,-1.1637,-74.9471,-816.2196, 188,102.3444,20.5592,0.1050,-0.5797,-0.5797
28.50,38.4767,0.1469,0.5000,176.5659,-0.7079,-74.3897,-791.9737, 176,102.2221,22.2380,0.1034,-0.5662,-0.5662
29.50,38.6100,0.1289,0.5000,183.4274,-0.4753,-73.9728,-774.0086, 166,101.9988,23.5904,0.1023,-0.5558,-0.5558
30.50,38.7262,0.1121,0.5000,189.9078,-0.2886,-73.4849,-753.0314, 156,101.6014,25.2907,0.1011,-0.5435,-0.5435
31.50,38.8264,0.0962,0.5000,196.0151,-0.1829,-73.0693,-735.1031, 147,101.1526,26.8512,0.1001,-0.5326,-0.5326
32.50,38.9113,0.0812,0.5000,201.7610,-0.0954,-72.5226,-711.2941, 136,100.4163,29.0831,0.0990,-0.5178,-0.5178
33.50,38.9818,0.0670,0.5000,207.1600,-0.0582,-72.1399,-694.3843, 129,99.8069,30.7839,0.0984,-0.5069,-0.5069
34.50,39.0387,0.0536,0.5000,212.2276,-0.0455,-71.9583,-686.2676, 125,99.4917,31.6358,0.0981,-0.5015,-0.5015
35.50,39.0827,0.0408,0.5000,216.9800,-0.0277,-71.6134,-670.6551, 119,98.8483,33.3417,0.0977,-0.4911,-0.4911
36.50,39.1144,0.0288,0.5000,221.4338,-0.0169,-71.2914,-655.8075, 113,98.1962,35.0493,0.0974,-0.4809,-0.4809
37.50,39.1346,0.0173,0.5000,225.6051,-0.0103,-70.9906,-641.6601, 107,97.5434,36.7573,0.0972,-0.4711,-0.4711
38.50,39.1437,0.0065,0.5000,229.5097,-0.0063,-70.7095,-628.1580, 102,96.8961,38.4646,0.0971,-0.4615,-0.4615
39.50,39.1424,-0.0038,0.5000,233.1627,-0.0041,-70.4883,-617.3223,  98,96.3621,39.8915,0.0972,-0.4536,-0.4536
40.50,39.1313,-0.0135,0.5000,236.5788,-0.0024,-70.2205,-603.9198,  93,95.6867,41.7296,0.0973,-0.4438,-0.4438
41.50,39.1109,-0.0227,0.5000,239.7716,-0.0017,-70.0394,-594.6679,  89,95.2126,43.0475,0.0975,-0.4369,-0.4369
42.50,39.0816,-0.0314,0.5000,242.7543,-0.0009,-69.7841,-581.3438,  85,94.5208,45.0191,0.0978,-0.4268,-0.4268
43.50,39.0440,-0.0396,0.5000,245.5392,-0.0006,-69.6242,-572.8094,  82,94.0733,46.3294,0.0981,-0.4203,-0.4203
44.50,38.9985,-0.0474,0.5000,248.1379,-0.0004,-69.3983,-560.4984,  77,93.4234,48.2877,0.0987,-0.4107,-0.4107
45.50,38.9456,-0.0548,0.5000,250.5613,-0.0002,-69.2565,-552.6009,  75,93.0047,49.5880,0.0991,-0.4045,-0.4045
46.50,38.8855,-0.0618,0.5000,252.8196,-0.0001,-69.0557,-541.1932,  71,92.3983,51.5297,0.0998,-0.3955,-0.3955
47.50,38.8188,-0.0683,0.5000,254.9225,-0.0001,-68.9294,-533.8663,  68,92.0085,52.8180,0.1004,-0.3896,-0.3896
48.50,38.7457,-0.0746,0.5000,256.8789,-0.0000,-68.7153,-521.1901,  64,91.3345,55.1266,0.1014,-0.3792,-0.3792
49.50,38.6667,-0.0805,0.5000,258.6973,-0.0000,-68.6252,-515.7561,  62,91.0460,56.1485,0.1020,-0.3747,-0.3747
50.50,38.5820,-0.0861,0.5000,260.3857,-0.0000,-68.4539,-505.2560,  59,90.4896,58.1808,0.1031,-0.3660,-0.3660
51.50,38.4920,-0.0914,0.5000,261.9513,-0.0000,-68.2860,-494.7587,  56,89.9352,60.2924,0.1044,-0.3571,-0.3571
52.50,38.3968,-0.0964,0.5000,263.4013,-0.0000,-68.1287,-484.7472,  52,89.4085,62.3855,0.1058,-0.3485,-0.3485
53.50,38.2969,-0.1011,0.5000,264.7420,-0.0000,-68.1287,-484.7472,  52,89.4085,62.3855,0.1058,-0.3485,-0.3485
54.50,38.1924,-0.1056,0.5000,265.9796,-0.0000,-67.9807,-475.1976,  50,88.9080,64.4594,0.1073,-0.3402,-0.3402
55.50,38.0836,-0.1098,0.5000,267.1197,-0.0000,-67.8411,-466.0870,  47,88.4323,66.5134,0.1089,-0.3322,-0.3322
