Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
1,-90.0764,0.0000,0.5000,60.1341,-0.0002,-0.0449,0.0000,0.1293,0.0002,-0.0010,149.3867
3,-90.0763,0.0000,0.5000,60.1407,-0.0002,-0.0449,-0.0000,0.1293,0.0002,-0.0010,149.4003
5,-90.0762,0.0000,0.5000,60.1472,-0.0002,-0.0449,-0.0000,0.1293,0.0002,-0.0010,149.4139
7,-90.0762,0.0000,0.5000,60.1537,-0.0002,-0.0449,-0.0000,0.1293,0.0002,-0.0010,149.4275
9,-90.0761,0.0000,0.5000,60.1603,-0.0002,-0.0449,-0.0000,0.1294,0.0002,-0.0010,149.4412
11,-64.0668,52.0184,0.5000,60.1646,-354.8985,-4.0446,-0.0000,8.6199,0.0095,0.0017,1065.4593
13,24.8199,-2.1365,0.5000,60.8438,-1.8204,-88.8175,-5563.2127,6293.0299,0.6030,0.3925,0.0044
15,20.6108,-1.8401,0.5000,69.5780,-0.0000,-93.2268,-6650.9567,6901.6297,3.3618,0.8676,0.0096
17,17.9352,-1.0686,0.5000,96.8484,0.0000,-97.0116,-6477.1263,5567.5260,6.9628,1.3133,0.0155
19,16.6669,-0.3708,0.5000,141.8504,-0.0000,-98.3951,-6075.1964,4339.2044,10.6299,1.7801,0.0192
21,16.6605,0.1806,0.5000,191.9070,-0.0000,-97.4576,-5649.1919,3585.9639,13.6573,2.2149,0.0190
23,17.3755,0.4295,0.5000,238.5901,-0.0000,-95.3488,-5231.7550,3093.4908,16.3153,2.6697,0.0167
25,18.3087,0.4711,0.5000,279.4218,-0.0000,-92.5194,-4793.3961,2713.7018,18.8537,3.2226,0.0139
27,19.1946,0.4198,0.5000,314.2367,-0.0000,-90.2567,-4465.6565,2475.1010,20.5503,3.7119,0.0119
29,19.9389,0.3428,0.5000,343.5598,-0.0000,-88.2007,-4167.9614,2268.9755,21.9124,4.2355,0.0105
31,20.5306,0.2689,0.5000,368.0777,-0.0000,-86.4654,-3911.4195,2088.9402,22.9303,4.7672,0.0094
33,20.9890,0.2070,0.5000,388.4639,0.0000,-84.6709,-3638.4958,1888.6161,23.8367,5.4401,0.0085
35,21.3391,0.1574,0.5000,405.3245,0.0000,-83.7527,-3495.6484,1779.1100,24.2331,5.8470,0.0082
37,21.6035,0.1182,0.5000,419.1859,-0.0000,-82.5470,-3305.2088,1628.0673,24.6740,6.4600,0.0078
39,21.7998,0.0871,0.5000,430.4970,-0.0000,-81.8350,-3191.6051,1535.4371,24.8889,6.8701,0.0076
41,21.9418,0.0620,0.5000,439.6382,-0.0000,-80.8752,-3037.7478,1407.4885,25.1234,7.4861,0.0074
43,22.0397,0.0416,0.5000,446.9305,-0.0000,-80.0186,-2900.4674,1291.5143,25.2813,8.1025,0.0072
45,22.1012,0.0246,0.5000,452.6445,-0.0000,-79.2142,-2772.3229,1182.3712,25.3907,8.7422,0.0072
47,22.1321,0.0103,0.5000,457.0089,0.0000,-78.8389,-2712.9807,1131.7227,25.4311,9.0616,0.0071
49,22.1370,-0.0020,0.5000,460.2170,0.0000,-78.1331,-2602.4661,1037.5619,25.4935,9.6989,0.0071
51,22.1194,-0.0127,0.5000,462.4325,0.0000,-77.4780,-2501.4664,952.0375,25.5420,10.3336,0.0072
