Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0,-89.7803,0.0000,0.5000,60.2250,-0.0002,-0.0478,-0.0000,0.1363,0.0002,-0.0010,152.0760,0.1522,0.1522
2,-89.7803,0.0000,0.5000,60.2309,-0.0002,-0.0478,-0.0000,0.1363,0.0002,-0.0010,152.0884,0.1522,0.1522
4,-89.7802,0.0000,0.5000,60.2368,-0.0002,-0.0478,0.0000,0.1363,0.0002,-0.0010,152.1008,0.1522,0.1522
6,-89.7802,0.0000,0.5000,60.2427,-0.0002,-0.0479,0.0000,0.1363,0.0002,-0.0010,152.1131,0.1522,0.1522
8,-89.7801,0.0000,0.5000,60.2487,-0.0002,-0.0479,0.0000,0.1363,0.0002,-0.0010,152.1255,0.1522,0.1522
10,-63.7664,52.0273,0.5000,60.2524,-415.0651,-4.2842,-0.0000,8.9168,0.0070,0.0017,1063.9731,1.0686,1.0686
12,25.3714,-2.3986,0.5000,60.9168,-1.3191,-89.2057,-5588.2323,6567.5408,0.4554,0.3919,0.0042,0.8910,0.8910
14,20.8584,-1.9055,0.5000,69.0456,-0.0000,-94.0345,-6703.4272,7088.1798,2.3744,0.8359,0.0095,0.2939,0.2939
16,18.2512,-0.9960,0.5000,93.8282,0.0000,-97.8021,-6512.6086,5649.0604,5.0750,1.2839,0.0154,-0.9550,-0.9550
18,17.1151,-0.3217,0.5000,134.6751,-0.0000,-98.8730,-6103.4945,4446.3628,7.6362,1.7225,0.0186,-1.7466,-1.7466
20,17.1443,0.1834,0.5000,180.7854,-0.0000,-97.9474,-5684.4333,3693.6215,9.7607,2.1338,0.0184,-2.0768,-2.0768
22,17.8413,0.4163,0.5000,224.3034,-0.0000,-95.5761,-5208.3398,3123.1076,11.9110,2.6373,0.0160,-2.1662,-2.1662
24,18.7461,0.4573,0.5000,262.6515,-0.0000,-93.0196,-4806.2309,2767.3714,13.5502,3.1316,0.0135,-2.1152,-2.1152
26,19.6097,0.4104,0.5000,295.5253,-0.0000,-90.7075,-4466.3714,2510.7253,14.7867,3.6247,0.0116,-2.0279,-2.0279
28,20.3408,0.3378,0.5000,323.3440,0.0000,-88.6937,-4172.6634,2300.0951,15.7237,4.1289,0.0102,-1.9414,-1.9414
30,20.9271,0.2674,0.5000,346.7136,-0.0000,-86.9805,-3919.4051,2116.8029,16.4189,4.6413,0.0092,-1.8685,-1.8685
32,21.3855,0.2078,0.5000,366.2435,-0.0000,-85.5240,-3700.0514,1952.5198,16.9273,5.1596,0.0085,-1.8110,-1.8110
34,21.7392,0.1597,0.5000,382.4874,-0.0000,-84.2738,-3508.5559,1803.4160,17.2943,5.6824,0.0080,-1.7664,-1.7664
36,22.0093,0.1214,0.5000,395.9287,-0.0000,-83.2657,-3352.2958,1677.6061,17.5381,6.1672,0.0077,-1.7342,-1.7342
38,22.2129,0.0908,0.5000,406.9812,-0.0000,-82.0563,-3163.4720,1521.0039,17.7645,6.8359,0.0073,-1.6999,-1.6999
40,22.3629,0.0662,0.5000,415.9962,-0.0000,-81.3385,-3051.2252,1425.9289,17.8644,7.2829,0.0072,-1.6815,-1.6815
42,22.4694,0.0459,0.5000,423.2710,0.0000,-80.3649,-2899.5640,1295.7652,17.9609,7.9543,0.0070,-1.6582,-1.6582
44,22.5398,0.0291,0.5000,429.0568,-0.0000,-79.7718,-2807.8858,1216.4906,18.0002,8.4019,0.0070,-1.6448,-1.6448
46,22.5798,0.0149,0.5000,433.5661,-0.0000,-78.9192,-2677.6413,1103.6592,18.0359,9.0983,0.0069,-1.6258,-1.6258
48,22.5940,0.0027,0.5000,436.9787,-0.0000,-78.5204,-2617.5052,1051.6604,18.0464,9.4459,0.0069,-1.6169,-1.6169
50,22.5859,-0.0080,0.5000,439.4473,-0.0000,-77.7685,-2505.8089,955.6181,18.0601,10.1393,0.0069,-1.5998,-1.5998
52,22.5580,-0.0173,0.5000,441.1019,-0.0000,-77.4126,-2453.7922,911.2493,18.0656,10.4848,0.0070,-1.5914,-1.5914
54,22.5128,-0.0257,0.5000,442.0535,-0.0000,-76.7347,-2356.4759,829.1082,18.0783,11.1731,0.0070,-1.5748,-1.5748
56,22.4520,-0.0331,0.5000,442.3970,-0.0000,-76.4109,-2310.8626,791.0861,18.0867,11.5158,0.0071,-1.5666,-1.5666
58,22.3772,-0.0399,0.5000,442.2138,-0.0000,-75.7898,-2225.0631,720.5785,18.1101,12.1975,0.0072,-1.5500,-1.5500
60,22.2897,-0.0460,0.5000,441.5743,-0.0000,-75.4911,-2184.6529,687.8920,18.1257,12.5364,0.0073,-1.5416,-1.5416
62,22.1906,-0.0516,0.5000,440.5389,-0.0000,-74.9147,-2108.3316,627.2032,18.1661,13.2102,0.0075,-1.5247,-1.5247
64,22.0809,-0.0567,0.5000,439.1601,-0.0000,-74.6360,-2072.2539,599.0383,18.1911,13.5449,0.0076,-1.5161,-1.5161
66,21.9616,-0.0614,0.5000,437.4834,-0.0000,-74.0956,-2003.9039,546.6982,18.2513,14.2097,0.0078,-1.4988,-1.4988
68,21.8335,-0.0656,0.5000,435.5485,-0.0000,-73.5751,-1940.2119,499.2370,18.3252,14.8681,0.0080,-1.4813,-1.4813
70,21.6972,-0.0696,0.5000,433.3899,-0.0000,-73.3216,-1909.9739,477.1851,18.3673,15.1947,0.0082,-1.4725,-1.4725
72,21.5536,-0.0731,0.5000,431.0377,-0.0000,-72.8263,-1852.4736,436.1655,18.4616,15.8428,0.0085,-1.4548,-1.4548
74,21.4033,-0.0764,0.5000,428.5185,-0.0000,-72.5840,-1825.1233,417.0977,18.5136,16.1641,0.0086,-1.4459,-1.4459
76,21.2468,-0.0793,0.5000,425.8554,-0.0000,-72.1088,-1773.0240,381.6151,18.6272,16.8014,0.0089,-1.4281,-1.4281
78,21.0848,-0.0820,0.5000,423.0689,-0.0000,-71.8755,-1748.2044,365.1151,18.6885,17.1173,0.0091,-1.4191,-1.4191
80,20.9179,-0.0844,0.5000,420.1770,-0.0000,-71.4162,-1700.8584,334.4007,18.8199,17.7436,0.0095,-1.4013,-1.4013
82,20.7464,-0.0865,0.5000,417.1955,-0.0000,-71.1899,-1678.2711,320.1134,18.8897,18.0539,0.0097,-1.3924,-1.3924
84,20.5709,-0.0884,0.5000,414.1385,-0.0000,-70.7428,-1635.1337,293.5095,19.0371,18.6689,0.0101,-1.3747,-1.3747
86,20.3919,-0.0901,0.5000,411.0183,-0.0000,-70.5218,-1614.5297,281.1304,19.1144,18.9735,0.0103,-1.3658,-1.3658
88,20.2098,-0.0916,0.5000,407.8460,-0.0000,-70.0838,-1575.1335,258.0722,19.2760,19.5772,0.0108,-1.3483,-1.3483
90,20.0250,-0.0929,0.5000,404.6313,-0.0000,-69.8666,-1556.3007,247.3393,19.3599,19.8763,0.0110,-1.3396,-1.3396
