Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.50,-88.0058,-0.0000,0.5000,73.0817,-1.4576,-0.0577,-0.0002,   0,0.0015,-0.0035,3.2964,0.0032,0.0000
2.50,-88.0058,-0.0000,0.5000,73.0809,-1.4576,-0.0577,-0.0002,   0,0.0015,-0.0035,3.2962,0.0032,0.0000
4.50,-88.0058,-0.0000,0.5000,73.0802,-1.4576,-0.0577,-0.0002,   0,0.0015,-0.0035,3.2960,0.0032,0.0000
6.50,-88.0058,-0.0000,0.5000,73.0795,-1.4576,-0.0577,-0.0002,   0,0.0015,-0.0035,3.2958,0.0032,0.0000
8.50,-88.0058,-0.0000,0.5000,73.0789,-1.4576,-0.0577,-0.0002,   0,0.0015,-0.0035,3.2956,0.0032,0.0000
10.50,-48.3452,79.3213,0.5000,73.0778,-940.0274,-9.2555,-0.0716,   1,6.0422,0.0110,261.4099,0.2593,0.2593
12.50,24.4411,7.2750,0.5000,73.1264,-4080.2394,-103.9935,-2555.8546, 239,6.8437,0.6983,0.3500,-2.4127,-2.4127
14.50,31.9889,2.4360,0.5000,75.0798,-788.8489,-85.3704,-2053.7672, 463,7.1717,2.4785,0.1668,-1.6661,-1.6661
16.50,34.9684,1.1124,0.5000,81.8802,-218.4906,-78.4455,-1553.2963, 463,8.5559,4.6782,0.1254,-1.1552,-1.1552
18.50,36.5430,0.6435,0.5000,93.6279,-75.4477,-74.8679,-1251.0555, 403,10.2023,7.1511,0.1080,-0.9058,-0.9058
20.50,37.5418,0.4315,0.5000,108.7264,-28.5583,-72.5217,-1065.1520, 338,11.8368,9.8387,0.0981,-0.7776,-0.7776
22.50,38.2561,0.3205,0.5000,125.2313,-11.4116,-70.8204,-951.3305, 286,13.2865,12.5740,0.0918,-0.7103,-0.7103
24.50,38.8083,0.2527,0.5000,141.6626,-4.4130,-69.3763,-870.4187, 243,14.6193,15.5352,0.0870,-0.6670,-0.6670
26.50,39.2508,0.2039,0.5000,157.1683,-1.7593,-68.2054,-812.8401, 210,15.7134,18.4412,0.0835,-0.6368,-0.6368
28.50,39.6076,0.1639,0.5000,171.3617,-0.6211,-67.0577,-760.4984, 181,16.7581,21.8191,0.0804,-0.6079,-0.6079
30.50,39.8910,0.1289,0.5000,184.1283,-0.2117,-66.0481,-715.8567, 158,17.6314,25.3326,0.0780,-0.5812,-0.5812
32.50,40.1091,0.0976,0.5000,195.4941,-0.0869,-65.3111,-683.2257, 142,18.2334,28.3053,0.0766,-0.5601,-0.5601
34.50,40.2684,0.0692,0.5000,205.5500,-0.0330,-64.6595,-653.8842, 128,18.7375,31.2966,0.0755,-0.5401,-0.5401
36.50,40.3744,0.0436,0.5000,214.4119,-0.0181,-64.0824,-627.2164, 117,19.1610,34.2977,0.0748,-0.5211,-0.5211
38.50,40.4327,0.0207,0.5000,222.2002,-0.0062,-63.5708,-602.8064, 107,19.5194,37.3008,0.0744,-0.5029,-0.5029
40.50,40.4479,0.0001,0.5000,229.0306,-0.0034,-62.9763,-573.2425,  95,19.9186,41.2960,0.0744,-0.4801,-0.4801
42.50,40.4244,-0.0185,0.5000,235.0093,-0.0008,-62.5870,-553.0041,  87,20.1735,44.2780,0.0746,-0.4639,-0.4639
44.50,40.3663,-0.0351,0.5000,240.2319,0.0000,-62.2391,-534.2129,  80,20.4000,47.2417,0.0750,-0.4485,-0.4485
46.50,40.2775,-0.0499,0.5000,244.7837,-0.0006,-61.9266,-516.7089,  74,20.6052,50.1829,0.0757,-0.4339,-0.4339
48.50,40.1607,-0.0632,0.5000,248.7398,-0.0001,-61.6456,-500.3839,  68,20.7949,53.0974,0.0765,-0.4199,-0.4199
50.50,40.0192,-0.0751,0.5000,252.1664,-0.0000,-61.3119,-480.2583,  61,21.0314,56.9365,0.0779,-0.4023,-0.4023
52.50,39.8555,-0.0859,0.5000,255.1219,-0.0000,-61.1081,-467.5746,  57,21.1847,59.5081,0.0790,-0.3910,-0.3910
54.50,39.6718,-0.0953,0.5000,257.6575,-0.0000,-60.9106,-455.0110,  53,21.3425,62.1837,0.0803,-0.3796,-0.3796
56.50,39.4702,-0.1039,0.5000,259.8182,-0.0000,-60.6843,-440.3626,  48,21.5368,65.4804,0.0821,-0.3660,-0.3660
58.50,39.2527,-0.1116,0.5000,261.6440,-0.0000,-60.4918,-427.7506,  44,21.7163,68.4912,0.0839,-0.3540,-0.3540
60.50,39.0208,-0.1184,0.5000,263.1699,-0.0000,-60.3024,-415.3450,  40,21.9072,71.6316,0.0861,-0.3420,-0.3420
62.50,38.7762,-0.1245,0.5000,264.4270,0.0000,-60.1832,-407.6065,  38,22.0354,73.6937,0.0876,-0.3344,-0.3344
64.50,38.5203,-0.1299,0.5000,265.4429,-0.0000,-60.0098,-396.5654,  34,22.2333,76.7970,0.0901,-0.3232,-0.3232
66.50,38.2544,-0.1347,0.5000,266.2422,-0.0000,-59.8449,-386.4418,  31,22.4338,79.8403,0.0928,-0.3128,-0.3128
68.50,37.9798,-0.1388,0.5000,266.8467,-0.0000,-59.6860,-377.2022,  28,22.6371,82.8235,0.0957,-0.3030,-0.3030
70.50,37.6976,-0.1424,0.5000,267.2758,0.0000,-59.5311,-368.8165,  26,22.8434,85.7470,0.0987,-0.2939,-0.2939
72.50,37.4090,-0.1454,0.5000,267.5469,0.0000,-59.4545,-364.9349,  25,22.9475,87.1866,0.1003,-0.2896,-0.2896
74.50,37.1150,-0.1479,0.5000,267.6758,0.0000,-59.2871,-357.1193,  22,23.1782,90.2964,0.1040,-0.2807,-0.2807
76.50,36.8166,-0.1499,0.5000,267.6763,-0.0000,-59.1190,-350.2463,  20,23.4115,93.3371,0.1078,-0.2726,-0.2726
78.50,36.5147,-0.1515,0.5000,267.5612,0.0000,-59.0341,-347.1512,  19,23.5289,94.8321,0.1098,-0.2688,-0.2688
80.50,36.2104,-0.1525,0.5000,267.3417,-0.0000,-58.8879,-342.4031,  17,23.7290,97.3305,0.1132,-0.2628,-0.2628
82.50,35.9044,-0.1532,0.5000,267.0282,0.0000,-58.7652,-338.9609,  16,23.8939,99.3471,0.1162,-0.2582,-0.2582
84.50,35.5975,-0.1535,0.5000,266.6299,0.0000,-58.5935,-334.9029,  15,24.1189,102.0453,0.1203,-0.2526,-0.2526
86.50,35.2906,-0.1534,0.5000,266.1552,0.0000,-58.4520,-332.1607,  14,24.2984,104.1582,0.1237,-0.2485,-0.2485
88.50,34.9844,-0.1529,0.5000,265.6118,-0.0000,-58.3292,-330.1707,  13,24.4494,105.9126,0.1267,-0.2453,-0.2453
90.50,34.6794,-0.1522,0.5000,265.0065,0.0000,-58.1702,-328.0624,  12,24.6385,108.0825,0.1304,-0.2417,-0.2417
92.50,34.3762,-0.1512,0.5000,264.3458,0.0000,-57.9934,-326.2517,  11,24.8397,110.3659,0.1346,-0.2382,-0.2382
94.50,34.0755,-0.1499,0.5000,263.6352,0.0000,-57.8160,-324.9010,  10,25.0328,112.5349,0.1386,-0.2352,-0.2352
96.50,33.7776,-0.1484,0.5000,262.8800,-0.0000,-57.5305,-323.4982,   9,25.3255,115.7926,0.1450,-0.2311,-0.2311
98.50,33.4830,-0.1467,0.5000,262.0851,-0.0000,-57.3990,-323.1028,   8,25.4535,117.2095,0.1479,-0.2295,-0.2295
100.50,33.1919,-0.1448,0.5000,261.2547,-0.0000,-57.2641,-322.8261,   8,25.5807,118.6124,0.1508,-0.2280,-0.2280
102.50,32.9046,-0.1429,0.5000,260.3928,-0.0000,-56.9206,-322.5757,   7,25.8870,121.9840,0.1581,-0.2247,-0.2247
104.50,32.6214,-0.1409,0.5000,259.5032,-0.0000,-56.7086,-322.6549,   6,26.0650,123.9400,0.1624,-0.2230,-0.2230
106.50,32.3422,-0.1388,0.5000,258.5891,-0.0000,-56.4901,-322.8602,   6,26.2407,125.8705,0.1669,-0.2213,-0.2213
108.50,32.0673,-0.1367,0.5000,257.6536,-0.0000,-56.2654,-323.1562,   5,26.4140,127.7767,0.1713,-0.2197,-0.2197
110.50,31.7965,-0.1346,0.5000,256.6995,-0.0000,-56.0346,-323.5106,   5,26.5849,129.6594,0.1758,-0.2182,-0.2182
112.50,31.5299,-0.1326,0.5000,255.7292,-0.0000,-55.7982,-323.8952,   5,26.7536,131.5194,0.1804,-0.2167,-0.2167
114.50,31.2673,-0.1306,0.5000,254.7452,-0.0000,-55.5566,-324.2839,   4,26.9200,133.3574,0.1850,-0.2152,-0.2152
116.50,31.0085,-0.1287,0.5000,253.7496,-0.0000,-55.3100,-324.6526,   4,27.0843,135.1740,0.1896,-0.2136,-0.2136
118.50,30.7535,-0.1268,0.5000,252.7443,-0.0000,-55.0591,-324.9796,   4,27.2466,136.9696,0.1943,-0.2120,-0.2120
120.50,30.5020,-0.1251,0.5000,251.7312,-0.0000,-54.8041,-325.2470,   3,27.4070,138.7446,0.1991,-0.2103,-0.2103
122.50,30.2537,-0.1236,0.5000,250.7119,-0.0000,-54.5455,-325.4399,   3,27.5657,140.4995,0.2039,-0.2086,-0.2086
124.50,30.0084,-0.1221,0.5000,249.6878,-0.0000,-54.2838,-325.5452,   3,27.7228,142.2345,0.2087,-0.2068,-0.2068
126.50,29.7659,-0.1208,0.5000,248.6604,-0.0000,-54.0195,-325.5520,   3,27.8784,143.9496,0.2136,-0.2048,-0.2048
128.50,29.5257,-0.1196,0.5000,247.6308,-0.0000,-53.7528,-325.4522,   2,28.0329,145.6452,0.2186,-0.2028,-0.2028
130.50,29.2877,-0.1186,0.5000,246.6003,-0.0000,-53.4843,-325.2401,   2,28.1863,147.3212,0.2237,-0.2007,-0.2007
132.50,29.0516,-0.1178,0.5000,245.5698,-0.0000,-53.2144,-324.9124,   2,28.3389,148.9776,0.2288,-0.1984,-0.1984
134.50,28.8170,-0.1170,0.5000,244.5402,-0.0000,-52.9433,-324.4665,   2,28.4907,150.6145,0.2341,-0.1961,-0.1961
136.50,28.5836,-0.1165,0.5000,243.5125,-0.0000,-52.6716,-323.9005,   2,28.6421,152.2317,0.2394,-0.1936,-0.1936
138.50,28.3512,-0.1160,0.5000,242.4874,-0.0000,-52.3994,-323.2168,   2,28.7932,153.8293,0.2448,-0.1910,-0.1910
140.50,28.1195,-0.1157,0.5000,241.4656,-0.0000,-52.1272,-322.4165,   2,28.9441,155.4070,0.2504,-0.1883,-0.1883
142.50,27.8883,-0.1156,0.5000,240.4477,-0.0000,-51.8553,-321.5021,   2,29.0950,156.9648,0.2560,-0.1855,-0.1855
144.50,27.6572,-0.1155,0.5000,239.4343,-0.0000,-51.5838,-320.4771,   1,29.2460,158.5024,0.2618,-0.1826,-0.1826
146.50,27.4261,-0.1156,0.5000,238.4259,-0.0000,-51.3130,-319.3458,   1,29.3974,160.0199,0.2677,-0.1796,-0.1796
148.50,27.1948,-0.1158,0.5000,237.4230,-0.0000,-51.0432,-318.1129,   1,29.5491,161.5169,0.2738,-0.1766,-0.1766
150.50,26.9629,-0.1160,0.5000,236.4260,-0.0000,-50.7745,-316.7833,   1,29.7015,162.9934,0.2800,-0.1734,-0.1734
152.50,26.7304,-0.1164,0.5000,235.4352,-0.0000,-50.5071,-315.3622,   1,29.8544,164.4491,0.2864,-0.1702,-0.1702
154.50,26.4971,-0.1168,0.5000,234.4510,-0.0000,-50.2411,-313.8549,   1,30.0082,165.8840,0.2930,-0.1669,-0.1669
156.50,26.2628,-0.1174,0.5000,233.4736,-0.0000,-49.9768,-312.2671,   1,30.1628,167.2978,0.2997,-0.1635,-0.1635
158.50,26.0273,-0.1180,0.5000,232.5034,-0.0000,-49.7142,-310.6042,   1,30.3183,168.6905,0.3066,-0.1601,-0.1601
160.50,25.7905,-0.1186,0.5000,231.5405,-0.0000,-49.4533,-308.8716,   1,30.4749,170.0618,0.3137,-0.1566,-0.1566
162.50,25.5524,-0.1193,0.5000,230.5852,0.0000,-49.1943,-307.0746,   1,30.6326,171.4117,0.3211,-0.1531,-0.1531
164.50,25.3128,-0.1201,0.5000,229.6376,-0.0000,-48.9373,-305.2184,   1,30.7914,172.7401,0.3286,-0.1496,-0.1496
166.50,25.0716,-0.1209,0.5000,228.6979,-0.0000,-48.6823,-303.3081,   1,30.9513,174.0468,0.3364,-0.1460,-0.1460
168.50,24.8288,-0.1217,0.5000,227.7662,0.0000,-48.4293,-301.3484,   1,31.1125,175.3317,0.3444,-0.1423,-0.1423
170.50,24.5842,-0.1226,0.5000,226.8426,0.0000,-48.1783,-299.3440,   1,31.2750,176.5948,0.3527,-0.1387,-0.1387
172.50,24.3379,-0.1235,0.5000,225.9272,-0.0000,-47.9295,-297.2993,   1,31.4387,177.8360,0.3612,-0.1350,-0.1350
174.50,24.0897,-0.1244,0.5000,225.0201,0.0000,-47.6827,-295.2184,   1,31.6038,179.0552,0.3700,-0.1313,-0.1313
176.50,23.8397,-0.1254,0.5000,224.1213,0.0000,-47.4380,-293.1055,   1,31.7701,180.2525,0.3791,-0.1276,-0.1276
178.50,23.5878,-0.1263,0.5000,223.2309,-0.0000,-47.1953,-290.9641,   0,31.9378,181.4277,0.3884,-0.1239,-0.1239
180.50,23.3341,-0.1273,0.5000,222.3490,-0.0000,-46.9548,-288.7979,   0,32.1067,182.5808,0.3981,-0.1202,-0.1202
182.50,23.0784,-0.1282,0.5000,221.4755,0.0000,-46.7162,-286.6101,   0,32.2770,183.7119,0.4081,-0.1165,-0.1165
184.50,22.8207,-0.1292,0.5000,220.6104,0.0000,-46.4797,-284.4038,   0,32.4486,184.8208,0.4184,-0.1128,-0.1128
186.50,22.5612,-0.1301,0.5000,219.7539,-0.0000,-46.2452,-282.1819,   0,32.6215,185.9078,0.4290,-0.1091,-0.1091
188.50,22.2998,-0.1311,0.5000,218.9058,0.0000,-46.0126,-279.9472,   0,32.7957,186.9727,0.4400,-0.1054,-0.1054
190.50,22.0364,-0.1320,0.5000,218.0661,0.0000,-45.8418,-278.2874,   0,32.9253,187.7462,0.4484,-0.1027,-0.1027
192.50,21.7712,-0.1330,0.5000,217.2349,-0.0000,-45.7203,-277.0975,   0,33.0185,188.2920,0.4545,-0.1007,-0.1007
194.50,21.5042,-0.1339,0.5000,216.4121,0.0000,-45.4788,-274.7119,   0,33.2057,189.3652,0.4670,-0.0968,-0.0968
196.50,21.2353,-0.1348,0.5000,215.5977,0.0000,-45.2262,-272.1878,   0,33.4048,190.4713,0.4807,-0.0928,-0.0928
198.50,20.9645,-0.1357,0.5000,214.7916,-0.0000,-45.0215,-270.1227,   0,33.5685,191.3549,0.4923,-0.0894,-0.0894
200.50,20.6921,-0.1366,0.5000,213.9939,0.0000,-44.8192,-268.0670,   0,33.7324,192.2159,0.5041,-0.0862,-0.0862
202.50,20.4178,-0.1374,0.5000,213.2044,0.0000,-44.5898,-265.7196,   0,33.9206,193.1775,0.5181,-0.0824,-0.0824
204.50,20.1419,-0.1383,0.5000,212.4231,0.0000,-44.2957,-262.6853,   0,34.1658,194.3873,0.5369,-0.0777,-0.0777
206.50,19.8643,-0.1391,0.5000,211.6500,-0.0000,-44.0777,-260.4211,   0,34.3503,195.2664,0.5515,-0.0741,-0.0741
208.50,19.5851,-0.1399,0.5000,210.8851,-0.0000,-43.8619,-258.1692,   0,34.5352,196.1215,0.5665,-0.0706,-0.0706
210.50,19.3042,-0.1407,0.5000,210.1282,-0.0000,-43.6476,-255.9237,   0,34.7211,196.9551,0.5820,-0.0671,-0.0671
212.50,19.0219,-0.1415,0.5000,209.3793,-0.0000,-43.4347,-253.6856,   0,34.9078,197.7675,0.5980,-0.0637,-0.0637
214.50,18.7380,-0.1422,0.5000,208.6384,-0.0000,-43.2233,-251.4562,   0,35.0953,198.5588,0.6146,-0.0602,-0.0602
216.50,18.4527,-0.1429,0.5000,207.9054,-0.0000,-43.0132,-249.2362,   0,35.2835,199.3289,0.6317,-0.0568,-0.0568
218.50,18.1659,-0.1436,0.5000,207.1801,-0.0000,-42.8045,-247.0267,   0,35.4725,200.0782,0.6493,-0.0535,-0.0535
220.50,17.8778,-0.1443,0.5000,206.4627,-0.0000,-42.5970,-244.8283,   0,35.6622,200.8066,0.6676,-0.0501,-0.0501
222.50,17.5884,-0.1450,0.5000,205.7529,-0.0000,-42.3908,-242.6417,   0,35.8525,201.5142,0.6864,-0.0468,-0.0468
224.50,17.2977,-0.1456,0.5000,205.0508,-0.0000,-42.1858,-240.4676,   0,36.0434,202.2012,0.7058,-0.0436,-0.0436
226.50,17.0057,-0.1462,0.5000,204.3562,-0.0000,-41.9820,-238.3064,   0,36.2348,202.8676,0.7259,-0.0403,-0.0403
228.50,16.7126,-0.1468,0.5000,203.6691,-0.0000,-41.7793,-236.1587,   0,36.4266,203.5136,0.7466,-0.0371,-0.0371
230.50,16.4184,-0.1473,0.5000,202.9894,-0.0000,-41.5777,-234.0249,   0,36.6189,204.1393,0.7679,-0.0339,-0.0339
232.50,16.1230,-0.1479,0.5000,202.3170,-0.0000,-41.3771,-231.9053,   0,36.8116,204.7448,0.7900,-0.0308,-0.0308
234.50,15.8266,-0.1484,0.5000,201.6520,-0.0000,-41.1776,-229.8001,   0,37.0046,205.3302,0.8127,-0.0277,-0.0277
236.50,15.5292,-0.1489,0.5000,200.9941,-0.0000,-40.9791,-227.7096,   0,37.1979,205.8955,0.8362,-0.0246,-0.0246
238.50,15.2309,-0.1493,0.5000,200.3433,-0.0000,-40.7815,-225.6338,   0,37.3913,206.4409,0.8605,-0.0216,-0.0216
240.50,14.9316,-0.1498,0.5000,199.6996,-0.0000,-40.5849,-223.5730,   0,37.5850,206.9665,0.8855,-0.0186,-0.0186
242.50,14.6315,-0.1502,0.5000,199.0628,-0.0000,-40.3556,-221.1771,   0,37.8121,207.5573,0.9158,-0.0151,-0.0151
244.50,14.3306,-0.1506,0.5000,198.4330,-0.0000,-40.2414,-219.9868,   0,37.9257,207.8426,0.9314,-0.0134,-0.0134
246.50,14.0288,-0.1510,0.5000,197.8099,-0.0000,-40.0139,-217.6214,   0,38.1528,208.3930,0.9634,-0.0100,-0.0100
248.50,13.7263,-0.1514,0.5000,197.1936,-0.0000,-39.8723,-216.1524,   0,38.2949,208.7236,0.9840,-0.0079,-0.0079
250.50,13.4231,-0.1517,0.5000,196.5840,-0.0000,-39.6606,-213.9635,   0,38.5079,209.1998,1.0158,-0.0048,-0.0048
252.50,13.1193,-0.1521,0.5000,195.9809,-0.0000,-39.3366,-210.6265,   0,38.8355,209.8874,1.0670,-0.0001,-0.0001
254.50,12.8147,-0.1524,0.5000,195.3844,-0.0000,-39.1754,-208.9725,   0,38.9991,210.2105,1.0936,0.0022,0.0022
256.50,12.5096,-0.1527,0.5000,194.7942,-0.0000,-39.0148,-207.3276,   0,39.1626,210.5198,1.1209,0.0045,0.0045
