Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.50,-87.9823,-0.0000,0.5000,76.1594,-1.5568,-0.3027,-0.0002,  -0,-0.0204,-0.0061,-21.0658,-0.0214,0.0000
1.50,-87.9823,-0.0000,0.5000,76.1545,-1.5568,-0.3028,-0.0002,  -0,-0.0204,-0.0061,-21.0685,-0.0214,0.0000
2.50,-87.9823,-0.0000,0.5000,76.1496,-1.5568,-0.3028,-0.0002,  -0,-0.0204,-0.0061,-21.0712,-0.0214,0.0000
3.50,-87.9823,-0.0000,0.5000,76.1448,-1.5568,-0.3028,-0.0002,  -0,-0.0204,-0.0061,-21.0739,-0.0214,0.0000
4.50,-87.9823,-0.0000,0.5000,76.1400,-1.5568,-0.3029,-0.0002,  -0,-0.0204,-0.0061,-21.0766,-0.0214,0.0000
5.50,-87.9823,-0.0000,0.5000,76.1352,-1.5568,-0.3029,-0.0002,  -0,-0.0204,-0.0061,-21.0792,-0.0214,0.0000
6.50,-87.9823,-0.0000,0.5000,76.1305,-1.5568,-0.3030,-0.0002,  -0,-0.0204,-0.0061,-21.0819,-0.0214,0.0000
7.50,-87.9823,-0.0000,0.5000,76.1257,-1.5568,-0.3030,-0.0002,  -0,-0.0203,-0.0061,-21.0845,-0.0214,0.0000
8.50,-87.9823,-0.0000,0.5000,76.1211,-1.5568,-0.3030,-0.0002,  -0,-0.0203,-0.0061,-21.0871,-0.0214,0.0000
9.50,-87.9823,-0.0000,0.5000,76.1164,-1.5568,-0.3031,-0.0002,  -0,-0.0203,-0.0061,-21.0896,-0.0214,0.0000
10.50,-48.3909,79.1829,0.5000,76.1113,-983.0836,-47.7592,-0.0815,   2,10.6736,0.0191,304.5176,0.2690,0.2690
