Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
0.50,-87.9945,0.0000,0.5000,75.4837,-1.2908,-0.3137,-0.0002,-0.0011,-0.0127,-0.0047,-17.6193
1.50,-87.9945,0.0000,0.5000,75.4844,-1.2908,-0.3137,-0.0002,-0.0011,-0.0127,-0.0047,-17.6193
2.50,-87.9945,0.0000,0.5000,75.4851,-1.2908,-0.3138,-0.0002,-0.0011,-0.0127,-0.0047,-17.6190
3.50,-87.9945,0.0000,0.5000,75.4859,-1.2908,-0.3138,-0.0002,-0.0011,-0.0127,-0.0047,-17.6183
4.50,-87.9945,0.0000,0.5000,75.4866,-1.2908,-0.3138,-0.0002,-0.0011,-0.0127,-0.0047,-17.6176
5.50,-87.9945,0.0000,0.5000,75.4874,-1.2908,-0.3138,-0.0002,-0.0011,-0.0127,-0.0047,-17.6169
6.50,-87.9945,0.0000,0.5000,75.4882,-1.2908,-0.3138,-0.0002,-0.0011,-0.0127,-0.0047,-17.6162
7.50,-87.9945,0.0000,0.5000,75.4889,-1.2908,-0.3138,-0.0002,-0.0011,-0.0127,-0.0047,-17.6155
8.50,-87.9945,0.0000,0.5000,75.4897,-1.2908,-0.3138,-0.0002,-0.0011,-0.0127,-0.0047,-17.6148
9.50,-87.9945,0.0000,0.5000,75.4905,-1.2908,-0.3138,-0.0002,-0.0011,-0.0127,-0.0047,-17.6140
10.50,-48.4118,79.1654,0.5000,75.4908,-815.5391,-49.4764,-0.0827,1.6803,7.9572,0.0148,305.2046
11.50,-19.9921,48.7206,0.5000,75.4892,-114440.3409,-737.8705,-30.5737,14.4204,11.7625,0.0811,22.9592
12.50,21.1775,8.4334,0.5000,75.5643,-3930.7619,-571.4168,-3308.5159,296.3935,15.4627,0.8212,0.5507
13.50,27.0689,5.1826,0.5000,76.5227,-1749.6748,-492.3558,-3070.7200,527.9281,23.4684,1.8135,0.3120
14.50,30.6755,3.1693,0.5000,79.6586,-867.9984,-450.1792,-2498.0143,650.0851,36.0995,2.9628,0.2234
15.50,32.9268,1.9978,0.5000,85.8341,-444.7021,-424.1693,-2008.0157,697.2765,50.1581,4.3421,0.1792
16.50,34.3815,1.3025,0.5000,95.4709,-241.6291,-407.5708,-1636.3739,691.6915,62.8445,5.8796,0.1554
17.50,35.3522,0.8774,0.5000,108.5109,-136.9654,-396.2109,-1364.6538,656.9092,73.4633,7.5628,0.1412
18.50,36.0291,0.6214,0.5000,124.3699,-84.2670,-388.6897,-1196.5365,613.8253,81.1763,9.1778,0.1328
19.50,36.5354,0.4751,0.5000,142.1256,-51.7890,-382.5131,-1083.8868,565.6643,87.4867,10.9236,0.1265
20.50,36.9483,0.3964,0.5000,160.8286,-31.8407,-377.1890,-1013.2041,517.6806,92.4241,12.7598,0.1214
21.50,37.3122,0.3552,0.5000,179.7130,-19.3883,-372.2735,-967.6648,471.9899,96.2175,14.6982,0.1170
22.50,37.6497,0.3327,0.5000,198.2482,-12.4481,-368.1545,-939.2108,435.0740,98.7160,16.4702,0.1135
23.50,37.9712,0.3181,0.5000,216.1041,-7.6302,-363.8147,-914.2605,398.8155,100.6824,18.4618,0.1098
24.50,38.2802,0.3060,0.5000,233.0945,-4.6735,-359.6541,-892.3024,366.9906,101.9858,20.4861,0.1064
25.50,38.5772,0.2939,0.5000,249.1273,-2.8587,-355.6584,-871.4985,339.0864,102.7698,22.5420,0.1033
26.50,38.8614,0.2809,0.5000,264.1704,-1.6077,-351.2058,-847.7404,310.7794,103.1805,24.9781,0.0999
27.50,39.1317,0.2666,0.5000,278.2284,-1.0940,-348.3654,-832.0491,294.0817,103.2206,26.6235,0.0978
28.50,39.3870,0.2514,0.5000,291.3281,-0.7437,-345.6298,-816.4809,278.8819,103.1145,28.2850,0.0959
