Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
0.50,-88.0141,-0.0000,0.5000,75.3327,-2.0832,-0.3211,-0.0002,-0.0005,-0.0028,-0.0038,-8.3428
1.50,-88.0141,-0.0000,0.5000,75.3326,-2.0832,-0.3211,-0.0002,-0.0005,-0.0028,-0.0038,-8.3428
2.50,-88.0141,-0.0000,0.5000,75.3326,-2.0832,-0.3211,-0.0002,-0.0005,-0.0028,-0.0038,-8.3425
3.50,-88.0141,-0.0000,0.5000,75.3325,-2.0832,-0.3211,-0.0002,-0.0005,-0.0028,-0.0038,-8.3425
4.50,-88.0141,-0.0000,0.5000,75.3324,-2.0832,-0.3211,-0.0002,-0.0005,-0.0028,-0.0038,-8.3423
5.50,-88.0141,-0.0000,0.5000,75.3324,-2.0832,-0.3211,-0.0002,-0.0005,-0.0028,-0.0038,-8.3421
6.50,-88.0141,-0.0000,0.5000,75.3323,-2.0832,-0.3211,-0.0002,-0.0005,-0.0028,-0.0038,-8.3419
7.50,-88.0141,-0.0000,0.5000,75.3323,-2.0832,-0.3211,-0.0002,-0.0005,-0.0028,-0.0037,-8.3418
8.50,-88.0141,-0.0000,0.5000,75.3323,-2.0832,-0.3211,-0.0002,-0.0005,-0.0028,-0.0037,-8.3416
9.50,-88.0141,-0.0000,0.5000,75.3322,-2.0832,-0.3211,-0.0002,-0.0005,-0.0028,-0.0037,-8.3414
10.50,-48.3950,79.2375,0.5000,75.3317,-1324.1525,-50.8870,-0.0834,1.7242,3.7092,0.0118,305.1910
11.50,22.6016,126.9629,0.5000,75.3302,-56067.2733,-579.8392,-923.6176,87.5979,8.4136,0.2091,0.4755
12.50,33.3898,6.7479,0.5000,75.4310,-3864.9786,-474.3673,-2042.5379,580.7643,20.4362,1.1925,0.1690
13.50,37.0571,2.9272,0.5000,76.0784,-1560.2558,-425.9758,-1826.2795,817.1721,44.6046,2.4233,0.1196
14.50,38.7438,1.3832,0.5000,77.7547,-714.3927,-401.1746,-1596.0493,890.5228,69.9631,3.8227,0.1018
15.50,39.5882,0.7081,0.5000,80.7130,-365.5057,-387.9091,-1413.8436,875.3511,91.8223,5.3056,0.0939
