Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0,-89.0800,0.0000,0.5000,67.6787,-0.0004,-0.0593,-0.0000,0.1843,0.0007,-0.0007,169.0688,0.1692,0.1692
2,-89.0799,0.0000,0.5000,67.6820,-0.0004,-0.0593,0.0000,0.1844,0.0007,-0.0007,169.0768,0.1692,0.1692
4,-89.0799,0.0000,0.5000,67.6854,-0.0004,-0.0593,-0.0000,0.1844,0.0007,-0.0007,169.0847,0.1692,0.1692
6,-89.0798,0.0000,0.5000,67.6887,-0.0004,-0.0593,-0.0000,0.1844,0.0007,-0.0007,169.0926,0.1692,0.1692
8,-89.0798,0.0000,0.5000,67.6920,-0.0004,-0.0593,0.0000,0.1844,0.0007,-0.0007,169.1005,0.1692,0.1692
10,-63.0520,52.0556,0.5000,67.6929,-573.0542,-5.1777,-0.0000,10.7620,0.0233,0.0011,1060.7088,1.0663,1.0663
12,25.6551,-3.5285,0.5000,68.5620,-0.9417,-97.2624,-5646.1790,7735.2807,1.4867,0.2612,0.0045,1.9936,1.9936
14,19.5820,-2.4832,0.5000,80.6985,-0.0000,-106.8334,-6991.4644,7831.8915,7.4032,0.5418,0.0137,0.7416,0.7416
16,16.0514,-1.3871,0.5000,121.3291,-0.0000,-112.8825,-6864.4617,6068.4690,14.5968,0.7956,0.0253,-0.8935,-0.8935
18,14.6444,-0.2985,0.5000,186.1928,-0.0000,-114.7209,-6405.4802,4593.5251,22.1120,1.0679,0.0324,-1.9035,-1.9035
20,15.0279,0.4145,0.5000,253.4549,-0.0000,-112.8797,-5917.7851,3788.1132,28.4335,1.3249,0.0299,-2.2128,-2.2128
22,16.2032,0.6463,0.5000,313.6740,-0.0000,-109.5232,-5445.2007,3297.5839,34.3209,1.6091,0.0243,-2.2212,-2.2212
24,17.4964,0.6279,0.5000,365.1254,-0.0000,-105.4040,-4949.8504,2936.8665,40.1169,1.9660,0.0186,-2.0763,-2.0763
26,18.6256,0.5223,0.5000,408.2188,-0.0000,-102.4173,-4592.8529,2714.5529,43.9292,2.2766,0.0154,-1.9345,-1.9345
28,19.5263,0.4086,0.5000,443.9085,-0.0000,-99.9235,-4284.6424,2521.6952,46.9147,2.5964,0.0132,-1.8133,-1.8133
