Pace,T_Peak,Vmpeak,Vmvalley,Vm_repol30,Vm_repol50,Vm_repol90,dVmdt_repol_max
750,39.5000,21.8275,-89.0373,-11.4319,-33.6049,-77.9508,-0.0965
751,39.5000,21.8274,-89.0375,-11.4320,-33.6050,-77.9510,-0.0965
752,39.5000,21.8274,-89.0376,-11.4321,-33.6051,-77.9511,-0.0965
753,39.5000,21.8273,-89.0378,-11.4322,-33.6052,-77.9513,-0.0965
754,39.5000,21.8272,-89.0380,-11.4323,-33.6054,-77.9515,-0.0965
755,39.5000,21.8272,-89.0382,-11.4324,-33.6055,-77.9516,-0.0965
756,39.5000,21.8271,-89.0383,-11.4325,-33.6056,-77.9518,-0.0965
757,39.5000,21.8270,-89.0385,-11.4326,-33.6057,-77.9520,-0.0965
758,39.5000,21.8270,-89.0387,-11.4327,-33.6059,-77.9521,-0.0965
759,39.5000,21.8269,-89.0389,-11.4328,-33.6060,-77.9523,-0.0965
760,39.5000,21.8268,-89.0390,-11.4329,-33.6061,-77.9525,-0.0965
761,39.5000,21.8268,-89.0392,-11.4330,-33.6062,-77.9526,-0.0965
762,39.5000,21.8267,-89.0394,-11.4331,-33.6063,-77.9528,-0.0965
763,39.5000,21.8267,-89.0396,-11.4332,-33.6065,-77.9529,-0.0965
764,39.5000,21.8266,-89.0397,-11.4333,-33.6066,-77.9531,-0.0965
765,39.5000,21.8265,-89.0399,-11.4334,-33.6067,-77.9533,-0.0965
766,39.5000,21.8265,-89.0401,-11.4335,-33.6068,-77.9534,-0.0965
767,39.5000,21.8264,-89.0403,-11.4336,-33.6069,-77.9536,-0.0965
768,39.5000,21.8263,-89.0404,-11.4337,-33.6071,-77.9538,-0.0965
769,39.5000,21.8262,-89.0406,-11.4338,-33.6072,-77.9539,-0.0965
770,39.5000,21.8262,-89.0408,-11.4339,-33.6073,-77.9541,-0.0965
771,39.5000,21.8261,-89.0410,-11.4340,-33.6074,-77.9543,-0.0965
772,39.5000,21.8260,-89.0411,-11.4341,-33.6075,-77.9544,-0.0965
773,39.5000,21.8260,-89.0413,-11.4342,-33.6077,-77.9546,-0.0965
774,39.5000,21.8259,-89.0415,-11.4343,-33.6078,-77.9548,-0.0965
775,39.5000,21.8259,-89.0417,-11.4344,-33.6079,-77.9549,-0.0965
776,39.5000,21.8258,-89.0419,-11.4345,-33.6080,-77.9551,-0.0965
777,39.5000,21.8257,-89.0420,-11.4346,-33.6081,-77.9552,-0.0965
778,39.5000,21.8256,-89.0422,-11.4347,-33.6083,-77.9554,-0.0965
779,39.5000,21.8256,-89.0424,-11.4348,-33.6084,-77.9556,-0.0965
780,39.5000,21.8255,-89.0426,-11.4349,-33.6085,-77.9557,-0.0965
781,39.5000,21.8254,-89.0427,-11.4350,-33.6086,-77.9559,-0.0965
782,39.5000,21.8254,-89.0429,-11.4351,-33.6088,-77.9561,-0.0965
783,39.5000,21.8253,-89.0431,-11.4352,-33.6089,-77.9562,-0.0965
784,39.5000,21.8253,-89.0433,-11.4353,-33.6090,-77.9564,-0.0965
785,39.5000,21.8252,-89.0434,-11.4354,-33.6091,-77.9566,-0.0965
786,39.5000,21.8251,-89.0436,-11.4355,-33.6092,-77.9567,-0.0965
787,39.5000,21.8250,-89.0438,-11.4356,-33.6094,-77.9569,-0.0965
788,39.5000,21.8250,-89.0440,-11.4357,-33.6095,-77.9571,-0.0965
789,39.5000,21.8249,-89.0441,-11.4358,-33.6096,-77.9572,-0.0965
790,39.5000,21.8249,-89.0443,-11.4359,-33.6097,-77.9574,-0.0965
791,39.5000,21.8248,-89.0445,-11.4360,-33.6098,-77.9576,-0.0965
792,39.5000,21.8247,-89.0447,-11.4361,-33.6100,-77.9577,-0.0965
