Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.50,-87.9980,-0.0000,0.5000,75.5175,-1.7061,-0.3089,-0.0002,  -0,-0.0140,-0.0056,-15.3042,-0.0156,0.0000
1.50,-87.9980,-0.0000,0.5000,75.5110,-1.7061,-0.3089,-0.0002,  -0,-0.0140,-0.0056,-15.3079,-0.0156,0.0000
2.50,-87.9980,-0.0000,0.5000,75.5046,-1.7061,-0.3089,-0.0002,  -0,-0.0139,-0.0056,-15.3115,-0.0156,0.0000
3.50,-87.9980,-0.0000,0.5000,75.4982,-1.7061,-0.3090,-0.0002,  -0,-0.0139,-0.0056,-15.3152,-0.0156,0.0000
4.50,-87.9980,-0.0000,0.5000,75.4918,-1.7061,-0.3090,-0.0002,  -0,-0.0139,-0.0056,-15.3188,-0.0156,0.0000
5.50,-87.9981,-0.0000,0.5000,75.4855,-1.7061,-0.3090,-0.0002,  -0,-0.0139,-0.0056,-15.3224,-0.0157,0.0000
6.50,-87.9981,-0.0000,0.5000,75.4792,-1.7061,-0.3091,-0.0002,  -0,-0.0139,-0.0056,-15.3259,-0.0157,0.0000
7.50,-87.9981,-0.0000,0.5000,75.4730,-1.7061,-0.3091,-0.0002,  -0,-0.0139,-0.0056,-15.3295,-0.0157,0.0000
8.50,-87.9981,-0.0000,0.5000,75.4668,-1.7061,-0.3091,-0.0002,  -0,-0.0139,-0.0056,-15.3330,-0.0157,0.0000
9.50,-87.9981,-0.0000,0.5000,75.4606,-1.7061,-0.3092,-0.0002,  -0,-0.0139,-0.0056,-15.3365,-0.0157,0.0000
10.50,-48.3985,79.1991,0.5000,75.4539,-1080.0244,-48.8229,-0.0815,   2,10.0209,0.0176,304.9735,0.2678,0.2678
11.50,6.1446,97.6020,0.5000,75.4455,-160996.7116,-654.2796,-611.8367,  33,18.9509,0.1918,2.2929,-1.2115,-1.2115
12.50,28.3882,7.3506,0.5000,75.5387,-4004.3492,-496.5852,-2503.6407, 429,20.1619,1.3406,0.2775,-2.5492,-2.5492
13.50,32.9355,3.8179,0.5000,76.3426,-1675.1252,-434.7405,-2260.6551, 664,30.1083,2.8639,0.1779,-1.9987,-1.9987
14.50,35.3963,2.1099,0.5000,78.6133,-806.4250,-403.0081,-1921.5277, 753,43.2436,4.5668,0.1411,-1.5239,-1.5239
15.50,36.8295,1.2539,0.5000,82.7730,-416.6602,-384.5962,-1637.1668, 760,56.3296,6.4738,0.1229,-1.1986,-1.1986
16.50,37.7220,0.7942,0.5000,88.9394,-223.2483,-372.5347,-1405.0728, 722,68.3069,8.6312,0.1122,-0.9790,-0.9790
17.50,38.3109,0.5322,0.5000,96.9990,-131.8682,-364.9919,-1242.9783, 668,77.4238,10.7180,0.1063,-0.8518,-0.8518
18.50,38.7229,0.3786,0.5000,106.6510,-78.7465,-359.2075,-1118.1254, 608,85.1479,12.9624,0.1021,-0.7714,-0.7714
19.50,39.0313,0.2891,0.5000,117.4797,-48.6038,-354.7756,-1030.8998, 551,91.2327,15.1971,0.0992,-0.7280,-0.7280
20.50,39.2805,0.2383,0.5000,129.0424,-30.3081,-351.0420,-968.7135, 499,96.1862,17.4694,0.0969,-0.7067,-0.7067
21.50,39.4967,0.2103,0.5000,140.9410,-17.3206,-347.1049,-916.4908, 444,100.9425,20.2303,0.0945,-0.6979,-0.6979
22.50,39.6947,0.1946,0.5000,152.8573,-10.8814,-344.0897,-884.6805, 405,104.1254,22.5601,0.0928,-0.6974,-0.6974
23.50,39.8818,0.1849,0.5000,164.5589,-6.8358,-341.2339,-859.2812, 370,106.7319,24.9115,0.0912,-0.6990,-0.6990
24.50,40.0612,0.1776,0.5000,175.8882,-4.4530,-338.7132,-839.3717, 342,108.7067,27.0934,0.0897,-0.7005,-0.7005
25.50,40.2335,0.1705,0.5000,186.7455,-2.7617,-336.0154,-819.6003, 314,110.5020,29.5377,0.0882,-0.7013,-0.7013
26.50,40.3982,0.1628,0.5000,197.0738,-1.6756,-333.3134,-800.5962, 289,111.9969,32.1056,0.0868,-0.7006,-0.7006
27.50,40.5546,0.1541,0.5000,206.8462,-0.9858,-330.5782,-781.5995, 266,113.2286,34.8420,0.0853,-0.6979,-0.6979
28.50,40.7016,0.1445,0.5000,216.0558,-0.5920,-328.0793,-764.1248, 247,114.1274,37.4804,0.0841,-0.6937,-0.6937
29.50,40.8384,0.1341,0.5000,224.7095,-0.3851,-326.0725,-749.8659, 232,114.7034,39.7094,0.0831,-0.6891,-0.6891
30.50,40.9643,0.1231,0.5000,232.8227,-0.2504,-324.1537,-735.9628, 219,115.1395,41.9453,0.0822,-0.6837,-0.6837
31.50,41.0788,0.1117,0.5000,240.4162,-0.1311,-321.4402,-715.7425, 202,115.5734,45.3093,0.0810,-0.6743,-0.6743
32.50,41.1817,0.1000,0.5000,247.5135,-0.0851,-319.7395,-702.6790, 192,115.7398,47.5567,0.0803,-0.6675,-0.6675
33.50,41.2730,0.0883,0.5000,254.1402,-0.0552,-318.1235,-689.9493, 182,115.8243,49.8062,0.0797,-0.6602,-0.6602
34.50,41.3525,0.0767,0.5000,260.3217,-0.0347,-316.4783,-676.6392, 173,115.8372,52.2251,0.0791,-0.6522,-0.6522
35.50,41.4206,0.0652,0.5000,266.0837,-0.0210,-314.8014,-662.6709, 164,115.7747,54.8419,0.0786,-0.6433,-0.6433
36.50,41.4774,0.0540,0.5000,271.4508,-0.0127,-313.2275,-649.1522, 155,115.6463,57.4559,0.0781,-0.6342,-0.6342
37.50,41.5233,0.0432,0.5000,276.4470,-0.0085,-312.0392,-638.6572, 149,115.5041,59.5437,0.0779,-0.6269,-0.6269
38.50,41.5586,0.0327,0.5000,281.0949,-0.0051,-310.6379,-625.9310, 141,115.2856,62.1478,0.0776,-0.6177,-0.6177
39.50,41.5837,0.0226,0.5000,285.4162,-0.0031,-309.3253,-613.6312, 134,115.0301,64.7441,0.0774,-0.6086,-0.6086
40.50,41.5990,0.0129,0.5000,289.4310,-0.0019,-308.1641,-602.4136, 128,114.7621,67.1833,0.0773,-0.6001,-0.6001
41.50,41.6049,0.0036,0.5000,293.1585,-0.0011,-306.9079,-589.8850, 122,114.4266,69.9921,0.0772,-0.5903,-0.5903
42.50,41.6019,-0.0052,0.5000,296.6166,-0.0007,-306.0064,-580.6165, 117,114.1558,72.1299,0.0773,-0.5830,-0.5830
43.50,41.5903,-0.0137,0.5000,299.8220,-0.0004,-305.0135,-570.1136, 112,113.8277,74.6164,0.0774,-0.5745,-0.5745
44.50,41.5705,-0.0218,0.5000,302.7903,-0.0002,-303.5974,-554.5420, 105,113.3035,78.4335,0.0776,-0.5617,-0.5617
45.50,41.5430,-0.0294,0.5000,305.5363,-0.0001,-302.9803,-547.5161, 101,113.0538,80.2089,0.0778,-0.5558,-0.5558
46.50,41.5080,-0.0367,0.5000,308.0736,-0.0001,-302.3906,-540.6546,  98,112.8029,81.9759,0.0780,-0.5500,-0.5500
47.50,41.4661,-0.0437,0.5000,310.4150,-0.0001,-301.2883,-527.4063,  92,112.3001,85.4831,0.0785,-0.5386,-0.5386
48.50,41.4174,-0.0503,0.5000,312.5723,-0.0000,-300.7731,-521.0108,  89,112.0497,87.2227,0.0788,-0.5331,-0.5331
49.50,41.3624,-0.0566,0.5000,314.5568,-0.0000,-300.2802,-514.7620,  87,111.8009,88.9527,0.0791,-0.5276,-0.5276
50.50,41.3013,-0.0625,0.5000,316.3786,-0.0000,-299.4371,-503.7604,  82,111.3536,92.0735,0.0798,-0.5178,-0.5178
51.50,41.2345,-0.0682,0.5000,318.0477,-0.0000,-298.6575,-493.2083,  77,110.9152,95.1602,0.0805,-0.5082,-0.5082
52.50,41.1623,-0.0736,0.5000,319.5729,-0.0000,-297.9354,-483.0850,  73,110.4876,98.2115,0.0813,-0.4990,-0.4990
53.50,41.0849,-0.0787,0.5000,320.9628,-0.0000,-297.9354,-483.0850,  73,110.4876,98.2115,0.0813,-0.4990,-0.4990
54.50,41.0025,-0.0836,0.5000,322.2254,-0.0000,-297.2652,-473.3712,  69,110.0719,101.2267,0.0822,-0.4899,-0.4899
