Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
0.50,-87.6296,-0.0000,0.5000,75.9540,-2.3210,-0.0844,-0.0005,-0.0082,-0.0945,-0.0087,-66.6151
2.50,-87.6297,-0.0000,0.5000,75.9179,-2.3210,-0.0845,-0.0005,-0.0082,-0.0943,-0.0087,-66.6435
4.50,-87.6298,-0.0000,0.5000,75.8826,-2.3210,-0.0847,-0.0005,-0.0082,-0.0942,-0.0087,-66.6713
6.50,-87.6299,-0.0000,0.5000,75.8479,-2.3210,-0.0848,-0.0005,-0.0082,-0.0940,-0.0087,-66.6985
8.50,-87.6299,-0.0000,0.5000,75.8139,-2.3209,-0.0849,-0.0005,-0.0082,-0.0938,-0.0087,-66.7253
10.50,-48.1571,78.9447,0.5000,75.7796,-1390.2445,-12.8655,-0.2131,4.1558,27.5751,0.0267,384.2016
12.50,33.3486,8.0765,0.5000,77.8634,-4098.3829,-100.4663,-4633.6298,1652.8492,26.0661,2.4969,0.2227
14.50,22.9961,-6.6961,0.5000,514.5371,-1828.3160,-125.2784,4601.2474,2153.8997,35.0045,6.7299,0.6164
16.50,29.0679,3.8621,0.5000,954.8203,-686.0238,-108.7093,-4864.4573,1975.4029,31.8387,10.9210,0.3325
18.50,33.9183,1.7866,0.5000,1096.5490,-255.6450,-96.3000,-3824.2882,1887.0502,30.4500,16.2525,0.2095
20.50,36.3570,0.9737,0.5000,1184.5178,-94.3304,-89.5724,-3273.9496,1685.7939,30.9823,22.4783,0.1646
22.50,37.8444,0.6387,0.5000,1243.4228,-36.3199,-85.4308,-2929.7601,1459.1192,32.1127,28.9174,0.1428
24.50,38.8987,0.4723,0.5000,1283.0303,-14.5817,-82.4811,-2676.8336,1258.9600,33.2880,35.3182,0.1296
26.50,39.7066,0.3679,0.5000,1308.7023,-5.7985,-80.0839,-2466.5115,1086.0784,34.4005,41.9632,0.1202
28.50,40.3429,0.2905,0.5000,1323.8759,-2.1630,-77.9617,-2276.8667,932.7425,35.4485,49.2580,0.1128
30.50,40.8437,0.2277,0.5000,1330.9535,-0.7945,-76.1825,-2114.4616,806.5173,36.3428,56.7724,0.1073
32.50,41.2313,0.1745,0.5000,1331.7055,-0.2838,-74.6797,-1973.1421,701.9197,37.0960,64.5330,0.1032
34.50,41.5221,0.1288,0.5000,1327.4803,-0.1209,-73.6412,-1871.6508,630.3084,37.6140,70.9777,0.1007
36.50,41.7295,0.0893,0.5000,1319.3285,-0.0323,-72.3447,-1737.1611,540.3860,38.2666,80.8998,0.0982
38.50,41.8647,0.0552,0.5000,1308.0814,-0.0128,-71.6204,-1655.5752,488.7631,38.6467,87.8318,0.0972
40.50,41.9375,0.0256,0.5000,1294.4027,-0.0051,-71.0268,-1582.7806,444.6077,38.9812,94.6939,0.0967
42.50,41.9561,-0.0000,0.5000,1278.8277,-0.0020,-70.5456,-1517.3584,406.4803,39.2846,101.4681,0.0967
44.50,41.9278,-0.0222,0.5000,1261.7900,-0.0007,-70.0603,-1441.1218,363.8779,39.6525,110.1605,0.0973
46.50,41.8587,-0.0416,0.5000,1243.6415,-0.0003,-69.8300,-1398.4718,340.8874,39.8711,115.4268,0.0979
48.50,41.7541,-0.0584,0.5000,1224.6696,-0.0001,-69.6452,-1358.7107,319.9830,40.0873,120.6113,0.0988
50.50,41.6186,-0.0731,0.5000,1205.1090,-0.0001,-69.3926,-1286.5937,283.3303,40.5217,130.7207,0.1010
52.50,41.4559,-0.0861,0.5000,1185.1512,0.0000,-69.3162,-1253.7216,267.1540,40.7433,135.6399,0.1024
54.50,41.2693,-0.0975,0.5000,1164.9524,-0.0000,-69.2681,-1222.6829,252.1775,40.9694,140.4662,0.1039
56.50,41.0616,-0.1075,0.5000,1144.6405,0.0000,-69.2455,-1193.3095,238.2658,41.2007,145.1982,0.1056
58.50,40.8351,-0.1165,0.5000,1124.3197,0.0000,-69.2658,-1138.9434,213.1978,41.6809,154.3757,0.1094
60.50,40.5919,-0.1246,0.5000,1104.0746,-0.0000,-69.3041,-1113.6975,201.8608,41.9303,158.8207,0.1115
62.50,40.3336,-0.1318,0.5000,1083.9736,0.0000,-69.3589,-1089.6140,191.2237,42.1862,163.1693,0.1137
64.50,40.0618,-0.1383,0.5000,1064.0719,-0.0000,-69.5107,-1044.5517,171.8163,42.7174,171.5798,0.1186
66.50,39.7777,-0.1442,0.5000,1044.4136,0.0000,-69.6052,-1023.4277,162.9476,42.9927,175.6426,0.1213
68.50,39.4824,-0.1496,0.5000,1025.0336,-0.0000,-69.7102,-1003.1549,154.5799,43.2742,179.6114,0.1240
70.50,39.1768,-0.1546,0.5000,1005.9593,-0.0000,-69.8250,-983.6804,146.6775,43.5620,183.4871,0.1270
72.50,38.8619,-0.1592,0.5000,987.2115,0.0000,-70.0798,-946.9190,132.1447,44.1558,190.9631,0.1332
74.50,38.5382,-0.1634,0.5000,968.8061,-0.0000,-70.2182,-929.5486,125.4602,44.4614,194.5656,0.1366
76.50,38.2066,-0.1673,0.5000,950.7544,0.0000,-70.3631,-912.8026,119.1313,44.7728,198.0794,0.1401
78.50,37.8675,-0.1709,0.5000,933.0642,-0.0000,-70.6692,-881.0378,107.4574,45.4121,204.8462,0.1476
80.50,37.5215,-0.1742,0.5000,915.7404,0.0000,-70.8295,-865.9649,102.0745,45.7398,208.1017,0.1515
82.50,37.1692,-0.1773,0.5000,898.7852,0.0000,-70.9937,-851.3948,96.9716,46.0724,211.2740,0.1557
84.50,36.8109,-0.1802,0.5000,882.1990,-0.0000,-71.1615,-837.3036,92.1334,46.4100,214.3643,0.1599
86.50,36.4470,-0.1829,0.5000,865.9805,0.0000,-71.5064,-810.4669,83.1928,47.0999,220.3046,0.1691
88.50,36.0780,-0.1854,0.5000,850.1268,0.0000,-71.6823,-797.6789,79.0647,47.4515,223.1579,0.1739
90.50,35.7043,-0.1878,0.5000,834.6341,-0.0000,-71.8604,-785.2992,75.1484,47.8076,225.9348,0.1789
92.50,35.3260,-0.1900,0.5000,819.4978,0.0000,-72.2213,-761.6540,67.9064,48.5326,231.2661,0.1895
94.50,34.9436,-0.1919,0.5000,804.7125,0.0000,-72.3544,-753.3630,65.4419,48.8018,233.1438,0.1936
96.50,34.5575,-0.1938,0.5000,790.2721,0.0000,-72.6217,-737.3209,60.7875,49.3462,236.7866,0.2020
98.50,34.1677,-0.1955,0.5000,776.1702,-0.0000,-72.7555,-729.5549,58.5908,49.6212,238.5529,0.2064
100.50,33.7748,-0.1970,0.5000,762.4000,0.0000,-73.0237,-714.5345,54.4413,50.1772,241.9775,0.2156
102.50,33.3789,-0.1985,0.5000,748.9547,-0.0000,-73.2914,-700.1390,50.5973,50.7402,245.2626,0.2253
104.50,32.9803,-0.1998,0.5000,735.8270,0.0000,-73.5579,-686.3426,47.0360,51.3098,248.4125,0.2355
106.50,32.5792,-0.2010,0.5000,723.0097,0.0000,-73.8226,-673.1134,43.7364,51.8857,251.4316,0.2462
108.50,32.1760,-0.2020,0.5000,710.4954,0.0000,-73.9540,-666.7011,42.1786,52.1757,252.8935,0.2517
110.50,31.7707,-0.2030,0.5000,698.2770,0.0000,-74.2277,-653.6622,39.0951,52.7892,255.8623,0.2638
112.50,31.3637,-0.2038,0.5000,686.3470,-0.0000,-74.3827,-646.4448,37.4376,53.1429,257.5022,0.2711
114.50,30.9551,-0.2045,0.5000,674.6983,-0.0000,-74.6220,-635.5211,34.9965,53.6986,259.9784,0.2828
116.50,30.5452,-0.2052,0.5000,663.3238,-0.0000,-74.8313,-626.1701,32.9723,54.1947,262.0911,0.2936
118.50,30.1342,-0.2057,0.5000,652.2163,-0.0000,-75.0458,-616.7602,30.9969,54.7140,264.2093,0.3054
120.50,29.7222,-0.2061,0.5000,641.3689,0.0000,-75.2656,-607.2818,29.0702,55.2586,266.3335,0.3182
122.50,29.3094,-0.2065,0.5000,630.7749,0.0000,-75.4955,-597.5295,27.1545,55.8427,268.5076,0.3325
