Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
0.50,-87.6976,0.0000,0.5000,85.5007,-2.2868,-0.1362,-0.0005,-0.0043,-0.0344,-0.0058,-28.3815
2.50,-87.6976,0.0000,0.5000,85.5076,-2.2869,-0.1362,-0.0005,-0.0043,-0.0344,-0.0058,-28.3751
4.50,-87.6976,0.0000,0.5000,85.5145,-2.2869,-0.1362,-0.0005,-0.0043,-0.0343,-0.0058,-28.3718
6.50,-87.6976,0.0000,0.5000,85.5215,-2.2869,-0.1362,-0.0005,-0.0043,-0.0342,-0.0058,-28.3653
8.50,-87.6976,0.0000,0.5000,85.5285,-2.2869,-0.1362,-0.0005,-0.0043,-0.0342,-0.0058,-28.3587
10.50,-48.2111,78.9723,0.5000,85.5348,-1379.6761,-20.7649,-0.2093,5.1691,23.7564,0.0181,386.7372
12.50,33.6179,7.8111,0.5000,87.5414,-3808.9875,-160.5794,-4530.4976,1721.8600,23.5123,1.7313,0.2164
14.50,30.3881,-6.0755,0.5000,248.2654,-1040.0885,-169.4385,3771.4234,2454.8855,32.0840,5.2500,0.3021
16.50,28.1820,2.3222,0.5000,609.6610,-387.6793,-175.6205,-4043.4880,1979.2095,36.4835,7.9313,0.3651
18.50,32.6516,1.8897,0.5000,745.0037,-134.7346,-158.0094,-3652.1383,1732.9865,36.4819,11.4368,0.2362
20.50,35.4746,1.1778,0.5000,828.1529,-48.3951,-146.4607,-3093.6336,1514.8452,38.5706,15.5296,0.1789
22.50,37.3148,0.7940,0.5000,887.7433,-18.2488,-138.8356,-2716.6465,1315.0419,41.5913,19.9143,0.1499
24.50,38.6093,0.5727,0.5000,932.4606,-6.7179,-133.1694,-2437.3218,1138.3511,44.8709,24.6391,0.1321
26.50,39.5676,0.4299,0.5000,966.5427,-2.8756,-129.3514,-2249.4975,1010.4593,47.5402,28.8559,0.1218
28.50,40.2959,0.3285,0.5000,992.5303,-1.0246,-125.6372,-2066.5269,882.8939,50.3935,34.0740,0.1131
30.50,40.8543,0.2520,0.5000,1012.1333,-0.3813,-122.6208,-1916.8202,778.6891,52.7981,39.4180,0.1069
32.50,41.2812,0.1920,0.5000,1026.5874,-0.1437,-120.3197,-1800.9716,699.1670,54.6188,44.4034,0.1028
34.50,41.6032,0.1437,0.5000,1036.8281,-0.0481,-118.2007,-1691.9794,625.7605,56.2359,49.9263,0.0995
36.50,41.8401,0.1042,0.5000,1043.5869,-0.0144,-116.4220,-1597.7551,563.6345,57.5196,55.4736,0.0972
38.50,42.0070,0.0717,0.5000,1047.4494,-0.0087,-115.2691,-1534.7889,522.9102,58.3048,59.6356,0.0961
40.50,42.1155,0.0445,0.5000,1048.8915,-0.0031,-113.9333,-1459.2307,474.8974,59.1675,65.1704,0.0950
42.50,42.1753,0.0216,0.5000,1048.3050,-0.0011,-112.7873,-1391.5390,432.7534,59.8689,70.6736,0.0945
44.50,42.1936,0.0020,0.5000,1046.0156,-0.0001,-112.0327,-1345.0870,404.3308,60.3169,74.7716,0.0944
46.50,42.1764,-0.0147,0.5000,1042.2957,-0.0001,-111.0280,-1280.3117,365.4241,60.9083,80.9520,0.0946
48.50,42.1284,-0.0293,0.5000,1037.3745,-0.0001,-110.4244,-1239.4199,341.3328,61.2700,85.1473,0.0950
50.50,42.0537,-0.0420,0.5000,1031.4458,-0.0000,-109.6304,-1182.7505,308.6002,61.7704,91.3566,0.0960
52.50,41.9553,-0.0533,0.5000,1024.6741,-0.0000,-108.9194,-1128.4979,278.0465,62.2658,97.7512,0.0973
54.50,41.8360,-0.0634,0.5000,1017.1993,-0.0000,-108.6042,-1103.1166,264.0417,62.5087,100.9002,0.0981
56.50,41.6977,-0.0725,0.5000,1009.1406,-0.0000,-108.0440,-1055.4378,238.2716,62.9949,107.0967,0.1000
58.50,41.5423,-0.0807,0.5000,1000.6002,-0.0000,-107.7953,-1033.0068,226.4109,63.2408,110.1425,0.1011
60.50,41.3713,-0.0883,0.5000,991.6654,-0.0000,-107.3536,-990.6750,204.5240,63.7433,116.1259,0.1034
62.50,41.1859,-0.0952,0.5000,982.4113,-0.0000,-107.0636,-960.6961,189.4442,64.1357,120.5547,0.1054
64.50,40.9874,-0.1017,0.5000,972.9020,-0.0000,-106.8074,-932.3206,175.5178,64.5404,124.8974,0.1075
66.50,40.7764,-0.1077,0.5000,963.1929,-0.0000,-106.5818,-905.4218,162.6446,64.9588,129.1531,0.1098
68.50,40.5540,-0.1133,0.5000,953.3316,-0.0000,-106.3840,-879.8908,150.7440,65.3911,133.3208,0.1123
70.50,40.3208,-0.1185,0.5000,943.3588,-0.0000,-106.2113,-855.6281,139.7358,65.8381,137.4002,0.1150
72.50,40.0775,-0.1235,0.5000,933.3098,-0.0000,-106.0615,-832.5457,129.5490,66.2998,141.3909,0.1178
74.50,39.8247,-0.1282,0.5000,923.2147,-0.0000,-105.9325,-810.5646,120.1200,66.7763,145.2928,0.1208
76.50,39.5628,-0.1326,0.5000,913.0995,-0.0000,-105.8224,-789.6130,111.3914,67.2675,149.1062,0.1240
78.50,39.2924,-0.1367,0.5000,902.9866,-0.0000,-105.7295,-769.6255,103.3099,67.7733,152.8312,0.1274
80.50,39.0140,-0.1407,0.5000,892.8950,-0.0000,-105.6521,-750.5429,95.8266,68.2935,156.4685,0.1309
82.50,38.7279,-0.1444,0.5000,882.8412,0.0000,-105.5887,-732.3110,88.8962,68.8277,160.0185,0.1347
84.50,38.4346,-0.1480,0.5000,872.8392,-0.0000,-105.5379,-714.8799,82.4774,69.3756,163.4821,0.1386
86.50,38.1344,-0.1513,0.5000,862.9010,-0.0000,-105.4984,-698.2028,76.5323,69.9370,166.8600,0.1428
88.50,37.8277,-0.1545,0.5000,853.0366,0.0000,-105.4690,-682.2369,71.0255,70.5114,170.1533,0.1472
90.50,37.5149,-0.1575,0.5000,843.2549,0.0000,-105.4484,-666.9439,65.9244,71.0985,173.3630,0.1518
92.50,37.1963,-0.1604,0.5000,833.5629,-0.0000,-105.4356,-652.2881,61.1989,71.6978,176.4902,0.1566
94.50,36.8721,-0.1631,0.5000,823.9668,-0.0000,-105.4294,-638.2343,56.8211,72.3091,179.5361,0.1617
96.50,36.5428,-0.1656,0.5000,814.4716,0.0000,-105.4289,-624.7492,52.7652,72.9318,182.5020,0.1670
98.50,36.2086,-0.1680,0.5000,805.0816,0.0000,-105.4332,-611.8045,49.0075,73.5656,185.3892,0.1726
100.50,35.8698,-0.1702,0.5000,795.8000,-0.0000,-105.4413,-599.3761,45.5258,74.2100,188.1991,0.1784
102.50,35.5267,-0.1723,0.5000,786.6297,-0.0000,-105.4524,-587.4360,42.2996,74.8646,190.9331,0.1845
104.50,35.1795,-0.1743,0.5000,777.5728,0.0000,-105.4657,-575.9591,39.3101,75.5290,193.5926,0.1909
106.50,34.8286,-0.1761,0.5000,768.6309,0.0000,-105.4804,-564.9211,36.5396,76.2028,196.1791,0.1975
108.50,34.4742,-0.1779,0.5000,759.8051,-0.0000,-105.4959,-554.3053,33.9721,76.8856,198.6941,0.2045
110.50,34.1165,-0.1794,0.5000,751.0962,-0.0000,-105.5113,-544.0953,31.5923,77.5768,201.1392,0.2118
112.50,33.7558,-0.1809,0.5000,742.5047,0.0000,-105.5261,-534.2627,29.3865,78.2760,203.5158,0.2194
114.50,33.3922,-0.1823,0.5000,734.0308,-0.0000,-105.5398,-524.7882,27.3417,78.9829,205.8254,0.2273
116.50,33.0261,-0.1835,0.5000,725.6744,-0.0000,-105.5517,-515.6685,25.4460,79.6971,208.0695,0.2355
118.50,32.6577,-0.1846,0.5000,717.4350,0.0000,-105.5587,-509.4523,24.1955,80.2036,209.6102,0.2415
120.50,32.2871,-0.1857,0.5000,709.3124,0.0000,-105.5644,-503.3937,23.0097,80.7134,211.1197,0.2477
122.50,31.9146,-0.1866,0.5000,701.3057,0.0000,-105.5710,-492.6566,20.9879,81.6583,213.8145,0.2596
124.50,31.5403,-0.1874,0.5000,693.4141,-0.0000,-105.5722,-486.5815,19.8891,82.2176,215.3503,0.2669
126.50,31.1645,-0.1882,0.5000,685.6368,-0.0000,-105.5704,-479.0843,18.5784,82.9340,217.2561,0.2764
128.50,30.7873,-0.1888,0.5000,677.9727,0.0000,-105.5636,-470.8431,17.1950,83.7567,219.3643,0.2878
130.50,30.4090,-0.1894,0.5000,670.4207,0.0000,-105.5518,-463.1835,15.9634,84.5564,221.3357,0.2993
132.50,30.0295,-0.1899,0.5000,662.9795,0.0000,-105.5392,-457.5695,15.0937,85.1651,222.7876,0.3083
134.50,29.6492,-0.1903,0.5000,655.6480,-0.0000,-105.5176,-450.4422,14.0299,85.9670,224.6392,0.3205
136.50,29.2682,-0.1906,0.5000,648.4249,-0.0000,-105.4716,-439.7957,12.5243,87.2293,227.4209,0.3407
138.50,28.8865,-0.1909,0.5000,641.3087,-0.0000,-105.4362,-433.6428,11.6999,87.9964,229.0366,0.3535
140.50,28.5044,-0.1911,0.5000,634.2981,0.0000,-105.3948,-427.6924,10.9338,88.7660,230.6041,0.3668
142.50,28.1220,-0.1913,0.5000,627.3917,-0.0000,-105.3473,-421.9368,10.2224,89.5377,232.1245,0.3806
144.50,27.7394,-0.1913,0.5000,620.5881,-0.0000,-105.2936,-416.3678,9.5615,90.3113,233.5992,0.3950
146.50,27.3567,-0.1914,0.5000,613.8857,0.0000,-105.2335,-410.9779,8.9474,91.0864,235.0291,0.4099
148.50,26.9740,-0.1913,0.5000,607.2833,0.0000,-105.1670,-405.7595,8.3763,91.8626,236.4156,0.4253
150.50,26.5914,-0.1913,0.5000,600.7792,-0.0000,-105.0938,-400.7060,7.8454,92.6398,237.7597,0.4413
152.50,26.2090,-0.1911,0.5000,594.3721,-0.0000,-105.0141,-395.8108,7.3517,93.4176,239.0626,0.4579
154.50,25.8269,-0.1910,0.5000,588.0604,-0.0000,-104.9276,-391.0679,6.8924,94.1958,240.3251,0.4751
156.50,25.4453,-0.1908,0.5000,581.8427,0.0000,-104.8345,-386.4713,6.4651,94.9740,241.5485,0.4929
158.50,25.0641,-0.1905,0.5000,575.7176,0.0000,-104.7346,-382.0157,6.0674,95.7519,242.7335,0.5113
160.50,24.6834,-0.1902,0.5000,569.6835,-0.0000,-104.6280,-377.6957,5.6972,96.5295,243.8813,0.5304
162.50,24.3034,-0.1899,0.5000,563.7392,-0.0000,-104.5146,-373.5064,5.3524,97.3063,244.9926,0.5502
