sample,qnet,qnet_apd,qInward,inal_auc,ical_auc,apd90,apd50,apd_tri,vm_peak,vm_valley,dvmdt_peak,dvmdt_max_repol,cad90,cad50,cad_tri,ca_peak,ca_valley
0,-0.0000,0.0017,1.0431,-80.2621,-116.5874,272.0000,220.0000,52.0000,38.1413,-87.8799,79.1735,-0.3724,540.0000,204.0000,336.0000,439.2107,84.1545
