Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.50,-87.3606,0.0000,0.5000,70.8531,-0.0015,-0.4509,0.0000,   0,0.0047,-0.0004,156.7513,0.1565,0.1565
2.50,-87.3606,0.0000,0.5000,70.8542,-0.0015,-0.4509,0.0000,   0,0.0047,-0.0004,156.7545,0.1565,0.1565
4.50,-87.3606,0.0000,0.5000,70.8553,-0.0015,-0.4509,-0.0000,   0,0.0047,-0.0004,156.7577,0.1565,0.1565
6.50,-87.3606,0.0000,0.5000,70.8563,-0.0015,-0.4509,-0.0000,   0,0.0047,-0.0004,156.7609,0.1565,0.1565
8.50,-87.3606,0.0000,0.5000,70.8574,-0.0015,-0.4509,-0.0000,   0,0.0047,-0.0004,156.7641,0.1565,0.1565
10.50,-61.2136,52.2938,0.5000,70.8560,-1209.6154,-36.0527,-0.0000,   7,0.1417,0.0007,885.5013,0.8570,0.8570
12.50,30.3150,-3.7446,0.5000,71.2390,-0.1395,-513.6520,-3834.4706,5697,9.3114,0.1656,0.0021,1.3588,1.3588
14.50,24.2264,-2.3286,0.5000,73.7737,-0.0000,-565.6926,-4927.9125,5535,43.4318,0.3292,0.0066,0.0850,0.0850
16.50,21.6047,-0.8237,0.5000,80.5548,-0.0000,-582.4601,-4894.1224,4329,83.6606,0.4679,0.0103,-1.0639,-1.0639
18.50,20.8881,-0.1572,0.5000,91.7163,-0.0000,-582.3086,-4573.7426,3353,125.3553,0.6206,0.0117,-1.6775,-1.6775
20.50,20.9131,0.0818,0.5000,105.9426,-0.0000,-575.3095,-4230.3576,2695,161.5341,0.7832,0.0116,-1.9479,-1.9479
22.50,21.1787,0.1512,0.5000,121.5589,-0.0000,-566.1284,-3908.5116,2226,191.5596,0.9630,0.0110,-2.0561,-2.0561
24.50,21.4940,0.1569,0.5000,137.2364,-0.0000,-558.1908,-3665.3489,1929,211.3063,1.1261,0.0105,-2.0816,-2.0816
26.50,21.7869,0.1384,0.5000,152.1718,-0.0000,-549.1017,-3406.0173,1651,228.9254,1.3361,0.0099,-2.0739,-2.0739
28.50,22.0305,0.1113,0.5000,165.9749,-0.0000,-542.6442,-3228.8034,1477,238.6560,1.5083,0.0095,-2.0546,-2.0546
30.50,22.2170,0.0825,0.5000,178.5095,0.0000,-536.6640,-3067.6126,1326,245.7801,1.6913,0.0092,-2.0303,-2.0303
32.50,22.3475,0.0552,0.5000,189.7770,-0.0000,-530.6946,-2908.2306,1184,251.2028,1.9037,0.0090,-2.0023,-2.0023
34.50,22.4271,0.0309,0.5000,199.8461,0.0000,-525.4966,-2770.1221,1063,254.6599,2.1191,0.0088,-1.9758,-1.9758
36.50,22.4621,0.0098,0.5000,208.8138,-0.0000,-522.3884,-2687.8230, 992,256.2217,2.2643,0.0088,-1.9593,-1.9593
38.50,22.4589,-0.0081,0.5000,216.7852,-0.0000,-518.1644,-2576.5647, 898,257.8266,2.4840,0.0088,-1.9363,-1.9363
40.50,22.4235,-0.0232,0.5000,223.8630,-0.0000,-514.3577,-2477.3361, 815,258.8697,2.7063,0.0089,-1.9151,-1.9151
42.50,22.3609,-0.0359,0.5000,230.1432,-0.0000,-510.8850,-2388.2732, 741,259.6045,2.9303,0.0090,-1.8951,-1.8951
44.50,22.2755,-0.0466,0.5000,235.7126,-0.0000,-509.2500,-2347.0143, 708,259.9128,3.0428,0.0091,-1.8855,-1.8855
46.50,22.1707,-0.0557,0.5000,240.6490,-0.0000,-506.1442,-2270.1734, 646,260.4925,3.2689,0.0093,-1.8669,-1.8669
48.50,22.0495,-0.0634,0.5000,245.0215,-0.0000,-503.2161,-2199.9637, 590,261.0973,3.4961,0.0096,-1.8487,-1.8487
50.50,21.9142,-0.0701,0.5000,248.8910,-0.0000,-500.4260,-2135.4691, 539,261.7889,3.7242,0.0098,-1.8309,-1.8309
52.50,21.7668,-0.0758,0.5000,252.3112,-0.0000,-498.4008,-2090.3028, 505,262.3902,3.8962,0.0101,-1.8176,-1.8176
54.50,21.6089,-0.0808,0.5000,255.3295,-0.0000,-496.4257,-2047.6993, 473,263.0728,4.0685,0.0103,-1.8044,-1.8044
56.50,21.4419,-0.0851,0.5000,257.9874,-0.0000,-492.5918,-1969.3332, 415,264.7067,4.4139,0.0109,-1.7780,-1.7780
58.50,21.2668,-0.0889,0.5000,260.3219,-0.0000,-490.7196,-1933.2243, 389,265.6622,4.5869,0.0111,-1.7649,-1.7649
