Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
0.50,-87.9998,-0.0000,0.5000,75.2790,-1.3562,-0.3154,-0.0002,-0.0010,-0.0112,-0.0046,-15.6339
1.50,-87.9998,-0.0000,0.5000,75.2793,-1.3562,-0.3154,-0.0002,-0.0010,-0.0112,-0.0046,-15.6332
2.50,-87.9998,-0.0000,0.5000,75.2796,-1.3562,-0.3154,-0.0002,-0.0010,-0.0112,-0.0046,-15.6332
3.50,-87.9998,-0.0000,0.5000,75.2798,-1.3562,-0.3155,-0.0002,-0.0010,-0.0112,-0.0046,-15.6328
4.50,-87.9998,-0.0000,0.5000,75.2801,-1.3562,-0.3155,-0.0002,-0.0010,-0.0112,-0.0046,-15.6324
5.50,-87.9998,-0.0000,0.5000,75.2804,-1.3562,-0.3155,-0.0002,-0.0010,-0.0112,-0.0046,-15.6320
6.50,-87.9998,-0.0000,0.5000,75.2807,-1.3562,-0.3155,-0.0002,-0.0010,-0.0112,-0.0046,-15.6316
7.50,-87.9998,-0.0000,0.5000,75.2810,-1.3562,-0.3155,-0.0002,-0.0010,-0.0111,-0.0046,-15.6312
8.50,-87.9998,-0.0000,0.5000,75.2813,-1.3562,-0.3155,-0.0002,-0.0010,-0.0111,-0.0046,-15.6307
9.50,-87.9998,-0.0000,0.5000,75.2817,-1.3562,-0.3155,-0.0002,-0.0010,-0.0111,-0.0046,-15.6303
10.50,-48.4135,79.1722,0.5000,75.2815,-857.8529,-49.7868,-0.0827,1.6889,7.8895,0.0144,305.3365
11.50,-16.2812,55.6298,0.5000,75.2795,-127827.7059,-740.7702,-43.8821,15.5366,12.0815,0.0847,18.2284
12.50,22.5891,8.1607,0.5000,75.3558,-3972.1167,-564.0875,-3159.9364,321.2513,16.1150,0.8407,0.4844
13.50,28.2146,4.9019,0.5000,76.2339,-1717.9344,-487.3380,-2899.8805,560.7217,26.1600,1.8669,0.2790
14.50,31.5806,2.9472,0.5000,78.9927,-841.3545,-446.9514,-2380.9413,678.1757,40.6626,3.0387,0.2040
15.50,33.6668,1.8509,0.5000,84.2975,-432.4859,-422.4688,-1950.5386,717.5709,55.9189,4.4081,0.1668
16.50,35.0208,1.2157,0.5000,92.4182,-239.4926,-407.0197,-1630.9746,707.0237,69.0856,5.8825,0.1466
17.50,35.9372,0.8322,0.5000,103.2639,-134.7637,-395.7688,-1381.4616,668.2238,80.4835,7.5633,0.1337
18.50,36.5869,0.5988,0.5000,116.3908,-81.6685,-388.1210,-1218.2044,621.3772,88.7999,9.2085,0.1258
19.50,37.0772,0.4602,0.5000,131.1253,-47.7990,-381.4558,-1096.5577,566.5539,95.8865,11.1147,0.1195
20.50,37.4750,0.3808,0.5000,146.7548,-29.2862,-376.2470,-1022.8203,517.4072,100.8324,12.9528,0.1150
21.50,37.8207,0.3360,0.5000,162.6709,-18.3464,-371.7687,-974.6286,473.9215,104.3758,14.7657,0.1113
22.50,38.1362,0.3098,0.5000,178.4244,-11.5190,-367.6258,-939.6241,434.9212,106.9593,16.6100,0.1080
23.50,38.4327,0.2925,0.5000,193.7158,-7.2351,-363.7112,-911.9448,400.3277,108.7842,18.4829,0.1049
24.50,38.7150,0.2790,0.5000,208.3619,-4.5415,-359.9739,-888.2113,369.7856,110.0110,20.3830,0.1021
25.50,38.9845,0.2664,0.5000,222.2615,-2.8134,-356.3018,-866.0558,342.1905,110.7821,22.3586,0.0995
26.50,39.2412,0.2535,0.5000,235.3682,-1.8006,-353.0290,-846.5824,319.4988,111.1523,24.2174,0.0972
27.50,39.4847,0.2400,0.5000,247.6714,-1.0521,-349.2772,-824.0898,295.4798,111.2582,26.4754,0.0946
