Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.50,-87.9896,-0.0000,0.5000,75.8153,-1.5004,-0.3019,-0.0002,  -0,-0.0174,-0.0063,-18.5406,-0.0189,0.0000
1.50,-87.9897,-0.0000,0.5000,75.8073,-1.5004,-0.3020,-0.0002,  -0,-0.0174,-0.0063,-18.5452,-0.0189,0.0000
2.50,-87.9897,-0.0000,0.5000,75.7993,-1.5004,-0.3020,-0.0002,  -0,-0.0174,-0.0063,-18.5498,-0.0189,0.0000
3.50,-87.9897,-0.0000,0.5000,75.7914,-1.5004,-0.3021,-0.0002,  -0,-0.0174,-0.0063,-18.5544,-0.0189,0.0000
4.50,-87.9897,-0.0000,0.5000,75.7835,-1.5004,-0.3021,-0.0002,  -0,-0.0174,-0.0063,-18.5589,-0.0189,0.0000
5.50,-87.9897,-0.0000,0.5000,75.7756,-1.5004,-0.3022,-0.0002,  -0,-0.0174,-0.0063,-18.5634,-0.0189,0.0000
6.50,-87.9897,-0.0000,0.5000,75.7679,-1.5004,-0.3022,-0.0002,  -0,-0.0174,-0.0063,-18.5679,-0.0189,0.0000
7.50,-87.9898,-0.0000,0.5000,75.7601,-1.5004,-0.3023,-0.0002,  -0,-0.0174,-0.0063,-18.5724,-0.0189,0.0000
8.50,-87.9898,-0.0000,0.5000,75.7524,-1.5004,-0.3023,-0.0002,  -0,-0.0174,-0.0063,-18.5768,-0.0189,0.0000
9.50,-87.9898,-0.0000,0.5000,75.7448,-1.5004,-0.3023,-0.0002,  -0,-0.0174,-0.0063,-18.5812,-0.0189,0.0000
10.50,-48.3996,79.1803,0.5000,75.7366,-948.2589,-47.6761,-0.0809,   2,10.3337,0.0198,304.8449,0.2691,0.2691
11.50,-7.5204,72.0134,0.5000,75.7266,-158898.0984,-692.1616,-172.9137,  20,17.2128,0.1529,7.7887,-0.8200,-0.8200
12.50,25.0599,7.7193,0.5000,75.8171,-3979.9390,-511.5843,-2840.0666, 357,18.9682,1.2990,0.3803,-2.9744,-2.9744
13.50,30.2116,4.4374,0.5000,76.7908,-1723.3203,-442.2635,-2591.3504, 586,25.9871,2.8272,0.2297,-2.4183,-2.4183
14.50,33.2006,2.5996,0.5000,79.7554,-840.4494,-406.4923,-2142.0822, 688,36.8937,4.5828,0.1734,-1.8193,-1.8193
15.50,35.0095,1.5938,0.5000,85.4087,-443.5344,-386.0992,-1770.8276, 709,48.0346,6.5299,0.1463,-1.3928,-1.3928
16.50,36.1519,1.0171,0.5000,94.0481,-248.4924,-373.1725,-1481.8217, 687,58.0348,8.6450,0.1312,-1.1016,-1.1016
17.50,36.9002,0.6733,0.5000,105.5794,-143.0521,-364.1571,-1260.2364, 640,66.7555,10.9722,0.1219,-0.9063,-0.9063
