Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.01,-87.9759,-0.0000,0.0050,73.5721,-2.2511,-0.1399,-0.0002,  -0,-0.0001,-0.0020,-3.9502,-0.0041,0.0000
2.00,-87.9759,-0.0000,0.0050,73.5723,-2.2511,-0.1399,-0.0002,  -0,-0.0001,-0.0020,-3.9497,-0.0041,0.0000
4.00,-87.9759,-0.0000,0.0050,73.5726,-2.2511,-0.1399,-0.0002,  -0,-0.0001,-0.0020,-3.9492,-0.0041,0.0000
6.00,-87.9759,-0.0000,0.0050,73.5728,-2.2511,-0.1399,-0.0002,  -0,-0.0001,-0.0020,-3.9486,-0.0041,0.0000
8.00,-87.9759,-0.0000,0.0050,73.5731,-2.2511,-0.1399,-0.0002,  -0,-0.0001,-0.0020,-3.9481,-0.0041,0.0000
10.01,-87.5761,79.9451,0.0050,73.5734,-2.2799,-0.1410,-0.0002,   0,0.0031,-0.0020,113.5826,0.1134,0.1134
12.01,31.7604,7.9200,0.0050,73.5883,-6636.8169,-218.4361,-1823.0766, 336,11.1874,0.3863,0.1856,-1.6935,-1.6935
14.01,39.0020,1.3210,0.0050,74.6854,-1013.4887,-178.4280,-1617.3237, 759,97.5346,1.8071,0.0920,-0.9378,-0.9378
16.01,40.2848,0.2415,0.0050,79.1018,-259.6987,-168.1599,-1328.6047, 731,175.1316,3.4975,0.0812,-0.5868,-0.5868
18.01,40.4683,-0.0034,0.0050,87.2304,-88.6611,-164.6788,-1151.4605, 611,226.5325,5.2957,0.0798,-0.4727,-0.4727
20.01,40.3846,-0.0658,0.0050,98.1224,-33.5816,-163.0481,-1040.7452, 499,261.1217,7.1639,0.0805,-0.4368,-0.4368
22.00,40.2370,-0.0779,0.0050,110.4690,-13.0694,-162.0067,-970.7131, 410,286.4608,9.0815,0.0816,-0.4275,-0.4275
24.00,40.0803,-0.0783,0.0050,123.1593,-5.1091,-161.1729,-923.4266, 342,306.6500,11.0333,0.0829,-0.4248,-0.4248
26.00,39.9232,-0.0793,0.0050,135.4622,-1.6632,-160.3037,-881.9415, 282,326.8063,13.3940,0.0844,-0.4197,-0.4197
28.00,39.7604,-0.0841,0.0050,146.9794,-0.7026,-159.7127,-855.7472, 247,340.3645,15.2199,0.0857,-0.4125,-0.4125
30.00,39.5845,-0.0923,0.0050,157.5367,-0.2968,-159.1915,-832.3061, 219,352.7366,17.0543,0.0870,-0.4026,-0.4026
32.00,39.3894,-0.1030,0.0050,167.0914,-0.1061,-158.6666,-806.7375, 192,366.3079,19.2510,0.0889,-0.3880,-0.3880
34.00,39.1716,-0.1149,0.0050,175.6714,-0.0338,-158.2083,-780.5688, 167,380.2285,21.7032,0.0913,-0.3696,-0.3696
