Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.50,-88.0168,-0.0000,0.5000,73.6741,-1.9722,-0.3193,-0.0002,  -0,-0.0063,-0.0041,-10.0854,-0.0104,0.0000
1.50,-88.0168,-0.0000,0.5000,73.6733,-1.9722,-0.3193,-0.0002,  -0,-0.0063,-0.0041,-10.0857,-0.0104,0.0000
2.50,-88.0168,-0.0000,0.5000,73.6724,-1.9722,-0.3193,-0.0002,  -0,-0.0063,-0.0041,-10.0860,-0.0104,0.0000
3.50,-88.0168,-0.0000,0.5000,73.6716,-1.9722,-0.3193,-0.0002,  -0,-0.0063,-0.0041,-10.0863,-0.0104,0.0000
4.50,-88.0168,-0.0000,0.5000,73.6708,-1.9722,-0.3193,-0.0002,  -0,-0.0063,-0.0041,-10.0865,-0.0104,0.0000
5.50,-88.0168,-0.0000,0.5000,73.6700,-1.9722,-0.3193,-0.0002,  -0,-0.0063,-0.0041,-10.0868,-0.0104,0.0000
6.50,-88.0168,-0.0000,0.5000,73.6692,-1.9722,-0.3193,-0.0002,  -0,-0.0063,-0.0041,-10.0871,-0.0104,0.0000
7.50,-88.0168,-0.0000,0.5000,73.6684,-1.9722,-0.3193,-0.0002,  -0,-0.0063,-0.0041,-10.0873,-0.0104,0.0000
8.50,-88.0168,-0.0000,0.5000,73.6676,-1.9722,-0.3193,-0.0002,  -0,-0.0063,-0.0041,-10.0876,-0.0104,0.0000
9.50,-88.0168,-0.0000,0.5000,73.6669,-1.9722,-0.3193,-0.0002,  -0,-0.0063,-0.0040,-10.0878,-0.0104,0.0000
10.50,-48.4041,79.2254,0.5000,73.6656,-1252.7414,-50.5758,-0.0828,   2,6.9018,0.0128,305.3801,0.2633,0.2633
11.50,19.3765,121.6143,0.5000,73.6630,-87910.0956,-600.9954,-873.9293,  68,14.7637,0.1989,0.6619,-1.3916,-1.3916
12.50,32.1099,6.9217,0.5000,73.7520,-3935.7545,-485.0538,-2158.4065, 538,21.2222,1.1886,0.1927,-2.0831,-2.0831
13.50,35.9956,3.1437,0.5000,74.3530,-1589.8709,-433.3854,-1934.5183, 776,39.5362,2.4546,0.1328,-1.5495,-1.5495
14.50,37.8732,1.5650,0.5000,75.9305,-729.2270,-406.2277,-1685.9755, 855,59.8953,3.8971,0.1108,-1.1734,-1.1734
15.50,38.8749,0.8578,0.5000,78.7280,-365.1834,-390.8362,-1482.9305, 845,78.4260,5.4885,0.1004,-0.9452,-0.9452
16.50,39.4598,0.5133,0.5000,82.7894,-202.8306,-381.7181,-1329.9914, 794,92.9866,7.0948,0.0950,-0.8172,-0.8172
17.50,39.8313,0.3334,0.5000,88.0243,-118.7182,-375.4629,-1209.6118, 730,104.5104,8.7547,0.0918,-0.7418,-0.7418
18.50,40.0874,0.2352,0.5000,94.2546,-71.2102,-370.7201,-1113.8543, 663,113.6471,10.4841,0.0895,-0.6976,-0.6976
19.50,40.2797,0.1807,0.5000,101.2543,-42.5626,-366.7526,-1036.3561, 597,121.0289,12.3303,0.0878,-0.6727,-0.6727
20.50,40.4366,0.1506,0.5000,108.7852,-26.5003,-363.5721,-979.8269, 541,126.3991,14.0925,0.0865,-0.6613,-0.6613
21.50,40.5743,0.1342,0.5000,116.6254,-15.8323,-360.4485,-931.1807, 488,130.9556,16.0522,0.0853,-0.6566,-0.6566
22.50,40.7013,0.1251,0.5000,124.5857,-9.2137,-357.4142,-890.6282, 439,134.5973,18.1435,0.0841,-0.6558,-0.6558
23.50,40.8221,0.1195,0.5000,132.5158,-5.7976,-354.9606,-861.9822, 403,136.9782,19.9509,0.0832,-0.6565,-0.6565
24.50,40.9384,0.1152,0.5000,140.3027,-3.6445,-352.6062,-837.1924, 372,138.8244,21.7733,0.0823,-0.6571,-0.6571
25.50,41.0505,0.1110,0.5000,147.8665,-2.2886,-350.3380,-815.1487, 344,140.2386,23.6091,0.0814,-0.6572,-0.6572
