Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
1,-88.0558,-0.0000,0.5000,73.0782,-1.4942,-0.0645,-0.0002,0.0001,0.0005,-0.0039,1.5737
3,-88.0558,-0.0000,0.5000,73.0777,-1.4942,-0.0645,-0.0002,0.0001,0.0005,-0.0039,1.5736
5,-88.0558,-0.0000,0.5000,73.0773,-1.4942,-0.0646,-0.0002,0.0001,0.0005,-0.0039,1.5736
7,-88.0558,-0.0000,0.5000,73.0769,-1.4942,-0.0646,-0.0002,0.0001,0.0005,-0.0039,1.5736
9,-88.0558,-0.0000,0.5000,73.0765,-1.4942,-0.0646,-0.0002,0.0001,0.0005,-0.0039,1.5736
11,-48.4612,79.1891,0.5000,73.0756,-952.4092,-10.2522,-0.0793,1.0934,5.2689,0.0123,307.3632
13,25.4054,7.5455,0.5000,73.1602,-4126.2694,-114.2938,-2772.0966,244.2008,5.9113,0.8114,0.3710
15,33.2360,2.4998,0.5000,76.3613,-782.5555,-92.5351,-2076.5148,473.7071,6.3479,2.9709,0.1707
17,36.1815,1.0612,0.5000,86.9279,-230.8986,-85.6669,-1518.8345,472.7444,7.6871,5.4698,0.1308
19,37.6046,0.5600,0.5000,104.6395,-78.1661,-82.0189,-1185.7269,409.5080,9.3242,8.4549,0.1139
21,38.4471,0.3597,0.5000,126.6350,-30.0487,-79.7846,-1014.7775,344.3880,10.8468,11.5587,0.1052
23,39.0485,0.2734,0.5000,149.7508,-10.4540,-77.8800,-911.7819,283.2525,12.3718,15.2434,0.0986
25,39.5344,0.2273,0.5000,171.9419,-3.8589,-76.3738,-851.5641,238.7236,13.5865,18.8489,0.0940
27,39.9457,0.1933,0.5000,192.2645,-1.6746,-75.2605,-812.6273,209.6056,14.4350,21.9231,0.0908
29,40.2937,0.1625,0.5000,210.4243,-0.6139,-74.0633,-772.2501,181.8434,15.2779,25.6803,0.0876
31,40.5816,0.1330,0.5000,226.4396,-0.2156,-73.0016,-736.0280,159.8369,15.9573,29.4969,0.0852
33,40.8117,0.1045,0.5000,240.4605,-0.0969,-72.2114,-708.2036,144.7239,16.4194,32.7117,0.0835
35,40.9867,0.0775,0.5000,252.6818,-0.0342,-71.3673,-677.2604,129.4630,16.8729,36.5976,0.0821
37,41.1102,0.0525,0.5000,263.3035,-0.0125,-70.6247,-648.6991,116.5754,17.2386,40.5015,0.0811
39,41.1860,0.0294,0.5000,272.5142,-0.0043,-69.9341,-620.7123,104.8362,17.5543,44.6587,0.0805
41,41.2183,0.0084,0.5000,280.4839,-0.0017,-69.4213,-598.8493,96.1666,17.7765,48.1589,0.0803
