Pace,T_Peak,Vmpeak,Vmvalley,Vm_repol30,Vm_repol50,Vm_repol90,dVmdt_repol_max
750,39.5000,41.5372,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
751,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
752,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
753,39.5000,41.5372,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
754,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
755,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
756,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
757,39.5000,41.5372,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
758,39.5000,41.5372,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
759,39.5000,41.5374,-88.0543,2.6599,-23.2585,-75.0952,-0.0817
760,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
761,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
762,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
763,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
764,39.5000,41.5374,-88.0543,2.6599,-23.2584,-75.0951,-0.0817
765,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
766,39.5000,41.5374,-88.0543,2.6599,-23.2585,-75.0952,-0.0817
767,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
768,39.5000,41.5371,-88.0543,2.6597,-23.2586,-75.0952,-0.0817
769,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
770,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
771,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
772,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
773,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
774,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
775,39.5000,41.5375,-88.0543,2.6599,-23.2584,-75.0951,-0.0817
776,39.5000,41.5374,-88.0543,2.6599,-23.2584,-75.0951,-0.0817
777,39.5000,41.5374,-88.0543,2.6599,-23.2585,-75.0952,-0.0817
778,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
779,39.5000,41.5372,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
780,39.5000,41.5374,-88.0543,2.6599,-23.2584,-75.0951,-0.0817
781,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
782,39.5000,41.5372,-88.0543,2.6598,-23.2586,-75.0952,-0.0817
783,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
784,39.5000,41.5375,-88.0543,2.6599,-23.2584,-75.0951,-0.0817
785,39.5000,41.5372,-88.0543,2.6597,-23.2586,-75.0952,-0.0817
786,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
787,39.5000,41.5375,-88.0543,2.6599,-23.2584,-75.0951,-0.0817
788,39.5000,41.5374,-88.0543,2.6599,-23.2585,-75.0951,-0.0817
789,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
790,39.5000,41.5374,-88.0543,2.6599,-23.2585,-75.0952,-0.0817
791,39.5000,41.5374,-88.0543,2.6599,-23.2584,-75.0951,-0.0817
792,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
793,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
794,39.5000,41.5375,-88.0543,2.6599,-23.2584,-75.0951,-0.0817
795,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
796,39.5000,41.5374,-88.0543,2.6599,-23.2585,-75.0951,-0.0817
797,39.5000,41.5372,-88.0543,2.6597,-23.2586,-75.0952,-0.0817
798,39.5000,41.5374,-88.0543,2.6599,-23.2585,-75.0952,-0.0817
799,39.5000,41.5374,-88.0543,2.6599,-23.2585,-75.0952,-0.0817
800,39.5000,41.5374,-88.0543,2.6599,-23.2585,-75.0951,-0.0817
801,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
802,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
803,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
804,39.5000,41.5374,-88.0543,2.6599,-23.2585,-75.0952,-0.0817
805,39.5000,41.5372,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
806,39.5000,41.5372,-88.0543,2.6597,-23.2586,-75.0952,-0.0817
807,39.5000,41.5372,-88.0543,2.6597,-23.2586,-75.0952,-0.0817
808,39.5000,41.5374,-88.0543,2.6599,-23.2585,-75.0952,-0.0817
809,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
810,39.5000,41.5374,-88.0543,2.6599,-23.2585,-75.0952,-0.0817
811,39.5000,41.5373,-88.0543,2.6598,-23.2585,-75.0952,-0.0817
812,39.5000,41.5374,-88.0543,2.6599,-23.2584,-75.0951,-0.0817
