Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.01,-87.9871,-0.0000,0.0050,72.8338,-1.6840,-0.0713,-0.0002,  -0,-0.0001,-0.0018,-2.4458,-0.0025,0.0000
2.00,-87.9871,-0.0000,0.0050,72.8340,-1.6840,-0.0713,-0.0002,  -0,-0.0001,-0.0018,-2.4454,-0.0025,0.0000
4.00,-87.9871,-0.0000,0.0050,72.8342,-1.6840,-0.0713,-0.0002,  -0,-0.0001,-0.0018,-2.4449,-0.0025,0.0000
6.00,-87.9871,-0.0000,0.0050,72.8344,-1.6840,-0.0713,-0.0002,  -0,-0.0001,-0.0018,-2.4445,-0.0025,0.0000
8.00,-87.9871,-0.0000,0.0050,72.8347,-1.6840,-0.0713,-0.0002,  -0,-0.0001,-0.0018,-2.4440,-0.0025,0.0000
10.01,-87.5874,79.9479,0.0050,72.8349,-1.7056,-0.0719,-0.0002,   0,0.0031,-0.0018,108.8953,0.1088,0.1088
12.01,24.5068,8.2626,0.0050,72.8408,-6465.0759,-128.0453,-2080.6590, 183,5.5715,0.2395,0.3537,-2.0198,-2.0198
14.01,33.5563,2.2061,0.0050,73.9104,-1109.0436,-102.8436,-2046.6500, 531,77.3367,1.2053,0.1479,-1.5399,-1.5399
16.01,36.2502,0.7932,0.0050,78.7037,-285.2163,-94.3645,-1589.9593, 553,158.1120,2.4426,0.1139,-0.9707,-0.9707
18.01,37.3226,0.3519,0.0050,87.7657,-95.8210,-90.7148,-1318.7492, 481,215.7024,3.8352,0.1027,-0.7088,-0.7088
20.01,37.8222,0.1721,0.0050,99.9979,-36.3010,-88.6853,-1153.1981, 401,254.9575,5.3362,0.0978,-0.5804,-0.5804
22.00,38.0709,0.0863,0.0050,113.8479,-14.2887,-87.3479,-1050.1107, 334,283.2911,6.9137,0.0955,-0.5132,-0.5132
24.00,38.1914,0.0380,0.0050,128.0095,-5.6729,-86.3601,-982.0669, 281,305.3703,8.5450,0.0944,-0.4733,-0.4733
26.00,38.2321,0.0043,0.0050,141.6475,-1.8934,-85.4535,-925.0184, 234,326.8729,10.5325,0.0940,-0.4394,-0.4394
28.00,38.2123,-0.0235,0.0050,154.3284,-0.8267,-84.9060,-891.2801, 206,340.9279,12.0570,0.0943,-0.4174,-0.4174
30.00,38.1398,-0.0485,0.0050,165.8779,-0.2933,-84.3530,-855.6449, 178,356.7147,13.9837,0.0951,-0.3913,-0.3913
32.00,38.0193,-0.0717,0.0050,176.2680,-0.1338,-84.0177,-831.9612, 161,367.6806,15.4539,0.0961,-0.3721,-0.3721
34.00,37.8540,-0.0932,0.0050,185.5457,-0.0441,-83.6497,-802.0071, 140,382.0773,17.5437,0.0980,-0.3457,-0.3457
36.00,37.6473,-0.1131,0.0050,193.7919,-0.0211,-83.4653,-783.9290, 129,391.0720,18.9379,0.0997,-0.3285,-0.3285
38.01,37.4027,-0.1313,0.0050,201.0993,-0.0070,-83.2671,-759.1743, 114,403.8220,21.0248,0.1026,-0.3036,-0.3036
40.01,37.1233,-0.1478,0.0050,207.5614,-0.0023,-83.1464,-736.1462, 101,416.2176,23.1693,0.1063,-0.2790,-0.2790
42.01,36.8125,-0.1627,0.0050,213.2667,-0.0014,-83.1172,-727.1104,  96,421.2479,24.0696,0.1081,-0.2690,-0.2690
44.01,36.4733,-0.1762,0.0050,218.2964,-0.0005,-83.0920,-710.1453,  87,430.9912,25.8584,0.1119,-0.2495,-0.2495
46.01,36.1083,-0.1884,0.0050,222.7237,-0.0002,-83.1048,-694.5285,  79,440.3595,27.6289,0.1162,-0.2309,-0.2309
48.01,35.7203,-0.1994,0.0050,226.6141,-0.0001,-83.1488,-680.1393,  71,449.4001,29.3786,0.1209,-0.2130,-0.2130
50.01,35.3114,-0.2093,0.0050,230.0254,-0.0000,-83.2181,-666.8762,  65,458.1530,31.1052,0.1261,-0.1959,-0.1959
52.01,34.8839,-0.2181,0.0050,233.0090,-0.0000,-83.2936,-656.3631,  60,465.4371,32.5625,0.1309,-0.1819,-0.1819
54.01,34.4395,-0.2261,0.0050,235.6102,-0.0000,-83.3792,-646.7734,  55,472.4039,33.9702,0.1360,-0.1686,-0.1686
56.01,33.9800,-0.2332,0.0050,237.8690,-0.0000,-83.5089,-634.8475,  49,481.5970,35.8440,0.1434,-0.1514,-0.1514
58.01,33.5070,-0.2396,0.0050,239.8210,-0.0000,-83.6231,-626.0021,  45,488.8915,37.3399,0.1500,-0.1380,-0.1380
60.01,33.0220,-0.2452,0.0050,241.4975,-0.0000,-83.7659,-616.4038,  41,497.4057,39.0919,0.1584,-0.1228,-0.1228
62.01,32.5265,-0.2502,0.0050,242.9266,-0.0000,-83.8632,-610.5640,  38,502.9777,40.2399,0.1643,-0.1131,-0.1131
64.01,32.0216,-0.2545,0.0050,244.1329,-0.0000,-83.9861,-603.8546,  35,509.8582,41.6572,0.1723,-0.1014,-0.1014
66.01,31.5087,-0.2583,0.0050,245.1386,-0.0000,-84.1325,-596.6715,  31,517.9843,43.3280,0.1825,-0.0880,-0.0880
68.01,30.9889,-0.2614,0.0050,245.9636,-0.0000,-84.2748,-590.4327,  28,525.9574,44.9617,0.1936,-0.0755,-0.0755
70.01,30.4634,-0.2640,0.0050,246.6254,-0.0000,-84.4102,-585.1130,  25,533.7866,46.5588,0.2054,-0.0637,-0.0637
72.01,29.9333,-0.2660,0.0050,247.1399,-0.0000,-84.4747,-582.7889,  24,537.6494,47.3436,0.2116,-0.0580,-0.0580
74.01,29.3996,-0.2676,0.0050,247.5214,-0.0000,-84.5955,-578.7928,  22,545.2745,48.8863,0.2247,-0.0474,-0.0474
76.01,28.8634,-0.2686,0.0050,247.7827,-0.0000,-84.6682,-576.6312,  20,550.2016,49.8784,0.2337,-0.0408,-0.0408
78.01,28.3256,-0.2691,0.0050,247.9354,-0.0000,-84.7575,-574.2511,  18,556.8074,51.2024,0.2466,-0.0324,-0.0324
