Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.50,-87.9872,-0.0000,0.5000,74.7276,-2.2540,-0.1397,-0.0002,   0,0.0011,-0.0034,0.9146,0.0008,0.0000
2.50,-87.9872,-0.0000,0.5000,74.7277,-2.2540,-0.1397,-0.0002,   0,0.0011,-0.0034,0.9149,0.0008,0.0000
4.50,-87.9872,-0.0000,0.5000,74.7278,-2.2540,-0.1397,-0.0002,   0,0.0011,-0.0034,0.9153,0.0008,0.0000
6.50,-87.9872,-0.0000,0.5000,74.7279,-2.2540,-0.1397,-0.0002,   0,0.0011,-0.0034,0.9157,0.0008,0.0000
8.50,-87.9872,-0.0000,0.5000,74.7281,-2.2540,-0.1397,-0.0002,   0,0.0011,-0.0034,0.9160,0.0008,0.0000
10.50,-48.3269,79.3206,0.5000,74.7277,-1445.4760,-22.3179,-0.0837,   1,17.0603,0.0108,280.7455,0.2769,0.2769
12.50,35.0978,6.3764,0.5000,74.8228,-3831.4787,-202.3414,-1864.1652, 525,17.9157,1.2005,0.1317,-1.5220,-1.5220
14.50,39.8555,1.1665,0.5000,76.8376,-699.6466,-174.1516,-1486.5990, 767,24.8478,3.7168,0.0845,-0.8656,-0.8656
16.50,40.9021,0.3009,0.5000,83.0051,-195.0254,-165.8020,-1208.8736, 695,33.2352,6.6151,0.0764,-0.6397,-0.6397
18.50,41.2120,0.1004,0.5000,93.2491,-67.5063,-162.1841,-1032.1665, 572,40.5232,9.6870,0.0742,-0.5716,-0.5716
20.50,41.3393,0.0506,0.5000,106.2413,-25.8125,-159.9741,-925.3091, 469,46.2344,12.7649,0.0733,-0.5571,-0.5571
22.50,41.4277,0.0429,0.5000,120.4395,-9.9746,-158.1812,-856.8862, 389,50.7626,15.9131,0.0727,-0.5596,-0.5596
24.50,41.5141,0.0438,0.5000,134.6575,-3.7410,-156.4756,-807.3485, 325,54.4547,19.2570,0.0721,-0.5647,-0.5647
26.50,41.6007,0.0426,0.5000,148.1822,-1.2689,-154.7357,-765.9608, 274,57.5153,22.9316,0.0714,-0.5663,-0.5663
28.50,41.6799,0.0372,0.5000,160.6648,-0.4664,-153.2290,-733.4093, 238,59.6727,26.3547,0.0708,-0.5629,-0.5629
30.50,41.7434,0.0280,0.5000,171.9818,-0.1813,-151.9078,-705.6056, 211,61.2610,29.5955,0.0704,-0.5560,-0.5560
32.50,41.7851,0.0164,0.5000,182.1327,-0.0703,-150.6878,-679.7455, 188,62.5253,32.8464,0.0702,-0.5467,-0.5467
34.50,41.8017,0.0034,0.5000,191.1781,-0.0192,-149.1834,-646.9015, 164,63.8756,37.3003,0.0701,-0.5313,-0.5313
