Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0,-87.8011,0.0000,0.5000,69.1804,-1.9987,-0.0836,-0.0004,-0.0032,-0.0057,-0.0044,-21.7722,-0.0219,-0.0219
2,-87.8011,0.0000,0.5000,69.1904,-1.9987,-0.0836,-0.0004,-0.0032,-0.0057,-0.0044,-21.7645,-0.0219,-0.0219
4,-87.8011,0.0000,0.5000,69.2003,-1.9988,-0.0836,-0.0004,-0.0032,-0.0057,-0.0044,-21.7568,-0.0219,-0.0219
6,-87.8010,0.0000,0.5000,69.2103,-1.9988,-0.0836,-0.0004,-0.0032,-0.0057,-0.0044,-21.7492,-0.0218,-0.0218
8,-87.8010,0.0000,0.5000,69.2203,-1.9988,-0.0836,-0.0004,-0.0032,-0.0057,-0.0044,-21.7415,-0.0218,-0.0218
10,-48.3247,78.9526,0.5000,69.2296,-1213.9247,-12.8110,-0.1876,5.0735,3.6998,0.0139,392.1574,0.3879,0.3879
12,31.3611,8.3261,0.5000,69.7141,-3737.5926,-111.5562,-5027.7447,1553.0704,15.4023,1.2127,0.2652,-3.5694,-3.5694
14,37.3046,0.7584,0.5000,84.0871,-783.1742,-93.3767,-2770.0197,2624.3490,53.1674,4.1311,0.1522,-0.1816,-0.1816
16,35.6828,-1.2582,0.5000,139.7996,-257.3048,-95.9759,-1414.8890,2373.3460,83.3289,7.2706,0.1788,0.9533,0.9533
18,33.9799,-0.4854,0.5000,228.7541,-96.9714,-99.0083,-1905.1605,1880.8559,104.1558,10.3105,0.2113,-0.0086,-0.0086
20,33.9835,0.2236,0.5000,319.7770,-40.1979,-98.1055,-2234.6609,1532.0636,117.0140,13.1533,0.2102,-0.6703,-0.6703
22,34.8005,0.4796,0.5000,402.0203,-16.6373,-95.5482,-2286.3981,1289.8522,125.0451,16.1430,0.1944,-0.9507,-0.9507
24,35.8331,0.5224,0.5000,473.0787,-6.4654,-92.4159,-2216.3349,1106.8161,129.8645,19.5033,0.1752,-1.0524,-1.0524
26,36.8368,0.4839,0.5000,532.9305,-2.4548,-89.3904,-2104.7424,968.1013,132.2417,23.0950,0.1583,-1.0705,-1.0705
28,37.7252,0.4188,0.5000,582.4791,-1.0084,-86.9336,-1996.8784,867.7547,133.0505,26.5068,0.1459,-1.0564,-1.0564
30,38.4754,0.3490,0.5000,623.0224,-0.3930,-84.6861,-1887.3072,780.3921,133.0622,30.2173,0.1356,-1.0282,-1.0282
