Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
1,-87.7891,0.0000,0.5000,69.5690,-1.9013,-0.0853,-0.0005,-0.0039,-0.0057,-0.0039,-25.4893
3,-87.7890,0.0000,0.5000,69.5784,-1.9013,-0.0853,-0.0005,-0.0039,-0.0057,-0.0039,-25.4820
5,-87.7890,0.0000,0.5000,69.5879,-1.9013,-0.0853,-0.0005,-0.0039,-0.0056,-0.0039,-25.4746
7,-87.7890,0.0000,0.5000,69.5973,-1.9013,-0.0853,-0.0005,-0.0039,-0.0056,-0.0039,-25.4672
9,-87.7890,0.0000,0.5000,69.6067,-1.9013,-0.0853,-0.0005,-0.0039,-0.0056,-0.0039,-25.4598
11,-48.3175,78.9429,0.5000,69.6154,-1152.6114,-13.0462,-0.2115,5.3177,3.1171,0.0121,391.7298
13,30.5381,9.0775,0.5000,70.1365,-3756.0874,-115.0057,-5758.5243,1513.2537,13.9784,0.9805,0.2913
15,37.1205,0.7709,0.5000,86.8777,-765.3074,-94.5238,-2783.5744,2709.9272,53.9937,3.5181,0.1550
17,35.0041,-1.4932,0.5000,154.7082,-252.9499,-98.3767,-1279.5204,2448.1088,85.7107,6.2249,0.1910
19,33.3397,-0.3589,0.5000,258.7878,-99.8665,-101.3509,-2044.4103,1956.5091,106.5781,8.6902,0.2241
21,33.6658,0.3844,0.5000,362.6506,-39.5852,-99.7152,-2430.3305,1584.8285,120.4594,11.2706,0.2167
23,34.7615,0.6055,0.5000,455.3903,-15.5833,-96.3267,-2463.9787,1332.2478,128.6862,14.0463,0.1940
25,36.0124,0.6239,0.5000,533.7810,-6.4793,-92.9405,-2392.9072,1163.2449,132.8858,16.8101,0.1728
27,37.2083,0.5777,0.5000,596.3162,-2.5347,-89.5975,-2296.2184,1026.4261,135.0657,19.9042,0.1538
29,38.2609,0.4912,0.5000,643.8654,-0.9563,-86.5693,-2168.3384,914.3011,135.8613,23.2536,0.1384
31,39.1193,0.3927,0.5000,680.4074,-0.3479,-83.9520,-2027.8375,818.8307,135.8515,26.8546,0.1269
33,39.7938,0.3059,0.5000,709.0022,-0.1376,-81.9733,-1909.9829,744.5164,135.4917,30.2447,0.1192
35,40.3145,0.2349,0.5000,731.5465,-0.0466,-80.0716,-1788.9142,669.7847,134.8994,34.2877,0.1128
37,40.7107,0.1777,0.5000,749.3083,-0.0204,-78.8583,-1707.4977,619.8120,134.4077,37.4143,0.1092
39,41.0069,0.1316,0.5000,763.1958,-0.0072,-77.5675,-1616.7419,564.2032,133.7964,41.3635,0.1060
41,41.2220,0.0941,0.5000,773.8906,-0.0026,-76.4780,-1536.1316,514.9294,133.2150,45.3415,0.1037
43,41.3709,0.0634,0.5000,781.9232,-0.0011,-75.7233,-1477.6939,479.3449,132.7798,48.5345,0.1025
45,41.4649,0.0378,0.5000,787.7175,-0.0004,-74.8990,-1410.9670,438.9485,132.2766,52.5282,0.1015
47,41.5132,0.0163,0.5000,791.6180,-0.0001,-74.1840,-1350.1794,402.4692,131.8178,56.5147,0.1011
49,41.5226,-0.0019,0.5000,793.9092,-0.0001,-73.6774,-1305.2063,375.7479,131.4811,59.6927,0.1011
51,41.4987,-0.0176,0.5000,794.8282,-0.0000,-73.1128,-1252.9494,345.0631,131.0954,63.6445,0.1013
53,41.4461,-0.0313,0.5000,794.5746,-0.0000,-72.6132,-1204.5496,317.0686,130.7452,67.5674,0.1019
55,41.3683,-0.0433,0.5000,793.3175,-0.0000,-72.2536,-1168.2882,296.4127,130.4883,70.6810,0.1026
57,41.2682,-0.0540,0.5000,791.2008,-0.0000,-71.8474,-1125.7085,272.5588,130.1938,74.5380,0.1037
59,41.1482,-0.0635,0.5000,788.3477,-0.0000,-71.4832,-1085.8809,250.6909,129.9260,78.3521,0.1051
61,41.0102,-0.0722,0.5000,784.8642,-0.0000,-71.2184,-1055.8172,234.5016,129.7292,81.3702,0.1063
63,40.8559,-0.0800,0.5000,780.8413,-0.0000,-70.8609,-1013.5135,212.2345,129.4611,85.8304,0.1084
65,40.6868,-0.0872,0.5000,776.3579,-0.0000,-70.6457,-986.9937,198.6091,129.2985,88.7599,0.1100
67,40.5039,-0.0939,0.5000,771.4825,-0.0000,-70.3881,-954.0330,182.0657,129.1030,92.5522,0.1122
69,40.3084,-0.1000,0.5000,766.2742,-0.0000,-70.1037,-915.8863,163.5029,128.8861,97.1618,0.1153
71,40.1011,-0.1058,0.5000,760.7850,-0.0000,-69.9744,-897.8338,154.9534,128.7872,99.4301,0.1170
73,39.8828,-0.1111,0.5000,755.0596,-0.0000,-69.8017,-872.9504,143.4301,128.6550,102.6525,0.1196
75,39.6543,-0.1161,0.5000,749.1371,-0.0000,-69.6437,-849.3011,132.7752,128.5341,105.8225,0.1223
77,39.4162,-0.1208,0.5000,743.0517,-0.0000,-69.4990,-826.8039,122.9200,128.4233,108.9394,0.1252
79,39.1691,-0.1252,0.5000,736.8331,-0.0000,-69.3662,-805.3876,113.8052,128.3219,112.0027,0.1283
81,38.9134,-0.1294,0.5000,730.5077,-0.0000,-69.2442,-784.9856,105.3758,128.2290,115.0118,0.1316
83,38.6498,-0.1333,0.5000,724.0982,-0.0000,-69.1321,-765.5363,97.5801,128.1438,117.9666,0.1351
85,38.3787,-0.1369,0.5000,717.6247,-0.0000,-69.0287,-746.9835,90.3705,128.0656,120.8670,0.1387
87,38.1005,-0.1404,0.5000,711.1048,-0.0000,-68.9332,-729.2750,83.7028,127.9937,123.7128,0.1426
89,37.8156,-0.1436,0.5000,704.5539,-0.0000,-68.8447,-712.3625,77.5360,127.9275,126.5042,0.1466
91,37.5245,-0.1467,0.5000,697.9853,-0.0000,-68.7623,-696.2015,71.8331,127.8663,129.2413,0.1509
93,37.2275,-0.1496,0.5000,691.4110,-0.0000,-68.6854,-680.7497,66.5589,127.8095,131.9245,0.1553
