Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.50,-89.0903,0.0000,0.5000,65.3809,-0.0005,-0.1501,0.0000,   0,0.0006,-0.0005,160.5144,0.1605,0.1605
2.50,-89.0903,0.0000,0.5000,65.3814,-0.0005,-0.1501,0.0000,   0,0.0006,-0.0005,160.5166,0.1605,0.1605
4.50,-89.0903,0.0000,0.5000,65.3819,-0.0005,-0.1501,0.0000,   0,0.0006,-0.0005,160.5189,0.1605,0.1605
6.50,-89.0903,0.0000,0.5000,65.3825,-0.0005,-0.1501,0.0000,   0,0.0006,-0.0005,160.5212,0.1605,0.1605
8.50,-89.0903,0.0000,0.5000,65.3830,-0.0005,-0.1501,0.0000,   0,0.0006,-0.0005,160.5235,0.1605,0.1605
10.50,-63.1086,51.9632,0.5000,65.3805,-533.1273,-12.1896,-0.0000,  11,0.0223,0.0009,1171.8601,1.1705,1.1705
12.50,-63.0196,0.0602,0.5000,65.3568,-1219.0712,-17.0770,-0.0000,  32,0.0238,0.0014,1168.1323,1.1827,1.1827
14.50,-62.8959,0.0642,0.5000,65.3330,-1225.8649,-17.3156,-0.0000,  36,0.0280,0.0019,1162.8960,1.1815,1.1815
16.50,-62.7468,0.0835,0.5000,65.3092,-1250.0426,-17.6648,-0.0000,  37,0.0338,0.0024,1156.2095,1.1756,1.1756
18.50,-62.5156,0.1431,0.5000,65.2852,-1310.5954,-18.1925,-0.0000,  38,0.0393,0.0028,1147.7100,1.1673,1.1673
20.50,-62.0201,0.3414,0.5000,65.2611,-1540.4591,-19.7048,-0.0000,  39,0.0467,0.0034,1126.9602,1.1466,1.1466
