Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.50,-89.6602,-0.0003,0.5000,60.4963,-0.0003,-0.1047,0.0000,   0,0.0712,-0.0012,188.1658,0.1883,0.0000
2.50,-89.6609,-0.0003,0.5000,60.4502,-0.0003,-0.1050,0.0000,   0,0.0695,-0.0012,188.0474,0.1882,0.0000
4.50,-89.6615,-0.0003,0.5000,60.4047,-0.0003,-0.1053,0.0000,   0,0.0678,-0.0012,187.9307,0.1881,0.0000
6.50,-89.6621,-0.0003,0.5000,60.3599,-0.0003,-0.1055,-0.0000,   0,0.0662,-0.0012,187.8156,0.1880,0.0000
8.50,-89.6627,-0.0003,0.5000,60.3157,-0.0003,-0.1058,0.0000,   0,0.0647,-0.0012,187.7022,0.1878,0.0000
10.50,-63.6104,52.1055,0.5000,60.2694,-481.7878,-8.8957,0.0000,   9,1.8132,0.0020,1034.2077,1.0359,1.0359
12.50,-63.4406,0.1133,0.5000,60.2050,-1111.8090,-12.4632,0.0000,  26,1.7184,0.0033,1027.9779,1.0429,1.0429
14.50,-63.1020,0.2176,0.5000,60.1410,-1246.9195,-13.2154,0.0000,  30,1.6967,0.0046,1014.1390,1.0324,1.0324
16.50,-62.2861,0.5833,0.5000,60.0774,-1648.0251,-14.9972,0.0000,  32,1.7224,0.0060,985.8847,1.0047,1.0047
18.50,-58.7191,3.3406,0.5000,60.0131,-5845.2985,-26.8385,-0.0000,  41,1.9159,0.0090,846.2614,0.8619,0.8619
20.50,27.8592,0.6029,0.5000,60.2824,-75.7954,-174.8163,-6678.3666,5032,5.0358,0.3679,0.0025,-1.8157,-1.8157
22.50,26.3427,-0.7378,0.5000,65.6751,-0.0000,-167.3289,-8970.5310,7397,6.1643,1.0283,0.0034,-1.7338,-1.7338
24.50,25.2896,-0.3937,0.5000,84.1141,-0.0000,-167.6542,-8535.4634,6293,11.4282,1.7040,0.0041,-2.3971,-2.3971
26.50,24.9005,-0.0746,0.5000,117.4724,0.0000,-167.0480,-7906.2802,5015,17.1209,2.3585,0.0043,-3.0388,-3.0388
28.50,25.1308,0.2167,0.5000,159.0652,0.0000,-164.1939,-7207.3709,3893,22.9246,3.1162,0.0041,-3.4525,-3.4525
30.50,25.7730,0.3634,0.5000,201.2597,-0.0000,-159.7432,-6545.2934,3095,27.6038,3.9091,0.0036,-3.5780,-3.5780
32.50,26.5341,0.3789,0.5000,240.3524,0.0000,-156.2085,-6103.5517,2652,30.2362,4.5232,0.0032,-3.5725,-3.5725
34.50,27.2381,0.3315,0.5000,275.2240,-0.0000,-152.1529,-5629.9204,2224,32.5239,5.3075,0.0028,-3.5199,-3.5199
36.50,27.8190,0.2652,0.5000,305.8103,0.0000,-148.7070,-5236.1226,1892,33.8904,6.1049,0.0025,-3.4529,-3.4529
38.50,28.2661,0.1992,0.5000,332.4193,0.0000,-145.8819,-4908.4263,1627,34.5693,6.9099,0.0023,-3.3856,-3.3856
40.50,28.5896,0.1402,0.5000,355.4663,-0.0000,-143.6868,-4643.2062,1420,34.7686,7.6856,0.0022,-3.3241,-3.3241
42.50,28.8055,0.0896,0.5000,375.3742,0.0000,-141.9199,-4416.2692,1249,34.6738,8.4600,0.0021,-3.2659,-3.2659
44.50,28.9303,0.0470,0.5000,392.5344,0.0000,-140.5072,-4219.6615,1106,34.3952,9.2299,0.0021,-3.2104,-3.2104
46.50,28.9789,0.0115,0.5000,407.2960,-0.0000,-139.2171,-4019.9995, 967,33.9419,10.1214,0.0021,-3.1483,-3.1483
48.50,28.9641,-0.0181,0.5000,419.9644,-0.0000,-138.3569,-3869.0091, 866,33.5061,10.8779,0.0021,-3.0966,-3.0966
50.50,28.8965,-0.0426,0.5000,430.8046,-0.0000,-137.6790,-3733.3460, 780,33.0676,11.6237,0.0021,-3.0463,-3.0463
