Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
0.50,-89.2133,-0.0000,0.5000,63.1668,-0.0004,-0.1131,0.0000,0.1629,0.0007,-0.0008,166.4818
2.50,-89.2133,-0.0000,0.5000,63.1640,-0.0004,-0.1131,-0.0000,0.1629,0.0007,-0.0008,166.4800
4.50,-89.2134,-0.0000,0.5000,63.1612,-0.0004,-0.1131,-0.0000,0.1629,0.0007,-0.0008,166.4730
6.50,-89.2134,-0.0000,0.5000,63.1585,-0.0004,-0.1131,-0.0000,0.1630,0.0007,-0.0008,166.4661
8.50,-89.2134,-0.0000,0.5000,63.1558,-0.0004,-0.1131,-0.0000,0.1630,0.0007,-0.0008,166.4594
10.50,-63.2276,51.9700,0.5000,63.1502,-532.0912,-9.2422,-0.0000,10.0657,0.0245,0.0012,1168.3721
12.50,-63.1464,0.0547,0.5000,63.1246,-1204.4819,-12.8924,-0.0000,29.8123,0.0253,0.0020,1164.7212
14.50,-63.0436,0.0496,0.5000,63.0989,-1199.4723,-13.0113,-0.0000,33.2849,0.0280,0.0027,1160.6676
16.50,-62.9533,0.0416,0.5000,63.0733,-1186.3011,-13.1010,-0.0000,34.1604,0.0320,0.0035,1157.0486
18.50,-62.8939,0.0198,0.5000,63.0477,-1155.2836,-13.1003,-0.0000,34.4059,0.0364,0.0041,1155.1043
20.50,-62.9194,-0.0394,0.5000,63.0223,-1077.8835,-12.8697,-0.0000,34.3060,0.0410,0.0047,1157.1855
22.50,-63.1615,-0.1849,0.5000,62.9970,-902.8387,-12.0944,-0.0000,33.5263,0.0453,0.0052,1169.2150
24.50,-63.8649,-0.4701,0.5000,62.9723,-602.4661,-10.3765,-0.0000,31.3860,0.0486,0.0054,1200.7120
26.50,-65.2692,-0.8419,0.5000,62.9486,-320.5081,-8.1714,-0.0000,28.0295,0.0499,0.0053,1248.0914
28.50,-67.3376,-1.1313,0.5000,62.9265,-115.4138,-5.6237,-0.0000,23.0498,0.0494,0.0047,1314.7412
30.50,-69.8060,-1.2810,0.5000,62.9066,-31.4515,-3.5749,-0.0000,17.7193,0.0470,0.0039,1379.4376
32.50,-72.4523,-1.3401,0.5000,62.8890,-6.5894,-2.1285,-0.0000,12.7213,0.0427,0.0027,1424.1108
34.50,-75.1423,-1.3414,0.5000,62.8740,-1.4732,-1.3206,-0.0000,9.1018,0.0377,0.0016,1427.7068
36.50,-77.7689,-1.2896,0.5000,62.8616,-0.3032,-0.8091,-0.0000,6.2203,0.0318,0.0004,1381.4010
38.50,-80.2238,-1.1835,0.5000,62.8516,-0.0600,-0.4932,-0.0000,4.0112,0.0252,-0.0007,1267.6121
40.50,-82.4050,-1.0297,0.5000,62.8438,-0.0168,-0.3348,-0.0000,2.6787,0.0197,-0.0015,1118.6353
42.50,-84.2379,-0.8463,0.5000,62.8380,-0.0059,-0.2415,-0.0000,1.7877,0.0150,-0.0021,944.5737
