Pace,T_Peak,Vmpeak,Vmvalley,Vm_repol30,Vm_repol50,Vm_repol90,dVmdt_repol_max
0,26.0000,41.1139,-87.8420,2.4271,-23.3641,-74.9464,-0.4148
1,24.5000,41.1876,-87.9525,2.4456,-23.3825,-75.0385,-0.3840
2,24.0000,41.2010,-87.9505,2.4556,-23.3747,-75.0353,-0.3836
3,23.5000,41.1806,-87.9501,2.4414,-23.3848,-75.0370,-0.3844
4,23.0000,41.1605,-87.9493,2.4276,-23.3944,-75.0383,-0.3847
5,22.5000,41.1405,-87.9484,2.4138,-23.4040,-75.0395,-0.3846
6,22.0000,41.1210,-87.9473,2.4005,-23.4132,-75.0405,-0.3843
7,21.5000,41.1022,-87.9462,2.3877,-23.4220,-75.0414,-0.3839
8,21.0000,41.0842,-87.9451,2.3754,-23.4304,-75.0421,-0.3863
9,21.0000,41.0665,-87.9439,2.3634,-23.4387,-75.0428,-0.3857
10,20.5000,41.0495,-87.9427,2.3518,-23.4466,-75.0435,-0.3851
11,20.5000,41.0328,-87.9415,2.3405,-23.4544,-75.0441,-0.3845
12,20.5000,41.0157,-87.9404,2.3289,-23.4624,-75.0448,-0.3839
13,20.5000,40.9985,-87.9393,2.3171,-23.4704,-75.0455,-0.3863
14,20.5000,40.9812,-87.9381,2.3054,-23.4785,-75.0462,-0.3857
15,20.5000,40.9636,-87.9371,2.2934,-23.4867,-75.0470,-0.3850
16,20.5000,40.9464,-87.9360,2.2817,-23.4948,-75.0477,-0.3844
17,20.5000,40.9288,-87.9349,2.2696,-23.5031,-75.0486,-0.3839
18,20.5000,40.9114,-87.9339,2.2578,-23.5112,-75.0494,-0.3833
19,20.5000,40.8940,-87.9329,2.2459,-23.5195,-75.0502,-0.3827
20,20.5000,40.8767,-87.9319,2.2341,-23.5276,-75.0510,-0.3822
21,20.5000,40.8595,-87.9309,2.2224,-23.5357,-75.0519,-0.3817
22,20.5000,40.8425,-87.9300,2.2107,-23.5438,-75.0527,-0.3842
23,20.5000,40.8254,-87.9290,2.1991,-23.5518,-75.0536,-0.3837
24,20.5000,40.8086,-87.9281,2.1876,-23.5597,-75.0545,-0.3833
25,20.5000,40.7919,-87.9272,2.1761,-23.5677,-75.0553,-0.3829
26,20.5000,40.7752,-87.9264,2.1647,-23.5756,-75.0562,-0.3825
27,20.5000,40.7588,-87.9255,2.1535,-23.5833,-75.0571,-0.3821
28,20.5000,40.7424,-87.9247,2.1423,-23.5911,-75.0580,-0.3818
29,20.5000,40.7266,-87.9238,2.1315,-23.5986,-75.0588,-0.3815
30,20.5000,40.7106,-87.9230,2.1205,-23.6062,-75.0597,-0.3812
31,20.5000,40.6948,-87.9222,2.1097,-23.6137,-75.0605,-0.3809
32,20.5000,40.6794,-87.9215,2.0992,-23.6210,-75.0614,-0.3807
33,20.5000,40.6640,-87.9207,2.0886,-23.6284,-75.0622,-0.3805
34,20.5000,40.6487,-87.9199,2.0781,-23.6356,-75.0631,-0.3803
35,20.5000,40.6336,-87.9192,2.0678,-23.6428,-75.0639,-0.3801
36,20.5000,40.6188,-87.9185,2.0576,-23.6498,-75.0648,-0.3800
37,20.5000,40.6043,-87.9178,2.0477,-23.6567,-75.0656,-0.3799
