Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.50,-88.0180,-0.0000,0.5000,73.7912,-1.8651,-0.3193,-0.0002,  -0,-0.0032,-0.0041,-9.6248,-0.0100,0.0000
1.50,-88.0180,-0.0000,0.5000,73.7904,-1.8651,-0.3193,-0.0002,  -0,-0.0032,-0.0041,-9.6251,-0.0100,0.0000
2.50,-88.0180,-0.0000,0.5000,73.7895,-1.8651,-0.3193,-0.0002,  -0,-0.0032,-0.0041,-9.6254,-0.0100,0.0000
3.50,-88.0180,-0.0000,0.5000,73.7887,-1.8651,-0.3193,-0.0002,  -0,-0.0032,-0.0041,-9.6257,-0.0100,0.0000
4.50,-88.0180,-0.0000,0.5000,73.7879,-1.8651,-0.3193,-0.0002,  -0,-0.0032,-0.0041,-9.6259,-0.0100,0.0000
5.50,-88.0180,-0.0000,0.5000,73.7871,-1.8651,-0.3193,-0.0002,  -0,-0.0032,-0.0041,-9.6262,-0.0100,0.0000
6.50,-88.0180,-0.0000,0.5000,73.7864,-1.8651,-0.3194,-0.0002,  -0,-0.0031,-0.0041,-9.6265,-0.0100,0.0000
7.50,-88.0180,-0.0000,0.5000,73.7856,-1.8651,-0.3194,-0.0002,  -0,-0.0031,-0.0041,-9.6267,-0.0100,0.0000
8.50,-88.0180,-0.0000,0.5000,73.7848,-1.8651,-0.3194,-0.0002,  -0,-0.0031,-0.0041,-9.6270,-0.0100,0.0000
9.50,-88.0180,-0.0000,0.5000,73.7841,-1.8651,-0.3194,-0.0002,  -0,-0.0031,-0.0041,-9.6272,-0.0100,0.0000
10.50,-48.4086,79.2188,0.5000,73.7828,-1184.5373,-50.5749,-0.0828,   2,3.6148,0.0129,305.5165,0.2602,0.2602
11.50,15.2304,114.3121,0.5000,73.7800,-120556.2680,-629.4930,-820.8717,  53,7.7628,0.1774,0.9862,-1.3885,-1.3885
12.50,30.8283,7.1098,0.5000,73.8664,-3937.0201,-497.9103,-2286.7498, 507,14.1303,1.1256,0.2178,-2.2618,-2.2618
13.50,34.9487,3.3753,0.5000,74.4842,-1619.1735,-443.6227,-2050.0856, 746,29.4007,2.3281,0.1472,-1.7159,-1.7159
14.50,37.0236,1.7501,0.5000,76.1356,-740.2936,-414.0491,-1769.1422, 832,46.2507,3.7353,0.1203,-1.3008,-1.3008
15.50,38.1782,1.0010,0.5000,79.0843,-370.7595,-397.2059,-1542.6008, 829,61.1055,5.2864,0.1074,-1.0446,-1.0446
16.50,38.8831,0.6264,0.5000,83.3794,-199.4441,-386.5880,-1364.9195, 781,73.0298,6.9499,0.1002,-0.8909,-0.8909
17.50,39.3513,0.4253,0.5000,88.9258,-117.9985,-379.7354,-1236.1897, 721,81.5102,8.5572,0.0960,-0.8049,-0.8049
18.50,39.6876,0.3120,0.5000,95.5319,-71.9135,-374.4952,-1134.9939, 658,87.9769,10.2161,0.0931,-0.7527,-0.7527
19.50,39.9483,0.2465,0.5000,102.9526,-43.7558,-370.0656,-1053.1353, 597,93.0389,11.9854,0.0907,-0.7212,-0.7212
20.50,40.1650,0.2085,0.5000,110.9294,-25.8308,-365.9794,-985.1913, 537,97.0817,13.9414,0.0887,-0.7034,-0.7034
21.50,40.3560,0.1861,0.5000,119.2222,-16.7567,-362.9445,-941.0133, 492,99.5849,15.5884,0.0872,-0.6963,-0.6963
22.50,40.5314,0.1724,0.5000,127.6277,-9.7673,-359.4379,-896.7333, 444,101.9196,17.6773,0.0856,-0.6926,-0.6926
23.50,40.6967,0.1632,0.5000,135.9859,-6.3405,-356.7965,-867.5375, 410,103.3087,19.3693,0.0844,-0.6914,-0.6914
24.50,40.8543,0.1558,0.5000,144.1781,-3.6904,-353.6519,-836.3855, 373,104.6031,21.5073,0.0829,-0.6905,-0.6905
25.50,41.0048,0.1488,0.5000,152.1211,-2.3908,-351.2441,-814.4907, 348,105.3716,23.2342,0.0818,-0.6894,-0.6894
26.50,41.1482,0.1415,0.5000,159.7598,-1.4347,-348.5317,-791.2316, 321,106.0479,25.2767,0.0806,-0.6872,-0.6872
27.50,41.2839,0.1337,0.5000,167.0609,-0.9219,-346.2831,-772.7150, 301,106.4833,27.0541,0.0797,-0.6844,-0.6844
28.50,41.4113,0.1252,0.5000,174.0067,-0.5674,-343.9208,-753.7275, 281,106.8409,29.0123,0.0787,-0.6805,-0.6805
29.50,41.5298,0.1162,0.5000,180.5910,-0.3457,-341.6200,-735.4889, 263,107.1087,31.0194,0.0778,-0.6756,-0.6756
30.50,41.6388,0.1066,0.5000,186.8158,-0.2077,-339.3703,-717.7419, 247,107.3081,33.0892,0.0769,-0.6697,-0.6697
31.50,41.7381,0.0968,0.5000,192.6882,-0.1057,-336.5620,-695.5201, 228,107.4879,35.8438,0.0759,-0.6609,-0.6609
32.50,41.8273,0.0867,0.5000,198.2192,-0.0810,-335.5148,-687.1752, 221,107.5391,36.9256,0.0756,-0.6572,-0.6572
33.50,41.9065,0.0766,0.5000,203.4218,-0.0477,-333.5060,-671.0332, 208,107.6171,39.0939,0.0750,-0.6495,-0.6495
34.50,41.9756,0.0666,0.5000,208.3107,-0.0280,-331.6082,-655.5703, 197,107.6708,41.2670,0.0744,-0.6414,-0.6414
35.50,42.0347,0.0567,0.5000,212.9010,-0.0165,-329.8171,-640.7408, 186,107.7071,43.4433,0.0740,-0.6331,-0.6331
36.50,42.0841,0.0470,0.5000,217.2078,-0.0097,-328.1280,-626.5056, 177,107.7313,45.6212,0.0736,-0.6247,-0.6247
37.50,42.1239,0.0375,0.5000,221.2464,-0.0057,-326.5357,-612.8307, 168,107.7470,47.7990,0.0733,-0.6162,-0.6162
38.50,42.1545,0.0283,0.5000,225.0314,-0.0033,-325.0352,-599.6857, 159,107.7571,49.9753,0.0731,-0.6077,-0.6077
39.50,42.1761,0.0194,0.5000,228.5772,-0.0026,-324.3176,-593.3032, 155,107.7607,51.0624,0.0731,-0.6034,-0.6034
40.50,42.1891,0.0109,0.5000,231.8972,-0.0015,-323.0091,-581.4894, 148,107.7657,53.1291,0.0730,-0.5954,-0.5954
41.50,42.1938,0.0026,0.5000,235.0045,-0.0010,-321.9151,-571.4257, 142,107.7688,54.9474,0.0729,-0.5884,-0.5884
42.50,42.1905,-0.0052,0.5000,237.9114,-0.0006,-320.6212,-559.2861, 135,107.7718,57.2145,0.0730,-0.5797,-0.5797
43.50,42.1796,-0.0128,0.5000,240.6294,-0.0004,-319.6493,-549.9859, 130,107.7739,59.0080,0.0731,-0.5728,-0.5728
44.50,42.1614,-0.0200,0.5000,243.1695,-0.0002,-318.4308,-538.0916, 123,107.7770,61.3765,0.0732,-0.5639,-0.5639
45.50,42.1363,-0.0268,0.5000,245.5419,-0.0001,-317.3050,-526.8547, 117,107.7806,63.6947,0.0734,-0.5553,-0.5553
46.50,42.1045,-0.0334,0.5000,247.7564,-0.0001,-316.2859,-516.4663, 112,107.7849,65.9106,0.0737,-0.5473,-0.5473
47.50,42.0664,-0.0397,0.5000,249.8219,-0.0000,-315.7979,-511.4156, 109,107.7875,67.0143,0.0739,-0.5433,-0.5433
48.50,42.0222,-0.0456,0.5000,251.7471,-0.0000,-314.9928,-502.9744, 105,107.7925,68.8986,0.0742,-0.5365,-0.5365
49.50,41.9723,-0.0513,0.5000,253.5400,-0.0000,-314.2253,-494.7956, 101,107.7983,70.7735,0.0746,-0.5299,-0.5299
50.50,41.9168,-0.0567,0.5000,255.2079,-0.0000,-313.4928,-486.8696,  96,107.8050,72.6384,0.0750,-0.5234,-0.5234
51.50,41.8562,-0.0619,0.5000,256.7581,-0.0000,-312.1238,-471.7424,  89,107.8209,76.3369,0.0758,-0.5107,-0.5107
52.50,41.7906,-0.0668,0.5000,258.1969,-0.0000,-311.4832,-464.5254,  85,107.8302,78.1696,0.0764,-0.5045,-0.5045
53.50,41.7202,-0.0715,0.5000,259.5307,-0.0000,-310.8692,-457.5300,  82,107.8403,79.9908,0.0769,-0.4984,-0.4984
54.50,41.6454,-0.0760,0.5000,260.7652,-0.0000,-310.2801,-450.7498,  79,107.8513,81.8002,0.0775,-0.4925,-0.4925
55.50,41.5662,-0.0802,0.5000,261.9059,-0.0000,-309.7140,-444.1789,  76,107.8630,83.5975,0.0781,-0.4867,-0.4867
56.50,41.4829,-0.0843,0.5000,262.9579,-0.0000,-308.7361,-432.7172,  70,107.8864,86.8431,0.0793,-0.4763,-0.4763
57.50,41.3958,-0.0881,0.5000,263.9259,-0.0000,-308.7361,-432.7172,  70,107.8864,86.8431,0.0793,-0.4763,-0.4763
58.50,41.3049,-0.0918,0.5000,264.8145,-0.0000,-307.8205,-421.9043,  65,107.9121,90.0463,0.0806,-0.4663,-0.4663
59.50,41.2105,-0.0952,0.5000,265.6280,-0.0000,-307.8205,-421.9043,  65,107.9121,90.0463,0.0806,-0.4663,-0.4663
60.50,41.1128,-0.0986,0.5000,266.3704,-0.0000,-306.9593,-411.7135,  61,107.9399,93.2060,0.0819,-0.4567,-0.4567
61.50,41.0118,-0.1017,0.5000,267.0453,-0.0000,-306.9593,-411.7135,  61,107.9399,93.2060,0.0819,-0.4567,-0.4567
62.50,40.9079,-0.1047,0.5000,267.6564,-0.0000,-306.1448,-402.1246,  56,107.9696,96.3215,0.0834,-0.4474,-0.4474
63.50,40.8011,-0.1075,0.5000,268.2069,-0.0000,-305.3703,-393.1153,  52,108.0010,99.3920,0.0850,-0.4385,-0.4385
64.50,40.6916,-0.1102,0.5000,268.7001,-0.0000,-305.3703,-393.1153,  52,108.0010,99.3920,0.0850,-0.4385,-0.4385
65.50,40.5795,-0.1127,0.5000,269.1389,-0.0000,-304.6296,-384.6710,  49,108.0337,102.4172,0.0867,-0.4300,-0.4300
66.50,40.4650,-0.1151,0.5000,269.5261,-0.0000,-304.6296,-384.6710,  49,108.0337,102.4172,0.0867,-0.4300,-0.4300
67.50,40.3481,-0.1174,0.5000,269.8643,-0.0000,-303.9168,-376.7755,  45,108.0675,105.3969,0.0885,-0.4218,-0.4218
68.50,40.2292,-0.1195,0.5000,270.1561,-0.0000,-303.9168,-376.7755,  45,108.0675,105.3969,0.0885,-0.4218,-0.4218
69.50,40.1082,-0.1215,0.5000,270.4039,-0.0000,-303.2266,-369.4137,  42,108.1022,108.3312,0.0904,-0.4140,-0.4140
70.50,39.9853,-0.1234,0.5000,270.6098,-0.0000,-302.5543,-362.5722,  39,108.1374,111.2200,0.0924,-0.4065,-0.4065
71.50,39.8606,-0.1251,0.5000,270.7760,-0.0000,-302.5543,-362.5722,  39,108.1374,111.2200,0.0924,-0.4065,-0.4065
72.50,39.7342,-0.1267,0.5000,270.9044,-0.0000,-301.8951,-356.2385,  36,108.1729,114.0637,0.0944,-0.3994,-0.3994
73.50,39.6064,-0.1283,0.5000,270.9970,-0.0000,-301.8951,-356.2385,  36,108.1729,114.0637,0.0944,-0.3994,-0.3994
74.50,39.4770,-0.1297,0.5000,271.0557,-0.0000,-301.2449,-350.3991,  34,108.2084,116.8628,0.0966,-0.3927,-0.3927
75.50,39.3464,-0.1310,0.5000,271.0819,-0.0000,-301.2449,-350.3991,  34,108.2084,116.8628,0.0966,-0.3927,-0.3927
76.50,39.2146,-0.1321,0.5000,271.0775,-0.0000,-300.5998,-345.0395,  31,108.2437,119.6178,0.0988,-0.3863,-0.3863
77.50,39.0816,-0.1332,0.5000,271.0440,-0.0000,-299.8692,-339.5208,  29,108.2832,122.6914,0.1014,-0.3794,-0.3794
