Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0,-88.0510,-0.0000,0.5000,72.6798,-1.9443,-0.1000,-0.0002,0.0000,0.0002,-0.0038,0.4337,0.0003,0.0000
2,-88.0510,-0.0000,0.5000,72.6791,-1.9443,-0.1000,-0.0002,0.0000,0.0002,-0.0038,0.4336,0.0003,0.0000
4,-88.0510,-0.0000,0.5000,72.6785,-1.9443,-0.1000,-0.0002,0.0000,0.0002,-0.0038,0.4335,0.0003,0.0000
6,-88.0510,-0.0000,0.5000,72.6779,-1.9443,-0.1000,-0.0002,0.0000,0.0002,-0.0038,0.4334,0.0003,0.0000
8,-88.0510,-0.0000,0.5000,72.6774,-1.9443,-0.1000,-0.0002,0.0000,0.0002,-0.0038,0.4333,0.0003,0.0000
10,-48.4387,79.2244,0.5000,72.6763,-1240.3862,-15.8985,-0.0825,1.3311,6.6984,0.0119,306.7524,0.2988,0.2988
12,31.9664,6.8625,0.5000,72.7881,-4095.2196,-156.4144,-2179.0449,413.4553,6.9943,1.0903,0.1968,-1.9137,-1.9137
14,37.7903,1.6105,0.5000,75.5997,-767.2574,-131.1243,-1674.5440,667.9946,8.6057,3.6286,0.1118,-1.1253,-1.1253
16,39.4439,0.5376,0.5000,84.1174,-212.6667,-123.5052,-1290.2194,624.0225,11.1005,6.6404,0.0953,-0.7719,-0.7719
18,40.0932,0.2394,0.5000,97.9554,-74.4174,-120.0988,-1069.0135,522.7212,13.4286,9.8433,0.0895,-0.6430,-0.6430
20,40.4385,0.1461,0.5000,115.0575,-24.1353,-117.6459,-929.7536,416.7147,15.6994,13.7407,0.0862,-0.6012,-0.6012
22,40.6910,0.1185,0.5000,133.2226,-9.2340,-115.9548,-862.1254,345.7630,17.2827,17.2287,0.0842,-0.5977,-0.5977
24,40.9147,0.1085,0.5000,150.9338,-3.5499,-114.4288,-816.1466,291.7649,18.5454,20.7810,0.0824,-0.5994,-0.5994
26,41.1209,0.0994,0.5000,167.4013,-1.3482,-113.0117,-779.4436,250.4532,19.5420,24.3832,0.0808,-0.5980,-0.5980
