Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
1,-88.0523,-0.0000,0.5000,72.5133,-2.0825,-0.0923,-0.0002,0.0001,0.0008,-0.0037,1.1604
3,-88.0523,-0.0000,0.5000,72.5127,-2.0825,-0.0923,-0.0002,0.0001,0.0008,-0.0037,1.1604
5,-88.0523,-0.0000,0.5000,72.5122,-2.0825,-0.0924,-0.0002,0.0001,0.0008,-0.0037,1.1603
7,-88.0523,-0.0000,0.5000,72.5118,-2.0825,-0.0924,-0.0002,0.0001,0.0008,-0.0037,1.1603
9,-88.0523,-0.0000,0.5000,72.5113,-2.0825,-0.0924,-0.0002,0.0001,0.0008,-0.0037,1.1603
11,-48.3413,79.4219,0.5000,72.5104,-1354.6408,-14.8971,-0.0839,1.2347,8.1447,0.0119,243.6721
13,33.7366,6.6027,0.5000,72.6268,-3953.3306,-139.2995,-2004.5938,419.8130,8.3957,1.2170,0.1312
15,39.0631,1.4145,0.5000,75.2588,-733.2415,-118.0943,-1550.7143,640.0353,10.8198,3.9069,0.0790
17,40.4542,0.4353,0.5000,83.0622,-205.7089,-111.8421,-1218.0331,588.5420,14.0803,7.0253,0.0691
19,40.9514,0.1750,0.5000,95.6496,-70.3470,-109.0323,-1018.2390,487.3650,17.0647,10.4082,0.0659
21,41.1897,0.0974,0.5000,111.2035,-24.2814,-107.1842,-898.9421,392.1044,19.6725,14.1729,0.0643
23,41.3541,0.0767,0.5000,127.7930,-9.3670,-105.8494,-836.1019,325.2359,21.5502,17.6850,0.0633
25,41.4995,0.0708,0.5000,144.0595,-3.5640,-104.6289,-792.9678,273.7293,23.0457,21.3017,0.0624
27,41.6343,0.0650,0.5000,159.2688,-1.3515,-103.4916,-758.9542,234.4520,24.2093,24.9583,0.0616
29,41.7535,0.0559,0.5000,173.1130,-0.5108,-102.4316,-729.1069,203.9560,25.1133,28.6446,0.0609
31,41.8501,0.0435,0.5000,185.5230,-0.1927,-101.4534,-701.5527,179.7395,25.8183,32.3514,0.0604
33,41.9192,0.0290,0.5000,196.5487,-0.0730,-100.5598,-675.6425,160.0538,26.3732,36.0701,0.0600
35,41.9579,0.0136,0.5000,206.2922,-0.0273,-99.7506,-651.1687,143.6888,26.8167,39.7920,0.0598
37,41.9655,-0.0020,0.5000,214.8736,-0.0077,-98.8234,-621.5435,126.1337,27.2728,44.5913,0.0598
39,41.9426,-0.0171,0.5000,222.4141,-0.0035,-98.3163,-604.4553,116.8907,27.5063,47.5218,0.0599
41,41.8902,-0.0315,0.5000,229.0277,-0.0009,-97.5271,-576.3450,102.7865,27.8605,52.6304,0.0604
43,41.8103,-0.0449,0.5000,234.8184,-0.0005,-97.2233,-564.9570,97.3992,27.9979,54.8110,0.0607
45,41.7047,-0.0574,0.5000,239.8792,-0.0002,-96.6721,-543.3708,87.6190,28.2563,59.1368,0.0615
47,41.5753,-0.0689,0.5000,244.2927,-0.0000,-96.1873,-523.2844,78.9635,28.5021,63.4091,0.0626
