Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
0.50,-87.6709,-0.0000,0.5000,83.2548,-2.1851,-0.1176,-0.0005,-0.0062,-0.0253,-0.0069,-41.4470
2.50,-87.6709,-0.0000,0.5000,83.2532,-2.1851,-0.1176,-0.0005,-0.0062,-0.0253,-0.0069,-41.4473
4.50,-87.6709,-0.0000,0.5000,83.2518,-2.1851,-0.1176,-0.0005,-0.0062,-0.0252,-0.0069,-41.4482
6.50,-87.6709,-0.0000,0.5000,83.2506,-2.1851,-0.1177,-0.0005,-0.0062,-0.0251,-0.0069,-41.4490
8.50,-87.6709,-0.0000,0.5000,83.2496,-2.1851,-0.1177,-0.0005,-0.0062,-0.0250,-0.0069,-41.4496
10.50,-48.1909,78.9599,0.5000,83.2479,-1314.3457,-17.9000,-0.2143,5.0944,8.4301,0.0214,386.2578
12.50,32.5190,8.2680,0.5000,84.7186,-3826.6348,-141.0998,-5039.8201,1660.6369,22.8820,1.9124,0.2411
14.50,28.9805,-6.9179,0.5000,263.7362,-1156.7328,-149.1513,4560.1645,2441.0504,57.8260,5.8420,0.3434
16.50,27.3153,2.9950,0.5000,689.0384,-451.6171,-153.1024,-4552.3980,1969.0444,91.0717,8.8723,0.3976
18.50,32.3639,2.0380,0.5000,837.8253,-164.8642,-136.2468,-3910.6801,1763.3132,114.4087,12.8127,0.2459
20.50,35.2879,1.1915,0.5000,928.0525,-61.1377,-125.8704,-3292.8096,1559.1866,129.5060,17.4489,0.1844
22.50,37.1065,0.7747,0.5000,991.6395,-22.9236,-119.1426,-2888.9870,1351.3834,139.2987,22.5387,0.1541
24.50,38.3541,0.5485,0.5000,1038.3660,-9.2213,-114.6210,-2616.3331,1176.2395,145.3363,27.5532,0.1373
