Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
2,-88.9189,0.0000,0.0050,68.4566,-0.0004,-0.0665,0.0000,0.1203,0.0003,-0.0004,185.7567
4,-88.9189,0.0000,0.0050,68.4578,-0.0004,-0.0665,-0.0000,0.1203,0.0003,-0.0004,185.7597
6,-88.9189,0.0000,0.0050,68.4591,-0.0004,-0.0665,-0.0000,0.1203,0.0003,-0.0004,185.7627
8,-88.9189,0.0000,0.0050,68.4604,-0.0004,-0.0665,-0.0000,0.1203,0.0003,-0.0004,185.7658
10,-88.9189,0.0000,0.0050,68.4616,-0.0004,-0.0665,-0.0000,0.1203,0.0003,-0.0004,185.7688
12,23.9403,-0.1322,0.0050,68.5923,-123.7089,-119.1965,-3572.9836,2079.5160,0.1566,0.0811,0.0041
14,23.2014,-0.4517,0.0050,70.0384,-0.0000,-115.4460,-4535.7261,3242.8318,1.5484,0.2426,0.0047
16,22.4718,-0.2508,0.0050,74.4770,-0.0000,-113.7142,-4334.7660,2903.1133,4.0428,0.4034,0.0053
18,22.1807,-0.0590,0.0050,82.3896,-0.0000,-112.4485,-4031.8211,2387.9720,6.7721,0.5693,0.0056
20,22.1653,0.0292,0.0050,92.9911,-0.0000,-111.1080,-3737.5332,1955.0323,9.2299,0.7428,0.0056
22,22.2572,0.0557,0.0050,105.0839,-0.0000,-109.7781,-3476.1564,1625.1748,11.2216,0.9231,0.0056
24,22.3695,0.0534,0.0050,117.6048,-0.0000,-108.5398,-3249.9602,1376.3297,12.7315,1.1087,0.0054
26,22.4620,0.0378,0.0050,129.8285,-0.0000,-107.1535,-3007.8972,1142.0665,14.0591,1.3495,0.0053
28,22.5168,0.0165,0.0050,141.3456,-0.0000,-106.3902,-2876.6397,1026.7029,14.6359,1.5041,0.0053
30,22.5268,-0.0064,0.0050,151.9674,-0.0000,-105.5038,-2723.4248,900.6266,15.1753,1.7122,0.0053
32,22.4916,-0.0284,0.0050,161.6375,-0.0000,-104.7534,-2590.9601,797.8841,15.5278,1.9219,0.0053
34,22.4143,-0.0484,0.0050,170.3730,-0.0000,-104.2030,-2490.9628,723.5547,15.7298,2.1025,0.0054
36,22.2995,-0.0658,0.0050,178.2277,-0.0000,-103.7246,-2401.4340,659.0746,15.8708,2.2835,0.0055
38,22.1526,-0.0806,0.0050,185.2710,-0.0000,-103.1139,-2283.2551,576.6607,16.0135,2.5553,0.0057
40,21.9787,-0.0929,0.0050,191.5763,-0.0000,-102.7617,-2213.3286,529.3035,16.0841,2.7364,0.0059
42,21.7825,-0.1030,0.0050,197.2158,-0.0000,-102.4419,-2149.2892,486.8682,16.1464,2.9172,0.0061
44,21.5681,-0.1111,0.0050,202.2567,-0.0000,-102.1467,-2090.3172,448.6300,16.2071,3.0977,0.0063
46,21.3391,-0.1176,0.0050,206.7607,-0.0000,-101.7057,-2004.2849,394.4168,16.3118,3.3877,0.0067
48,21.0984,-0.1228,0.0050,210.7831,-0.0000,-101.4956,-1964.8700,370.2685,16.3701,3.5321,0.0070
50,20.8486,-0.1268,0.0050,214.3736,-0.0000,-101.2894,-1927.5579,347.8310,16.4337,3.6762,0.0072
52,20.5918,-0.1299,0.0050,217.5762,-0.0000,-100.8817,-1858.5561,307.5376,16.5774,3.9633,0.0077
54,20.3296,-0.1321,0.0050,220.4303,-0.0000,-100.6774,-1826.5763,289.4201,16.6578,4.1062,0.0080
56,20.0637,-0.1337,0.0050,222.9705,-0.0000,-100.4712,-1796.1173,272.5126,16.7440,4.2487,0.0083
58,19.7953,-0.1346,0.0050,225.2277,-0.0000,-100.0497,-1739.3729,241.9646,16.9326,4.5324,0.0089
60,19.5256,-0.1351,0.0050,227.2294,-0.0000,-99.8328,-1712.9194,228.1629,17.0346,4.6736,0.0092
62,19.2554,-0.1350,0.0050,228.9999,-0.0000,-99.6111,-1687.6483,215.2484,17.1412,4.8144,0.0096
64,18.9858,-0.1346,0.0050,230.5611,-0.0000,-99.1512,-1640.4069,191.8354,17.3672,5.0948,0.0103
66,18.7174,-0.1338,0.0050,231.9325,-0.0000,-98.9122,-1618.3233,181.2263,17.4859,5.2343,0.0106
68,18.4509,-0.1327,0.0050,233.1314,-0.0000,-98.4148,-1576.9746,161.9589,17.7329,5.5123,0.0114
70,18.1869,-0.1313,0.0050,234.1735,-0.0000,-98.1560,-1557.6167,153.2141,17.8605,5.6507,0.0118
72,17.9260,-0.1296,0.0050,235.0729,-0.0000,-97.7948,-1532.7140,142.2336,18.0368,5.8374,0.0124
74,17.6685,-0.1278,0.0050,235.8423,-0.0000,-97.4209,-1509.1988,132.1550,18.2166,6.0235,0.0130
76,17.4148,-0.1259,0.0050,236.4932,-0.0000,-97.0342,-1486.9661,122.8987,18.3991,6.2090,0.0136
78,17.1651,-0.1238,0.0050,237.0360,-0.0000,-96.6351,-1465.9149,114.3928,18.5838,6.3939,0.0142
80,16.9196,-0.1217,0.0050,237.4800,-0.0000,-96.2238,-1445.9462,106.5716,18.7699,6.5783,0.0148
82,16.6784,-0.1195,0.0050,237.8339,-0.0000,-95.8007,-1426.9607,99.3753,18.9570,6.7622,0.0155
84,16.4415,-0.1173,0.0050,238.1055,-0.0000,-95.3665,-1408.8606,92.7495,19.1446,6.9455,0.0161
86,16.2090,-0.1152,0.0050,238.3018,-0.0000,-94.9218,-1391.5539,86.6448,19.3324,7.1283,0.0168
88,15.9806,-0.1132,0.0050,238.4294,-0.0000,-94.4674,-1374.9551,81.0161,19.5200,7.3107,0.0175
90,15.7562,-0.1112,0.0050,238.4941,-0.0000,-94.0041,-1358.9800,75.8220,19.7072,7.4925,0.0182
92,15.5356,-0.1094,0.0050,238.5014,-0.0000,-93.5329,-1343.5426,71.0246,19.8939,7.6739,0.0190
94,15.3184,-0.1078,0.0050,238.4561,-0.0000,-93.0546,-1328.5685,66.5891,20.0799,7.8547,0.0197
96,15.1044,-0.1062,0.0050,238.3630,-0.0000,-92.5702,-1313.9971,62.4810,20.2652,8.0350,0.0205
98,14.8933,-0.1049,0.0050,238.2259,-0.0000,-92.2151,-1303.6264,59.6837,20.3994,8.1656,0.0210
100,14.6847,-0.1037,0.0050,238.0488,-0.0000,-91.4982,-1283.3221,54.4924,20.6666,8.4258,0.0222
102,14.4783,-0.1027,0.0050,237.8352,-0.0000,-91.1370,-1273.3531,52.0603,20.7998,8.5555,0.0228
104,14.2737,-0.1018,0.0050,237.5880,-0.0000,-90.6673,-1260.5867,49.0285,20.9719,8.7228,0.0236
106,14.0708,-0.1011,0.0050,237.3104,-0.0000,-90.1956,-1247.9483,46.1017,21.1436,8.8896,0.0244
108,13.8693,-0.1004,0.0050,237.0048,-0.0000,-89.7225,-1235.4107,43.2853,21.3150,9.0557,0.0253
110,13.6690,-0.1000,0.0050,236.6737,-0.0000,-89.2486,-1222.9485,40.6047,21.4863,9.2211,0.0261
112,13.4693,-0.0997,0.0050,236.3193,-0.0000,-88.7745,-1210.5474,38.0820,21.6575,9.3859,0.0270
114,13.2701,-0.0996,0.0050,235.9435,-0.0000,-88.3009,-1198.1865,35.7212,21.8287,9.5499,0.0280
116,13.0708,-0.0997,0.0050,235.5483,-0.0000,-87.5926,-1179.7045,32.4706,22.0862,9.7945,0.0294
118,12.8711,-0.1000,0.0050,235.1352,-0.0000,-87.1226,-1167.4048,30.4842,22.2585,9.9565,0.0304
120,12.6708,-0.1004,0.0050,234.7057,-0.0000,-86.6548,-1155.1209,28.6306,22.4316,10.1175,0.0315
122,12.4695,-0.1009,0.0050,234.2611,-0.0000,-86.1897,-1142.8410,26.9004,22.6057,10.2776,0.0325
124,12.2672,-0.1015,0.0050,233.8028,-0.0000,-85.7275,-1130.5728,25.2846,22.7809,10.4367,0.0337
126,12.0634,-0.1022,0.0050,233.3317,-0.0000,-85.1065,-1113.9639,23.2641,23.0204,10.6505,0.0353
128,11.8582,-0.1030,0.0050,232.8488,-0.0000,-84.7180,-1103.4993,22.0814,23.1728,10.7843,0.0363
130,11.6514,-0.1038,0.0050,232.3550,-0.0000,-84.3320,-1093.0351,20.9646,23.3263,10.9172,0.0374
132,11.4429,-0.1047,0.0050,231.8512,-0.0000,-83.5678,-1072.1525,18.9132,23.6372,11.1806,0.0398
134,11.2327,-0.1056,0.0050,231.3379,-0.0000,-83.0975,-1059.1797,17.7490,23.8334,11.3427,0.0413
136,11.0207,-0.1064,0.0050,230.8159,-0.0000,-82.6312,-1046.2336,16.6638,24.0317,11.5034,0.0429
138,10.8069,-0.1073,0.0050,230.2856,-0.0000,-82.1690,-1033.3208,15.6520,24.2322,11.6626,0.0446
140,10.5914,-0.1082,0.0050,229.7476,-0.0000,-81.7109,-1020.4477,14.7084,24.4350,11.8203,0.0464
142,10.3740,-0.1091,0.0050,229.2024,-0.0000,-81.2567,-1007.6197,13.8284,24.6400,11.9765,0.0482
144,10.1549,-0.1100,0.0050,228.6502,-0.0000,-80.8063,-994.8418,13.0074,24.8473,12.1310,0.0501
146,9.9341,-0.1108,0.0050,228.0915,-0.0000,-80.3597,-982.1188,12.2414,25.0569,12.2840,0.0522
148,9.7116,-0.1116,0.0050,227.5266,-0.0000,-79.9168,-969.4554,11.5267,25.2688,12.4353,0.0543
150,9.4876,-0.1124,0.0050,226.9557,-0.0000,-79.4774,-956.8560,10.8596,25.4830,12.5850,0.0565
152,9.2619,-0.1132,0.0050,226.3790,-0.0000,-79.0414,-944.3244,10.2371,25.6994,12.7330,0.0589
154,9.0348,-0.1139,0.0050,225.7969,-0.0000,-78.6087,-931.8641,9.6559,25.9181,12.8793,0.0613
156,8.8063,-0.1146,0.0050,225.2093,-0.0000,-78.1791,-919.4778,9.1134,26.1389,13.0238,0.0639
158,8.5764,-0.1153,0.0050,224.6166,-0.0000,-77.7526,-907.1679,8.6070,26.3619,13.1665,0.0666
160,8.3453,-0.1159,0.0050,224.0189,-0.0000,-77.3291,-894.9364,8.1342,26.5871,13.3075,0.0694
162,8.1128,-0.1165,0.0050,223.4163,-0.0000,-76.9084,-882.7847,7.6927,26.8143,13.4467,0.0723
164,7.8793,-0.1171,0.0050,222.8088,-0.0000,-76.4905,-870.7138,7.2805,27.0436,13.5840,0.0754
166,7.6446,-0.1176,0.0050,222.1967,-0.0000,-76.0752,-858.7243,6.8957,27.2750,13.7195,0.0787
168,7.4088,-0.1181,0.0050,221.5800,-0.0000,-75.6625,-846.8163,6.5363,27.5083,13.8531,0.0821
170,7.1720,-0.1186,0.0050,220.9588,-0.0000,-75.2522,-834.9895,6.2008,27.7435,13.9848,0.0856
172,6.9342,-0.1191,0.0050,220.3331,-0.0000,-74.8444,-823.2434,5.8876,27.9807,14.1146,0.0893
174,6.6955,-0.1196,0.0050,219.7031,-0.0000,-74.4389,-811.5770,5.5951,28.2198,14.2424,0.0932
176,6.4558,-0.1200,0.0050,219.0688,-0.0000,-74.0357,-799.9890,5.3221,28.4607,14.3683,0.0973
178,6.2153,-0.1205,0.0050,218.4302,-0.0000,-73.6348,-788.4778,5.0672,28.7034,14.4922,0.1016
180,5.9740,-0.1209,0.0050,217.7875,-0.0000,-73.2360,-777.0417,4.8294,28.9480,14.6140,0.1060
182,5.7317,-0.1213,0.0050,217.1406,-0.0000,-72.8395,-765.6785,4.6074,29.1944,14.7338,0.1107
184,5.4887,-0.1217,0.0050,216.4897,-0.0000,-72.4450,-754.3861,4.4003,29.4425,14.8515,0.1157
186,5.2448,-0.1221,0.0050,215.8347,-0.0000,-72.0527,-743.1619,4.2071,29.6924,14.9671,0.1208
188,5.0001,-0.1226,0.0050,215.1758,-0.0000,-71.6625,-732.0034,4.0270,29.9442,15.0806,0.1262
