Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0,-89.1022,0.0000,0.0050,71.0593,-0.0005,-0.1563,0.0000,0.1362,0.0009,-0.0004,181.4360,0.1814,0.1814
2,-89.1022,0.0000,0.0050,71.0607,-0.0005,-0.1563,0.0000,0.1362,0.0009,-0.0004,181.4394,0.1814,0.1814
4,-89.1022,0.0000,0.0050,71.0620,-0.0005,-0.1563,0.0000,0.1362,0.0009,-0.0004,181.4429,0.1814,0.1814
6,-89.1021,0.0000,0.0050,71.0634,-0.0005,-0.1563,0.0000,0.1362,0.0009,-0.0004,181.4463,0.1814,0.1814
8,-89.1021,0.0000,0.0050,71.0647,-0.0005,-0.1563,0.0000,0.1362,0.0009,-0.0004,181.4498,0.1814,0.1814
10,-88.8371,52.9800,0.0050,71.0661,-0.0006,-0.1626,0.0000,0.1759,0.0012,-0.0004,229.5921,0.2296,0.2296
12,31.5383,-2.8486,0.0050,71.2371,-20.4733,-236.9754,-3200.4897,3828.1380,0.8082,0.1265,0.0011,0.3916,0.3916
14,26.0048,-2.1914,0.0050,73.0402,-0.0000,-258.6740,-4630.9042,4911.5284,6.5604,0.3290,0.0030,0.0288,0.0288
16,23.0093,-0.9121,0.0050,78.8221,-0.0000,-268.8937,-4735.3266,3970.4877,15.1387,0.5033,0.0052,-1.0181,-1.0181
18,21.9191,-0.2694,0.0050,89.2371,-0.0000,-270.9153,-4482.1775,3090.2477,23.9247,0.6791,0.0063,-1.6382,-1.6382
20,21.6812,-0.0102,0.0050,103.1747,-0.0000,-269.1586,-4170.9271,2464.6302,31.6877,0.8635,0.0066,-1.9429,-1.9429
22,21.7713,0.0832,0.0050,118.9119,-0.0000,-266.0636,-3879.7066,2029.6039,37.9458,1.0557,0.0065,-2.0772,-2.0772
24,21.9691,0.1073,0.0050,134.9669,-0.0000,-262.6520,-3623.2701,1717.9530,42.6862,1.2542,0.0062,-2.1240,-2.1240
26,22.1803,0.1006,0.0050,150.3985,-0.0000,-258.4049,-3340.6767,1427.0675,46.9386,1.5192,0.0059,-2.1236,-2.1236
28,22.3627,0.0804,0.0050,164.7289,-0.0000,-256.1979,-3201.8554,1298.8077,48.6141,1.6732,0.0058,-2.1090,-2.1090
30,22.4986,0.0552,0.0050,177.7752,-0.0000,-253.5643,-3039.5469,1157.8510,50.2112,1.8793,0.0057,-2.0832,-2.0832
32,22.5833,0.0297,0.0050,189.5173,-0.0000,-250.8951,-2876.1848,1023.4693,51.4271,2.1222,0.0056,-2.0501,-2.0501
