Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.50,-22.6160,0.0933,0.5000,309.6082,-0.0070,-0.0135,-214.6556,   3,36.5760,201.5947,43.4295,0.0703,0.0703
2.50,-22.4114,0.1078,0.5000,311.1866,-0.0067,-0.0136,-228.1200,   3,36.5395,201.0170,42.5491,0.0553,0.0553
4.50,-22.1762,0.1236,0.5000,312.7851,-0.0064,-0.0137,-241.7566,   3,36.5052,200.6374,41.6435,0.0403,0.0403
6.50,-21.9080,0.1407,0.5000,314.4068,-0.0060,-0.0138,-257.0596,   3,36.4691,200.4068,40.6280,0.0237,0.0237
8.50,-21.6035,0.1594,0.5000,316.0555,-0.0056,-0.0138,-274.2226,   3,36.4309,200.3414,39.5052,0.0053,0.0053
10.50,18.8232,80.3447,0.5000,317.7679,-0.0002,-0.0081,-1167.3534,   7,23.9430,345.1356,0.9073,-0.7901,-0.7901
12.50,22.5096,2.0545,0.5000,320.2760,-0.0000,-0.0074,-2698.7985,  24,22.2114,361.5033,0.6284,-2.2905,-2.2905
14.50,25.7843,1.3897,0.5000,324.8395,-0.0000,-0.0069,-2155.2730,  27,20.7740,376.1421,0.4603,-1.7305,-1.7305
16.50,27.9279,0.9077,0.5000,331.9774,-0.0000,-0.0065,-1752.6001,  26,19.8150,387.8498,0.3709,-1.3189,-1.3189
18.50,29.3303,0.5932,0.5000,341.1926,-0.0000,-0.0063,-1503.7105,  22,19.2611,396.4627,0.3252,-1.0654,-1.0654
20.50,30.2366,0.3788,0.5000,351.6241,0.0000,-0.0061,-1349.4021,  19,18.9608,402.6853,0.3014,-0.9084,-0.9084
22.50,30.7965,0.2269,0.5000,362.4320,-0.0000,-0.0060,-1218.3923,  16,18.7635,408.7605,0.2852,-0.7750,-0.7750
