Pace,T_Peak,Vmpeak,Vmvalley,Vm_repol30,Vm_repol50,Vm_repol90,dVmdt_repol_max
750,39.5000,41.8432,-88.0159,2.8855,-23.0863,-75.0300,-0.0135
751,39.5000,41.8830,-88.0157,2.9134,-23.0664,-75.0259,-0.0208
752,39.5000,41.8432,-88.0159,2.8855,-23.0863,-75.0300,-0.0135
753,39.5000,41.8829,-88.0157,2.9133,-23.0664,-75.0259,-0.0208
754,39.5000,41.8432,-88.0159,2.8854,-23.0864,-75.0300,-0.0135
755,39.5000,41.8830,-88.0157,2.9134,-23.0664,-75.0259,-0.0208
756,39.5000,41.8432,-88.0159,2.8854,-23.0864,-75.0300,-0.0136
757,39.5000,41.8829,-88.0157,2.9133,-23.0664,-75.0259,-0.0207
758,39.5000,41.8433,-88.0159,2.8855,-23.0863,-75.0300,-0.0136
759,39.5000,41.8828,-88.0157,2.9133,-23.0665,-75.0259,-0.0207
760,39.5000,41.8433,-88.0159,2.8856,-23.0863,-75.0300,-0.0136
761,39.5000,41.8826,-88.0157,2.9131,-23.0666,-75.0259,-0.0207
762,39.5000,41.8434,-88.0159,2.8856,-23.0862,-75.0299,-0.0136
763,39.5000,41.8826,-88.0157,2.9131,-23.0666,-75.0259,-0.0207
764,39.5000,41.8435,-88.0159,2.8857,-23.0862,-75.0299,-0.0136
765,39.5000,41.8825,-88.0157,2.9131,-23.0666,-75.0259,-0.0207
766,39.5000,41.8435,-88.0159,2.8857,-23.0862,-75.0299,-0.0136
767,39.5000,41.8826,-88.0157,2.9131,-23.0666,-75.0259,-0.0207
768,39.5000,41.8435,-88.0159,2.8857,-23.0862,-75.0299,-0.0136
769,39.5000,41.8824,-88.0157,2.9130,-23.0666,-75.0259,-0.0207
770,39.5000,41.8435,-88.0159,2.8857,-23.0862,-75.0299,-0.0136
771,39.5000,41.8824,-88.0157,2.9130,-23.0667,-75.0259,-0.0207
772,39.5000,41.8436,-88.0159,2.8857,-23.0862,-75.0299,-0.0136
773,39.5000,41.8825,-88.0157,2.9130,-23.0666,-75.0259,-0.0207
774,39.5000,41.8436,-88.0159,2.8858,-23.0861,-75.0299,-0.0136
775,39.5000,41.8824,-88.0157,2.9129,-23.0667,-75.0259,-0.0207
