Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.50,-87.6846,-0.0002,0.5000,89.8542,-2.0190,-0.0598,-0.0004,  -0,-0.0357,-0.0090,-24.2994,-0.0244,0.0000
2.50,-87.6850,-0.0002,0.5000,89.7038,-2.0189,-0.0599,-0.0004,  -0,-0.0358,-0.0090,-24.4415,-0.0245,0.0000
4.50,-87.6853,-0.0002,0.5000,89.5551,-2.0188,-0.0600,-0.0004,  -0,-0.0359,-0.0090,-24.5818,-0.0247,0.0000
6.50,-87.6857,-0.0002,0.5000,89.4080,-2.0186,-0.0602,-0.0004,  -0,-0.0361,-0.0090,-24.7204,-0.0248,0.0000
8.50,-87.6861,-0.0002,0.5000,89.2625,-2.0185,-0.0603,-0.0004,  -0,-0.0362,-0.0090,-24.8572,-0.0250,0.0000
10.50,-48.2120,78.9485,0.5000,89.1177,-1216.4277,-9.1956,-0.1861,   4,28.7286,0.0281,387.4780,0.4111,0.4111
12.50,30.7609,8.5380,0.5000,90.4023,-3864.4453,-75.4975,-4971.9166,1257,28.1735,2.3227,0.2838,-3.7593,-3.7593
14.50,31.9029,-4.4340,0.5000,205.1768,-1056.9982,-71.5554,3327.5150,2015,29.6359,7.6159,0.2603,5.3084,5.3084
16.50,28.2118,0.8090,0.5000,552.0079,-429.4716,-76.8184,-3079.9981,1629,33.2462,11.7357,0.3677,-1.4821,-1.4821
18.50,32.5336,1.9744,0.5000,701.2418,-148.3876,-69.0833,-3440.1520,1366,31.3211,17.2350,0.2368,-2.0941,-2.0941
20.50,35.5635,1.2786,0.5000,786.0353,-57.8883,-64.0747,-2950.4840,1173,30.6526,23.0153,0.1792,-1.7878,-1.7878
22.50,37.5756,0.8709,0.5000,845.2630,-22.5273,-60.5455,-2585.2956, 994,30.6950,29.4289,0.1480,-1.5916,-1.5916
24.50,38.9969,0.6286,0.5000,888.9042,-8.6104,-57.8950,-2310.9541, 836,31.0794,36.3997,0.1289,-1.4654,-1.4654
26.50,40.0468,0.4700,0.5000,921.5886,-3.2081,-55.8179,-2096.4813, 703,31.5909,43.8271,0.1162,-1.3739,-1.3739
28.50,40.8392,0.3561,0.5000,946.0225,-1.0284,-53.9655,-1904.4636, 582,32.1760,52.6099,0.1065,-1.2911,-1.2911
30.50,41.4392,0.2691,0.5000,963.9996,-0.4043,-52.7804,-1779.9376, 506,32.5969,59.7783,0.1011,-1.2341,-1.2341
32.50,41.8887,0.1999,0.5000,976.8044,-0.1699,-51.7999,-1674.6075, 444,32.9641,67.0179,0.0971,-1.1825,-1.1825
34.50,42.2166,0.1438,0.5000,985.4028,-0.0680,-50.9857,-1584.2586, 393,33.2806,74.2855,0.0943,-1.1350,-1.1350
36.50,42.4448,0.0974,0.5000,990.5463,-0.0206,-50.1574,-1487.7208, 341,33.6176,83.3545,0.0920,-1.0803,-1.0803
38.50,42.5902,0.0587,0.5000,992.8335,-0.0093,-49.6183,-1420.8318, 306,33.8526,90.5610,0.0909,-1.0396,-1.0396
40.50,42.6661,0.0262,0.5000,992.7495,-0.0041,-49.1700,-1361.3189, 277,34.0675,97.6977,0.0903,-1.0014,-1.0014
42.50,42.6834,-0.0013,0.5000,990.6921,-0.0019,-48.7149,-1295.3346, 246,34.3200,106.4905,0.0902,-0.9567,-0.9567
44.50,42.6510,-0.0246,0.5000,986.9908,-0.0004,-48.4208,-1248.0670, 225,34.5167,113.4035,0.0905,-0.9231,-0.9231
46.50,42.5762,-0.0447,0.5000,981.9205,-0.0001,-48.1786,-1204.8763, 207,34.7141,120.1953,0.0912,-0.8912,-0.8912
48.50,42.4649,-0.0619,0.5000,975.7117,-0.0001,-47.9694,-1162.7654, 189,34.9283,127.2708,0.0922,-0.8590,-0.8590
50.50,42.3221,-0.0768,0.5000,968.5585,-0.0000,-47.7805,-1118.5423, 172,35.1831,135.1949,0.0937,-0.8240,-0.8240
52.50,42.1519,-0.0898,0.5000,960.6254,-0.0000,-47.6486,-1081.5646, 158,35.4254,142.2147,0.0954,-0.7938,-0.7938
54.50,41.9577,-0.1013,0.5000,952.0513,-0.0000,-47.5265,-1038.4863, 142,35.7487,150.8454,0.0980,-0.7576,-0.7576
56.50,41.7424,-0.1113,0.5000,942.9547,-0.0000,-47.4816,-1018.3338, 134,35.9176,155.0488,0.0994,-0.7403,-0.7403
58.50,41.5085,-0.1203,0.5000,933.4362,-0.0000,-47.4187,-980.4625, 121,36.2697,163.2297,0.1025,-0.7070,-0.7070
60.50,41.2578,-0.1283,0.5000,923.5817,-0.0000,-47.3991,-962.6296, 115,36.4530,167.2070,0.1042,-0.6910,-0.6910
62.50,40.9922,-0.1354,0.5000,913.4645,-0.0000,-47.3788,-920.5470, 101,36.9361,176.9000,0.1089,-0.6525,-0.6525
64.50,40.7132,-0.1419,0.5000,903.1470,-0.0000,-47.3836,-896.9455,  94,37.2415,182.5186,0.1120,-0.6304,-0.6304
66.50,40.4220,-0.1478,0.5000,892.6829,0.0000,-47.3992,-874.5466,  87,37.5572,187.9667,0.1153,-0.6091,-0.6091
68.50,40.1197,-0.1531,0.5000,882.1177,-0.0000,-47.4239,-853.2533,  81,37.8826,193.2464,0.1189,-0.5885,-0.5885
70.50,39.8073,-0.1580,0.5000,871.4904,-0.0000,-47.4565,-832.9788,  75,38.2174,198.3604,0.1227,-0.5686,-0.5686
72.50,39.4857,-0.1625,0.5000,860.8343,0.0000,-47.4959,-813.6473,  70,38.5613,203.3113,0.1267,-0.5494,-0.5494
74.50,39.1555,-0.1666,0.5000,850.1778,0.0000,-47.5411,-795.1923,  65,38.9139,208.1021,0.1309,-0.5308,-0.5308
76.50,38.8176,-0.1704,0.5000,839.5450,-0.0000,-47.5910,-777.5542,  60,39.2749,212.7362,0.1354,-0.5128,-0.5128
78.50,38.4723,-0.1739,0.5000,828.9565,-0.0000,-47.6450,-760.6797,  56,39.6439,217.2168,0.1401,-0.4954,-0.4954
