Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0,-88.8938,0.0000,0.5000,68.2377,-0.0006,-0.0914,-0.0000,0.1947,0.0010,-0.0007,169.2429,0.1693,0.1693
2,-88.8937,0.0000,0.5000,68.2405,-0.0006,-0.0914,-0.0000,0.1948,0.0010,-0.0007,169.2498,0.1694,0.1694
4,-88.8937,0.0000,0.5000,68.2434,-0.0006,-0.0914,0.0000,0.1948,0.0010,-0.0007,169.2567,0.1694,0.1694
6,-88.8937,0.0000,0.5000,68.2462,-0.0006,-0.0914,0.0000,0.1948,0.0010,-0.0007,169.2636,0.1694,0.1694
8,-88.8936,0.0000,0.5000,68.2490,-0.0006,-0.0914,0.0000,0.1948,0.0010,-0.0007,169.2705,0.1694,0.1694
10,-62.8584,52.0704,0.5000,68.2494,-824.7090,-8.2469,-0.0000,11.5654,0.0345,0.0011,1050.4026,1.0538,1.0538
12,27.3564,-5.7043,0.5000,69.0155,-0.3557,-140.0456,-4939.0102,8983.4610,2.4793,0.2872,0.0034,3.9072,3.9072
14,18.8580,-3.1038,0.5000,79.3995,-0.0000,-162.1111,-6709.0392,8267.5086,10.8840,0.5445,0.0161,1.4078,1.4078
16,15.0845,-1.3481,0.5000,113.9637,-0.0000,-171.8862,-6559.8265,6105.0942,21.1872,0.7857,0.0316,-0.6046,-0.6046
18,13.7937,-0.2394,0.5000,170.8448,-0.0000,-174.0177,-6123.1629,4621.9138,30.5773,1.0158,0.0388,-1.6436,-1.6436
20,14.2980,0.4725,0.5000,231.7663,-0.0000,-170.7195,-5608.8119,3650.1527,40.1772,1.2812,0.0351,-2.0879,-2.0879
22,15.5454,0.6692,0.5000,287.1206,-0.0000,-165.6179,-5180.9431,3190.8260,48.1505,1.5436,0.0283,-2.1060,-2.1060
24,16.8592,0.6327,0.5000,334.7740,-0.0000,-160.0711,-4770.3417,2883.9394,55.4223,1.8415,0.0222,-1.9892,-1.9892
26,17.9868,0.5188,0.5000,374.9112,-0.0000,-154.8332,-4378.0561,2639.0068,61.7665,2.1822,0.0178,-1.8299,-1.8299
28,18.8741,0.4003,0.5000,408.3303,-0.0000,-151.2589,-4096.4457,2464.4023,65.8921,2.4748,0.0154,-1.7149,-1.7149
30,19.5479,0.3018,0.5000,435.9399,-0.0000,-147.7165,-3801.9245,2268.2673,69.7702,2.8405,0.0135,-1.6087,-1.6087
32,20.0538,0.2263,0.5000,458.5980,-0.0000,-145.5195,-3611.1525,2130.3176,72.0118,3.1197,0.0125,-1.5512,-1.5512
34,20.4333,0.1699,0.5000,477.0637,-0.0000,-143.0395,-3389.3523,1958.0216,74.3130,3.4975,0.0116,-1.4965,-1.4965
36,20.7182,0.1275,0.5000,491.9888,-0.0000,-141.4322,-3243.0836,1837.6109,75.6323,3.7844,0.0111,-1.4675,-1.4675
38,20.9317,0.0954,0.5000,503.9255,-0.0000,-139.3034,-3048.4072,1669.8932,77.1240,4.2229,0.0106,-1.4365,-1.4365
40,21.0903,0.0704,0.5000,513.3385,-0.0000,-138.0352,-2933.0629,1567.1086,77.8614,4.5183,0.0104,-1.4216,-1.4216
42,21.2058,0.0507,0.5000,520.6173,-0.0000,-136.8600,-2827.3304,1471.0897,78.4433,4.8159,0.0102,-1.4098,-1.4098
44,21.2867,0.0347,0.5000,526.0888,-0.0000,-135.2346,-2683.9332,1338.7982,79.0985,5.2659,0.0101,-1.3960,-1.3960
46,21.3392,0.0215,0.5000,530.0270,-0.0000,-134.2248,-2596.9641,1257.7944,79.4296,5.5680,0.0100,-1.3884,-1.3884
48,21.3679,0.0103,0.5000,532.6627,-0.0000,-133.2632,-2515.9233,1182.0594,79.7013,5.8717,0.0099,-1.3815,-1.3815
50,21.3763,0.0006,0.5000,534.1900,-0.0000,-132.3432,-2440.1370,1111.2090,79.9304,6.1766,0.0099,-1.3752,-1.3752
52,21.3668,-0.0079,0.5000,534.7731,0.0000,-131.0297,-2335.0891,1013.3244,80.2235,6.6362,0.0100,-1.3659,-1.3659
54,21.3415,-0.0154,0.5000,534.5510,-0.0000,-130.1928,-2270.1422,953.1981,80.4002,6.9437,0.0100,-1.3598,-1.3598
56,21.3018,-0.0223,0.5000,533.6418,-0.0000,-129.3833,-2208.8147,896.8404,80.5714,7.2520,0.0101,-1.3535,-1.3535
58,21.2492,-0.0287,0.5000,532.1462,0.0000,-128.2153,-2122.9180,818.8075,80.8312,7.7155,0.0102,-1.3438,-1.3438
60,21.1845,-0.0345,0.5000,530.1500,-0.0000,-127.2770,-2056.1161,759.0368,81.0612,8.1039,0.0103,-1.3352,-1.3352
62,21.1086,-0.0400,0.5000,527.7269,-0.0000,-126.4463,-1998.5891,708.3390,81.2881,8.4597,0.0105,-1.3269,-1.3269
64,21.0222,-0.0451,0.5000,524.9402,-0.0000,-125.6404,-1944.2188,661.1810,81.5344,8.8155,0.0107,-1.3183,-1.3183
66,20.9261,-0.0499,0.5000,521.8440,-0.0000,-124.8576,-1892.7615,617.3140,81.8027,9.1712,0.0109,-1.3093,-1.3093
68,20.8207,-0.0544,0.5000,518.4852,-0.0000,-124.0964,-1843.9753,576.4810,82.0956,9.5266,0.0111,-1.3000,-1.3000
70,20.7066,-0.0586,0.5000,514.9041,-0.0000,-123.3552,-1797.6786,538.4744,82.4141,9.8816,0.0113,-1.2903,-1.2903
72,20.5844,-0.0626,0.5000,511.1361,0.0000,-122.6329,-1753.6932,503.0956,82.7591,10.2359,0.0116,-1.2802,-1.2802
74,20.4545,-0.0663,0.5000,507.2115,-0.0000,-121.9280,-1711.8600,470.1595,83.1308,10.5894,0.0118,-1.2699,-1.2699
76,20.3174,-0.0699,0.5000,503.1567,-0.0000,-121.2396,-1672.0380,439.4944,83.5296,10.9420,0.0121,-1.2593,-1.2593
78,20.1735,-0.0732,0.5000,498.9949,-0.0000,-120.5663,-1634.0997,410.9414,83.9551,11.2935,0.0125,-1.2485,-1.2485
80,20.0233,-0.0762,0.5000,494.7461,-0.0000,-119.9072,-1597.9274,384.3537,84.4071,11.6438,0.0128,-1.2374,-1.2374
82,19.8673,-0.0791,0.5000,490.4277,-0.0000,-119.2611,-1563.4126,359.5950,84.8851,11.9929,0.0132,-1.2262,-1.2262
84,19.7057,-0.0818,0.5000,486.0550,-0.0000,-118.6271,-1530.4569,336.5383,85.3882,12.3405,0.0136,-1.2148,-1.2148
86,19.5390,-0.0843,0.5000,481.6414,-0.0000,-118.0041,-1498.9711,315.0655,85.9157,12.6866,0.0140,-1.2033,-1.2033
88,19.3676,-0.0865,0.5000,477.1986,-0.0000,-117.3913,-1468.8728,295.0667,86.4667,13.0311,0.0144,-1.1917,-1.1917
90,19.1919,-0.0886,0.5000,472.7367,-0.0000,-116.7877,-1440.0845,276.4396,87.0403,13.3740,0.0149,-1.1800,-1.1800
92,19.0122,-0.0905,0.5000,468.2647,-0.0000,-116.1924,-1412.5348,259.0888,87.6355,13.7152,0.0154,-1.1683,-1.1683
94,18.8289,-0.0923,0.5000,463.7904,-0.0000,-115.6047,-1386.1580,242.9255,88.2512,14.0545,0.0159,-1.1565,-1.1565
96,18.6423,-0.0939,0.5000,459.3207,-0.0000,-115.0238,-1360.8941,227.8670,88.8863,14.3921,0.0164,-1.1448,-1.1448
98,18.4528,-0.0953,0.5000,454.8616,-0.0000,-114.4489,-1336.6870,213.8363,89.5397,14.7277,0.0170,-1.1330,-1.1330
100,18.2607,-0.0965,0.5000,450.4182,-0.0000,-113.8792,-1313.4837,200.7616,90.2104,15.0615,0.0176,-1.1213,-1.1213
102,18.0663,-0.0976,0.5000,445.9953,-0.0000,-113.3142,-1291.2349,188.5761,90.8973,15.3932,0.0182,-1.1097,-1.1097
104,17.8699,-0.0986,0.5000,441.5967,-0.0000,-112.7532,-1269.8954,177.2175,91.5991,15.7231,0.0188,-1.0981,-1.0981
106,17.6717,-0.0994,0.5000,437.2260,-0.0000,-112.1956,-1249.4232,166.6280,92.3150,16.0509,0.0195,-1.0866,-1.0866
108,17.4722,-0.1000,0.5000,432.8862,-0.0000,-111.6409,-1229.7788,156.7536,93.0438,16.3767,0.0202,-1.0752,-1.0752
110,17.2714,-0.1006,0.5000,428.5799,-0.0000,-111.0884,-1210.9244,147.5442,93.7843,16.7006,0.0210,-1.0640,-1.0640
112,17.0698,-0.1010,0.5000,424.3094,-0.0000,-110.5378,-1192.8247,138.9531,94.5357,17.0224,0.0217,-1.0528,-1.0528
114,16.8675,-0.1013,0.5000,420.0768,-0.0000,-109.9843,-1175.3174,130.8781,95.3026,17.3446,0.0225,-1.0418,-1.0418
116,16.6647,-0.1014,0.5000,415.8836,-0.0000,-109.4319,-1158.5118,123.3454,96.0785,17.6648,0.0234,-1.0308,-1.0308
118,16.4617,-0.1015,0.5000,411.7314,-0.0000,-108.8800,-1142.3781,116.3170,96.8623,17.9829,0.0242,-1.0201,-1.0201
120,16.2587,-0.1015,0.5000,407.6213,-0.0000,-108.3284,-1126.8863,109.7571,97.6530,18.2990,0.0251,-1.0095,-1.0095
122,16.0559,-0.1013,0.5000,403.5545,-0.0000,-107.7766,-1112.0087,103.6325,98.4498,18.6132,0.0261,-0.9991,-0.9991
124,15.8535,-0.1011,0.5000,399.5318,-0.0000,-107.2245,-1097.7206,97.9124,99.2517,18.9253,0.0270,-0.9888,-0.9888
126,15.6516,-0.1008,0.5000,395.5538,-0.0000,-106.6718,-1083.9980,92.5679,100.0579,19.2354,0.0280,-0.9788,-0.9788
128,15.4505,-0.1004,0.5000,391.6213,-0.0000,-106.1182,-1070.8154,87.5718,100.8675,19.5436,0.0291,-0.9689,-0.9689
130,15.2501,-0.1000,0.5000,387.7346,-0.0000,-105.5636,-1058.1469,82.8973,101.6798,19.8499,0.0301,-0.9593,-0.9593
132,15.0508,-0.0994,0.5000,383.8941,-0.0000,-105.0078,-1045.9722,78.5173,102.4940,20.1543,0.0312,-0.9498,-0.9498
134,14.8527,-0.0988,0.5000,380.1002,-0.0000,-104.4506,-1034.2696,74.4018,103.3094,20.4567,0.0323,-0.9405,-0.9405
136,14.6558,-0.0982,0.5000,376.3529,-0.0000,-103.6266,-1017.8332,68.7164,104.5117,20.8991,0.0341,-0.9273,-0.9273
138,14.4604,-0.0974,0.5000,372.6524,-0.0000,-103.2130,-1009.9587,65.9898,105.1125,21.1189,0.0350,-0.9209,-0.9209
140,14.2668,-0.0965,0.5000,368.9987,-0.0000,-102.6571,-999.7523,62.3906,105.9158,21.4117,0.0362,-0.9127,-0.9127
142,14.0752,-0.0954,0.5000,365.3920,-0.0000,-102.0986,-989.9141,58.8229,106.7166,21.7029,0.0374,-0.9047,-0.9047
144,13.8859,-0.0942,0.5000,361.8320,-0.0000,-101.5371,-980.4256,55.3203,107.5137,21.9927,0.0387,-0.8971,-0.8971
146,13.6992,-0.0929,0.5000,358.3188,-0.0000,-100.9725,-971.2676,51.9458,108.3058,22.2809,0.0400,-0.8897,-0.8897
148,13.5150,-0.0916,0.5000,354.8523,0.0000,-100.4051,-962.4240,48.7521,109.0923,22.5677,0.0413,-0.8824,-0.8824
150,13.3332,-0.0905,0.5000,351.4322,-0.0000,-99.8355,-953.8739,45.7557,109.8729,22.8530,0.0426,-0.8752,-0.8752
