Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0,-89.5351,0.0000,0.5000,69.1024,-0.0004,-0.0871,0.0000,0.2062,0.0011,-0.0006,180.6761,0.1808,0.1808
2,-89.5351,0.0000,0.5000,69.1053,-0.0004,-0.0871,0.0000,0.2062,0.0011,-0.0006,180.6831,0.1808,0.1808
4,-89.5350,0.0000,0.5000,69.1082,-0.0004,-0.0871,0.0000,0.2062,0.0011,-0.0006,180.6902,0.1808,0.1808
6,-89.5350,0.0000,0.5000,69.1111,-0.0004,-0.0872,-0.0000,0.2062,0.0011,-0.0006,180.6972,0.1808,0.1808
8,-89.5350,0.0000,0.5000,69.1139,-0.0004,-0.0872,-0.0000,0.2062,0.0011,-0.0006,180.7042,0.1808,0.1808
10,-63.5030,52.0639,0.5000,69.1143,-639.0614,-8.1401,-0.0000,11.5814,0.0350,0.0010,1045.5732,1.0491,1.0491
12,26.7815,-5.1153,0.5000,69.9908,-0.4721,-150.5040,-5486.2001,9009.9904,2.6448,0.2694,0.0034,3.3762,3.3762
14,18.9017,-2.9593,0.5000,82.5841,-0.0000,-172.2264,-7140.2847,8535.7925,11.7379,0.5191,0.0140,1.2356,1.2356
16,15.1183,-1.3844,0.5000,126.0146,-0.0000,-182.9326,-6984.4264,6438.0034,22.7873,0.7504,0.0271,-0.7058,-0.7058
18,13.9134,-0.1512,0.5000,195.3233,-0.0000,-185.3536,-6493.8713,4845.4205,33.7735,0.9868,0.0335,-1.7990,-1.7990
20,14.6116,0.5573,0.5000,266.5172,-0.0000,-181.2048,-5928.4265,3879.0920,44.6889,1.2496,0.0293,-2.1846,-2.1846
22,15.9716,0.7104,0.5000,329.9590,-0.0000,-175.2337,-5449.8213,3405.4144,53.9847,1.5163,0.0231,-2.1641,-2.1641
24,17.3245,0.6410,0.5000,384.0233,-0.0000,-168.9329,-4988.4502,3078.0534,62.5048,1.8238,0.0178,-2.0150,-2.0150
26,18.4452,0.5102,0.5000,429.2000,-0.0000,-163.9522,-4613.9677,2844.4556,68.8791,2.1240,0.0146,-1.8624,-1.8624
28,19.3078,0.3868,0.5000,466.5179,-0.0000,-160.1466,-4312.6336,2652.4168,73.5721,2.4123,0.0127,-1.7444,-1.7444
30,19.9555,0.2894,0.5000,497.0829,-0.0000,-156.7443,-4029.2148,2457.5379,77.5634,2.7352,0.0113,-1.6481,-1.6481
32,20.4401,0.2168,0.5000,521.9237,-0.0000,-153.9445,-3786.0070,2275.5881,80.6022,3.0642,0.0103,-1.5807,-1.5807
34,20.8043,0.1632,0.5000,541.9431,-0.0000,-151.5829,-3575.1343,2106.3309,82.9007,3.3986,0.0097,-1.5341,-1.5341
36,21.0789,0.1232,0.5000,557.9124,-0.0000,-149.4799,-3384.6763,1944.9531,84.6742,3.7486,0.0092,-1.5008,-1.5008
38,21.2858,0.0926,0.5000,570.4813,-0.0000,-147.3906,-3195.0225,1777.3938,86.1314,4.1517,0.0088,-1.4747,-1.4747
40,21.4404,0.0687,0.5000,580.1935,-0.0000,-146.1329,-3081.5902,1674.5127,86.8515,4.4232,0.0086,-1.4619,-1.4619
42,21.5533,0.0496,0.5000,587.5027,-0.0000,-144.4023,-2927.4952,1532.3472,87.6528,4.8341,0.0084,-1.4471,-1.4471
44,21.6325,0.0339,0.5000,592.7875,-0.0000,-143.3328,-2833.8857,1445.0269,88.0468,5.1103,0.0084,-1.4390,-1.4390
46,21.6835,0.0208,0.5000,596.3641,-0.0000,-141.7469,-2697.9137,1317.5208,88.5108,5.5516,0.0083,-1.4281,-1.4281
48,21.7106,0.0095,0.5000,598.4972,-0.0000,-140.9974,-2634.9778,1258.4349,88.6895,5.7736,0.0082,-1.4231,-1.4231
50,21.7170,-0.0004,0.5000,599.4090,-0.0000,-139.5721,-2517.8134,1148.7386,88.9783,6.2197,0.0082,-1.4134,-1.4134
52,21.7049,-0.0093,0.5000,599.2862,-0.0000,-138.2318,-2410.7721,1049.2869,89.2145,6.6682,0.0083,-1.4038,-1.4038
54,21.6763,-0.0172,0.5000,598.2866,-0.0000,-137.5896,-2360.5851,1003.0548,89.3241,6.8932,0.0083,-1.3989,-1.3989
56,21.6326,-0.0246,0.5000,596.5435,-0.0000,-136.3557,-2266.1255,916.9669,89.5434,7.3443,0.0084,-1.3886,-1.3886
58,21.5749,-0.0313,0.5000,594.1702,-0.0000,-135.7621,-2221.5984,876.8902,89.6583,7.5703,0.0085,-1.3832,-1.3832
60,21.5042,-0.0377,0.5000,591.2628,-0.0000,-134.6174,-2137.4056,802.1744,89.9087,8.0229,0.0086,-1.3719,-1.3719
62,21.4214,-0.0436,0.5000,587.9037,-0.0000,-133.5252,-2059.0838,734.1202,90.1965,8.4757,0.0088,-1.3598,-1.3598
64,21.3271,-0.0492,0.5000,584.1630,-0.0000,-132.7190,-2002.5031,685.9586,90.4487,8.8236,0.0089,-1.3500,-1.3500
66,21.2220,-0.0545,0.5000,580.1010,-0.0000,-131.9393,-1948.7766,641.0969,90.7307,9.1712,0.0091,-1.3397,-1.3397
