Pace,T_Peak,Vmpeak,Vmvalley,Vm_repol30,Vm_repol50,Vm_repol90,dVmdt_repol_max
750,39.5000,21.3689,-89.5353,-11.9024,-34.0832,-78.4449,-0.1940
751,39.5000,21.3689,-89.5351,-11.9023,-34.0831,-78.4447,-0.1940
752,39.5000,21.3689,-89.5349,-11.9022,-34.0830,-78.4445,-0.1940
753,39.5000,21.3690,-89.5347,-11.9021,-34.0828,-78.4443,-0.1940
754,39.5000,21.3690,-89.5345,-11.9020,-34.0827,-78.4441,-0.1940
755,39.5000,21.3690,-89.5342,-11.9019,-34.0826,-78.4439,-0.1940
756,39.5000,21.3690,-89.5340,-11.9019,-34.0825,-78.4437,-0.1940
757,39.5000,21.3691,-89.5338,-11.9018,-34.0824,-78.4435,-0.1940
758,39.5000,21.3691,-89.5336,-11.9017,-34.0822,-78.4433,-0.1940
759,39.5000,21.3691,-89.5334,-11.9016,-34.0821,-78.4431,-0.1940
760,39.5000,21.3692,-89.5331,-11.9015,-34.0820,-78.4429,-0.1940
761,39.5000,21.3692,-89.5329,-11.9014,-34.0819,-78.4427,-0.1940
762,39.5000,21.3692,-89.5327,-11.9014,-34.0817,-78.4425,-0.1940
763,39.5000,21.3692,-89.5325,-11.9013,-34.0816,-78.4423,-0.1940
764,39.5000,21.3693,-89.5323,-11.9012,-34.0815,-78.4421,-0.1941
765,39.5000,21.3694,-89.5321,-11.9011,-34.0814,-78.4419,-0.1941
766,39.5000,21.3694,-89.5318,-11.9010,-34.0812,-78.4417,-0.1941
767,39.5000,21.3694,-89.5316,-11.9009,-34.0811,-78.4415,-0.1941
768,39.5000,21.3694,-89.5314,-11.9008,-34.0810,-78.4413,-0.1941
769,39.5000,21.3694,-89.5312,-11.9008,-34.0809,-78.4411,-0.1941
770,39.5000,21.3695,-89.5310,-11.9006,-34.0807,-78.4409,-0.1941
771,39.5000,21.3695,-89.5308,-11.9006,-34.0806,-78.4407,-0.1941
772,39.5000,21.3695,-89.5305,-11.9005,-34.0805,-78.4405,-0.1941
773,39.5000,21.3696,-89.5303,-11.9004,-34.0804,-78.4403,-0.1941
774,39.5000,21.3696,-89.5301,-11.9003,-34.0802,-78.4401,-0.1941
775,39.5000,21.3696,-89.5299,-11.9002,-34.0801,-78.4399,-0.1941
776,39.5000,21.3697,-89.5297,-11.9001,-34.0800,-78.4397,-0.1941
777,39.5000,21.3697,-89.5295,-11.9001,-34.0799,-78.4395,-0.1941
778,39.5000,21.3697,-89.5292,-11.9000,-34.0798,-78.4393,-0.1941
779,39.5000,21.3698,-89.5290,-11.8999,-34.0796,-78.4391,-0.1941
780,39.5000,21.3698,-89.5288,-11.8998,-34.0795,-78.4390,-0.1941
781,39.5000,21.3698,-89.5286,-11.8997,-34.0794,-78.4388,-0.1941
782,39.5000,21.3699,-89.5284,-11.8996,-34.0793,-78.4386,-0.1941
783,39.5000,21.3699,-89.5282,-11.8995,-34.0791,-78.4384,-0.1941
784,39.5000,21.3700,-89.5279,-11.8994,-34.0790,-78.4382,-0.1941
785,39.5000,21.3700,-89.5277,-11.8994,-34.0789,-78.4380,-0.1942
786,39.5000,21.3700,-89.5275,-11.8993,-34.0788,-78.4378,-0.1942
787,39.5000,21.3700,-89.5273,-11.8992,-34.0786,-78.4376,-0.1942
788,39.5000,21.3701,-89.5271,-11.8991,-34.0785,-78.4374,-0.1942
789,39.5000,21.3701,-89.5269,-11.8990,-34.0784,-78.4372,-0.1942
790,39.5000,21.3701,-89.5267,-11.8989,-34.0783,-78.4370,-0.1942
791,39.5000,21.3701,-89.5264,-11.8988,-34.0782,-78.4368,-0.1942
792,39.5000,21.3702,-89.5262,-11.8987,-34.0780,-78.4366,-0.1942
793,39.5000,21.3702,-89.5260,-11.8987,-34.0779,-78.4364,-0.1942
794,39.5000,21.3702,-89.5258,-11.8986,-34.0778,-78.4362,-0.1942
795,39.5000,21.3702,-89.5256,-11.8985,-34.0777,-78.4360,-0.1942
796,39.5000,21.3703,-89.5254,-11.8984,-34.0775,-78.4358,-0.1942
797,39.5000,21.3703,-89.5251,-11.8983,-34.0774,-78.4356,-0.1942
798,39.5000,21.3703,-89.5249,-11.8982,-34.0773,-78.4354,-0.1942
799,39.5000,21.3704,-89.5247,-11.8981,-34.0771,-78.4352,-0.1942
800,39.5000,21.3704,-89.5245,-11.8981,-34.0771,-78.4350,-0.1942
801,39.5000,21.3704,-89.5243,-11.8980,-34.0769,-78.4348,-0.1942
802,39.5000,21.3705,-89.5241,-11.8979,-34.0768,-78.4346,-0.1942
803,39.5000,21.3705,-89.5239,-11.8978,-34.0767,-78.4344,-0.1942
804,39.5000,21.3705,-89.5236,-11.8977,-34.0766,-78.4342,-0.1942
805,39.5000,21.3706,-89.5234,-11.8976,-34.0764,-78.4340,-0.1942
806,39.5000,21.3706,-89.5232,-11.8975,-34.0763,-78.4338,-0.1942
807,39.5000,21.3706,-89.5230,-11.8975,-34.0762,-78.4336,-0.1942
808,39.5000,21.3707,-89.5228,-11.8974,-34.0761,-78.4334,-0.1943
809,39.5000,21.3707,-89.5226,-11.8973,-34.0759,-78.4332,-0.1943
810,39.5000,21.3707,-89.5224,-11.8972,-34.0758,-78.4331,-0.1943
811,39.5000,21.3707,-89.5221,-11.8971,-34.0757,-78.4329,-0.1943
812,39.5000,21.3708,-89.5219,-11.8970,-34.0756,-78.4327,-0.1943
813,39.5000,21.3708,-89.5217,-11.8970,-34.0755,-78.4325,-0.1943
814,39.5000,21.3708,-89.5215,-11.8969,-34.0753,-78.4323,-0.1943
815,39.5000,21.3709,-89.5213,-11.8968,-34.0752,-78.4321,-0.1943
816,39.5000,21.3709,-89.5211,-11.8967,-34.0751,-78.4319,-0.1943
817,39.5000,21.3709,-89.5209,-11.8966,-34.0750,-78.4317,-0.1943
818,39.5000,21.3710,-89.5207,-11.8965,-34.0748,-78.4315,-0.1943
819,39.5000,21.3710,-89.5204,-11.8964,-34.0747,-78.4313,-0.1943
820,39.5000,21.3710,-89.5202,-11.8963,-34.0746,-78.4311,-0.1943
821,39.5000,21.3710,-89.5200,-11.8963,-34.0745,-78.4309,-0.1943
822,39.5000,21.3711,-89.5198,-11.8962,-34.0744,-78.4307,-0.1943
823,39.5000,21.3711,-89.5196,-11.8961,-34.0742,-78.4305,-0.1943
824,39.5000,21.3712,-89.5194,-11.8960,-34.0741,-78.4303,-0.1943
825,39.5000,21.3712,-89.5192,-11.8959,-34.0740,-78.4301,-0.1943
826,39.5000,21.3712,-89.5189,-11.8958,-34.0739,-78.4299,-0.1943
827,39.5000,21.3712,-89.5187,-11.8957,-34.0737,-78.4297,-0.1943
828,39.5000,21.3713,-89.5185,-11.8957,-34.0736,-78.4295,-0.1943
829,39.5000,21.3713,-89.5183,-11.8956,-34.0735,-78.4293,-0.1943
830,39.5000,21.3713,-89.5181,-11.8955,-34.0734,-78.4292,-0.1943
831,39.5000,21.3714,-89.5179,-11.8954,-34.0733,-78.4290,-0.1943
832,39.5000,21.3714,-89.5177,-11.8953,-34.0731,-78.4288,-0.1944
833,39.5000,21.3714,-89.5175,-11.8952,-34.0730,-78.4286,-0.1944
834,39.5000,21.3714,-89.5172,-11.8952,-34.0729,-78.4284,-0.1944
835,39.5000,21.3715,-89.5170,-11.8951,-34.0728,-78.4282,-0.1944
836,39.5000,21.3715,-89.5168,-11.8950,-34.0727,-78.4280,-0.1944
837,39.5000,21.3715,-89.5166,-11.8949,-34.0725,-78.4278,-0.1944
838,39.5000,21.3716,-89.5164,-11.8948,-34.0724,-78.4276,-0.1944
839,39.5000,21.3716,-89.5162,-11.8947,-34.0723,-78.4274,-0.1944
840,39.5000,21.3716,-89.5160,-11.8946,-34.0722,-78.4272,-0.1944
841,39.5000,21.3717,-89.5158,-11.8946,-34.0720,-78.4270,-0.1944
842,39.5000,21.3717,-89.5155,-11.8945,-34.0719,-78.4268,-0.1944
843,39.5000,21.3717,-89.5153,-11.8944,-34.0718,-78.4266,-0.1944
844,39.5000,21.3718,-89.5151,-11.8943,-34.0717,-78.4264,-0.1944
845,39.5000,21.3718,-89.5149,-11.8942,-34.0716,-78.4262,-0.1944
846,39.5000,21.3718,-89.5147,-11.8941,-34.0714,-78.4261,-0.1944
847,39.5000,21.3718,-89.5145,-11.8941,-34.0713,-78.4259,-0.1944
848,39.5000,21.3719,-89.5143,-11.8940,-34.0712,-78.4257,-0.1944
849,39.5000,21.3719,-89.5141,-11.8939,-34.0711,-78.4255,-0.1944
850,39.5000,21.3719,-89.5139,-11.8938,-34.0710,-78.4253,-0.1944
851,39.5000,21.3720,-89.5136,-11.8937,-34.0708,-78.4251,-0.1944
852,39.5000,21.3720,-89.5134,-11.8937,-34.0707,-78.4249,-0.1944
853,39.5000,21.3720,-89.5132,-11.8935,-34.0706,-78.4247,-0.1945
854,39.5000,21.3721,-89.5130,-11.8935,-34.0705,-78.4245,-0.1945
855,39.5000,21.3721,-89.5128,-11.8934,-34.0704,-78.4243,-0.1945
856,39.5000,21.3721,-89.5126,-11.8933,-34.0702,-78.4241,-0.1945
857,39.5000,21.3721,-89.5124,-11.8932,-34.0701,-78.4239,-0.1945
858,39.5000,21.3722,-89.5122,-11.8931,-34.0700,-78.4237,-0.1945
859,39.5000,21.3722,-89.5120,-11.8930,-34.0699,-78.4235,-0.1945
860,39.5000,21.3722,-89.5118,-11.8930,-34.0698,-78.4234,-0.1945
861,39.5000,21.3723,-89.5115,-11.8929,-34.0696,-78.4232,-0.1945
862,39.5000,21.3723,-89.5113,-11.8928,-34.0695,-78.4230,-0.1945
863,39.5000,21.3723,-89.5111,-11.8927,-34.0694,-78.4228,-0.1945
864,39.5000,21.3724,-89.5109,-11.8926,-34.0693,-78.4226,-0.1945
865,39.5000,21.3724,-89.5107,-11.8925,-34.0691,-78.4224,-0.1945
866,39.5000,21.3724,-89.5105,-11.8924,-34.0690,-78.4222,-0.1945
867,39.5000,21.3724,-89.5103,-11.8924,-34.0689,-78.4220,-0.1945
868,39.5000,21.3725,-89.5101,-11.8923,-34.0688,-78.4218,-0.1945
869,39.5000,21.3725,-89.5099,-11.8922,-34.0687,-78.4216,-0.1945
870,39.5000,21.3725,-89.5096,-11.8921,-34.0686,-78.4214,-0.1945
871,39.5000,21.3726,-89.5094,-11.8920,-34.0684,-78.4212,-0.1945
872,39.5000,21.3726,-89.5092,-11.8920,-34.0683,-78.4210,-0.1945
873,39.5000,21.3726,-89.5090,-11.8919,-34.0682,-78.4209,-0.1945
874,39.5000,21.3727,-89.5088,-11.8918,-34.0681,-78.4207,-0.1945
875,39.5000,21.3727,-89.5086,-11.8917,-34.0680,-78.4205,-0.1945
876,39.5000,21.3727,-89.5084,-11.8916,-34.0678,-78.4203,-0.1945
