Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0.50,-87.8791,-0.0001,0.5000,84.1403,-1.4466,-0.3045,-0.0002,  -0,-0.0009,-0.0053,-36.6491,-0.0370,0.0000
2.50,-87.8792,-0.0001,0.5000,84.0842,-1.4466,-0.3046,-0.0002,  -0,-0.0009,-0.0053,-36.6851,-0.0370,0.0000
4.50,-87.8794,-0.0001,0.5000,84.0286,-1.4466,-0.3047,-0.0002,  -0,-0.0009,-0.0053,-36.7208,-0.0370,0.0000
6.50,-87.8795,-0.0001,0.5000,83.9735,-1.4466,-0.3047,-0.0002,  -0,-0.0009,-0.0053,-36.7562,-0.0371,0.0000
8.50,-87.8796,-0.0001,0.5000,83.9188,-1.4465,-0.3048,-0.0002,  -0,-0.0009,-0.0053,-36.7913,-0.0371,0.0000
10.50,-48.2930,79.1734,0.5000,83.8639,-905.7405,-47.7463,-0.0846,   2,0.2940,0.0165,300.9948,0.2551,0.2551
12.50,23.1402,7.8517,0.5000,83.9049,-3867.4682,-511.2581,-3122.6319, 318,10.6884,0.9881,0.4576,-3.3042,-3.3042
14.50,31.7429,2.7820,0.5000,88.1520,-828.8375,-404.8890,-2332.8712, 642,82.3257,3.5131,0.1997,-2.0098,-2.0098
16.50,34.8588,1.0492,0.5000,104.0550,-244.7555,-370.7994,-1596.5901, 652,159.1969,6.6657,0.1487,-1.1497,-1.1497
18.50,36.0807,0.4266,0.5000,132.7359,-85.5277,-356.0351,-1204.8948, 560,216.5098,10.2886,0.1320,-0.7744,-0.7744
20.50,36.6435,0.2254,0.5000,168.8017,-32.2140,-347.9159,-1051.8143, 458,256.7233,14.1606,0.1249,-0.6712,-0.6712
22.50,37.0164,0.1716,0.5000,205.8825,-13.0394,-342.1291,-999.7601, 377,284.7995,17.9407,0.1206,-0.6623,-0.6623
24.50,37.3316,0.1501,0.5000,240.5013,-4.5869,-336.2378,-966.2930, 305,309.9566,22.4040,0.1165,-0.6648,-0.6648
26.50,37.6053,0.1282,0.5000,271.4382,-1.9090,-331.7902,-940.4137, 260,327.1244,26.1907,0.1136,-0.6588,-0.6588
28.50,37.8287,0.1012,0.5000,298.5145,-0.7929,-327.8133,-913.5763, 225,341.8923,30.0076,0.1113,-0.6447,-0.6447
30.50,37.9933,0.0708,0.5000,321.9556,-0.3288,-324.3351,-886.3207, 197,354.9262,33.8414,0.1097,-0.6252,-0.6252
32.50,38.0956,0.0394,0.5000,342.1201,-0.1176,-320.9074,-855.1055, 170,368.5149,38.3169,0.1085,-0.5986,-0.5986
34.50,38.1360,0.0088,0.5000,359.3895,-0.0490,-318.4970,-829.6674, 152,379.0415,42.1149,0.1082,-0.5745,-0.5745
36.50,38.1172,-0.0200,0.5000,374.1249,-0.0207,-316.5391,-805.8985, 137,388.6936,45.8385,0.1084,-0.5505,-0.5505
38.50,38.0436,-0.0465,0.5000,386.6521,-0.0070,-314.6085,-778.0752, 121,399.9915,50.4650,0.1093,-0.5207,-0.5207
40.50,37.9201,-0.0706,0.5000,397.2579,-0.0032,-313.5205,-759.0745, 111,407.8122,53.8178,0.1105,-0.4995,-0.4995
42.50,37.7516,-0.0922,0.5000,406.1921,-0.0012,-312.5002,-736.9587, 100,417.1192,57.9439,0.1126,-0.4740,-0.4740
