Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
1,-88.0435,-0.0000,0.5000,73.6034,-2.2433,-0.1458,-0.0002,-0.0000,-0.0002,-0.0034,-0.1356
3,-88.0435,-0.0000,0.5000,73.6035,-2.2433,-0.1458,-0.0002,-0.0000,-0.0002,-0.0034,-0.1353
5,-88.0435,-0.0000,0.5000,73.6036,-2.2433,-0.1458,-0.0002,-0.0000,-0.0002,-0.0034,-0.1351
7,-88.0435,-0.0000,0.5000,73.6038,-2.2433,-0.1458,-0.0002,-0.0000,-0.0002,-0.0034,-0.1347
9,-88.0435,-0.0000,0.5000,73.6039,-2.2433,-0.1458,-0.0002,-0.0000,-0.0002,-0.0034,-0.1343
11,-48.4207,79.2455,0.5000,73.6036,-1431.3171,-23.1816,-0.0807,1.3757,19.3093,0.0108,305.6568
13,35.2239,6.4106,0.5000,73.7265,-4026.7328,-212.6606,-1824.3016,494.8752,20.3419,1.1805,0.1429
15,40.0295,1.1760,0.5000,76.3374,-706.9900,-181.4291,-1426.3787,740.8021,28.9168,3.8467,0.0894
17,41.0495,0.2774,0.5000,84.0193,-203.3802,-173.4379,-1146.4605,673.0085,38.6930,6.7639,0.0814
19,41.3002,0.0693,0.5000,96.3992,-64.9725,-169.8820,-964.6423,545.7747,47.9466,10.1669,0.0794
21,41.3694,0.0236,0.5000,111.7059,-26.4565,-168.0382,-877.3216,452.7173,54.2298,13.1295,0.0789
23,41.4128,0.0230,0.5000,128.0535,-9.6456,-166.2772,-817.7872,370.3450,59.9016,16.5791,0.0786
25,41.4680,0.0302,0.5000,144.1067,-3.4911,-164.6149,-778.0886,309.0528,64.2608,20.0745,0.0781
27,41.5334,0.0334,0.5000,159.1372,-1.3996,-163.1626,-749.2867,267.1102,67.3027,23.2477,0.0777
29,41.5976,0.0306,0.5000,172.8352,-0.5492,-161.7374,-722.7508,233.5193,69.7447,26.5090,0.0772
31,41.6500,0.0230,0.5000,185.1273,-0.2067,-160.3357,-696.7185,205.6426,71.7441,29.9255,0.0768
33,41.6829,0.0122,0.5000,196.0586,-0.0776,-159.0351,-671.8926,183.0195,73.3241,33.3533,0.0766
35,41.6920,-0.0002,0.5000,205.7273,-0.0291,-157.8424,-648.1857,164.2325,74.5934,36.7855,0.0765
37,41.6751,-0.0134,0.5000,214.2502,-0.0093,-156.5842,-621.8950,145.8373,75.7945,40.7958,0.0767
39,41.6319,-0.0265,0.5000,221.7456,-0.0035,-155.6140,-600.5358,132.3393,76.6553,44.2337,0.0771
41,41.5629,-0.0392,0.5000,228.3254,-0.0013,-154.7388,-580.3195,120.4993,77.4069,47.6555,0.0776
43,41.4692,-0.0513,0.5000,234.0918,-0.0005,-153.9498,-561.2147,109.9910,78.0843,51.0559,0.0784
45,41.3524,-0.0626,0.5000,239.1365,-0.0002,-153.2379,-543.1805,100.5797,78.7137,54.4301,0.0793
47,41.2139,-0.0731,0.5000,243.5406,-0.0001,-152.5941,-526.1702,92.0919,79.3143,57.7737,0.0805
49,41.0555,-0.0828,0.5000,247.3759,-0.0000,-152.0102,-510.1360,84.3964,79.9002,61.0830,0.0818
51,40.8786,-0.0917,0.5000,250.7052,-0.0000,-151.4787,-495.0327,77.3920,80.4816,64.3548,0.0833
53,40.6847,-0.0999,0.5000,253.5841,-0.0000,-150.8647,-477.0203,69.3211,81.2291,68.4772,0.0854
55,40.4753,-0.1075,0.5000,256.0612,-0.0000,-150.5218,-466.7336,64.8395,81.6907,70.9524,0.0868
57,40.2517,-0.1143,0.5000,258.1794,-0.0000,-150.1990,-456.9409,60.6529,82.1591,73.4007,0.0884
59,40.0152,-0.1206,0.5000,259.9765,-0.0000,-149.6044,-438.7858,53.0833,83.1202,78.2138,0.0917
61,39.7668,-0.1263,0.5000,261.4861,-0.0000,-149.3281,-430.4010,49.6625,83.6139,80.5775,0.0935
63,39.5078,-0.1314,0.5000,262.7376,-0.0000,-149.0633,-422.4646,46.4627,84.1168,82.9120,0.0954
65,39.2391,-0.1360,0.5000,263.7573,-0.0000,-148.8082,-414.9675,43.4692,84.6287,85.2173,0.0974
67,38.9619,-0.1401,0.5000,264.5686,-0.0000,-148.3199,-401.2613,38.0492,85.6790,89.7391,0.1017
69,38.6770,-0.1437,0.5000,265.1924,-0.0000,-148.0837,-395.0383,35.5986,86.2166,91.9556,0.1040
71,38.3855,-0.1469,0.5000,265.6471,-0.0000,-147.8509,-389.2239,33.3064,86.7621,94.1427,0.1063
73,38.0883,-0.1496,0.5000,265.9495,-0.0000,-147.6200,-383.8104,31.1625,87.3147,96.3005,0.1088
75,37.7861,-0.1519,0.5000,266.1145,-0.0000,-147.1591,-374.1629,27.2830,88.4391,100.5295,0.1139
77,37.4800,-0.1537,0.5000,266.1555,-0.0000,-146.9266,-369.9098,25.5303,89.0095,102.6013,0.1167
79,37.1707,-0.1552,0.5000,266.0846,-0.0000,-146.6915,-366.0192,23.8918,89.5847,104.6453,0.1195
81,36.8590,-0.1562,0.5000,265.9127,-0.0000,-146.2090,-359.3037,20.9288,90.7460,108.6517,0.1253
83,36.5457,-0.1569,0.5000,265.6497,-0.0000,-145.9598,-356.4470,19.5911,91.3307,110.6152,0.1284
85,36.2315,-0.1572,0.5000,265.3045,-0.0000,-145.7044,-353.9080,18.3412,91.9174,112.5531,0.1315
87,35.9170,-0.1572,0.5000,264.8852,-0.0000,-145.4419,-351.6685,17.1732,92.5052,114.4659,0.1347
89,35.6029,-0.1569,0.5000,264.3991,-0.0000,-144.8935,-348.0421,15.0626,93.6818,118.2189,0.1413
91,35.2897,-0.1564,0.5000,263.8530,-0.0000,-144.6065,-346.6099,14.1103,94.2695,120.0604,0.1447
93,34.9779,-0.1556,0.5000,263.2529,-0.0000,-144.3105,-345.4132,13.2206,94.8560,121.8795,0.1482
95,34.6680,-0.1546,0.5000,262.6045,-0.0000,-144.0052,-344.4333,12.3894,95.4408,123.6767,0.1517
97,34.3603,-0.1534,0.5000,261.9127,-0.0000,-143.3659,-343.0338,10.8876,96.6039,127.2083,0.1590
99,34.0551,-0.1521,0.5000,261.1822,-0.0000,-143.0318,-342.5753,10.2099,97.1814,128.9438,0.1628
101,33.7527,-0.1506,0.5000,260.4173,-0.0000,-142.6879,-342.2538,9.5767,97.7558,130.6598,0.1666
103,33.4533,-0.1491,0.5000,259.6218,-0.0000,-141.9715,-341.9404,8.4321,98.8947,134.0358,0.1743
105,33.1570,-0.1476,0.5000,258.7994,-0.0000,-141.5994,-341.9099,7.9153,99.4589,135.6967,0.1783
107,32.8637,-0.1460,0.5000,257.9531,-0.0000,-141.1131,-341.9583,7.3063,100.1715,137.7845,0.1834
109,32.5735,-0.1445,0.5000,257.0861,-0.0000,-140.6131,-342.0706,6.7472,100.8783,139.8448,0.1886
111,32.2864,-0.1430,0.5000,256.2011,-0.0000,-140.1002,-342.2160,6.2338,101.5795,141.8783,0.1939
113,32.0022,-0.1416,0.5000,255.3006,-0.0000,-139.5752,-342.3653,5.7622,102.2753,143.8856,0.1993
115,31.7207,-0.1402,0.5000,254.3868,-0.0000,-139.0392,-342.4919,5.3289,102.9661,145.8672,0.2048
117,31.4418,-0.1390,0.5000,253.4618,-0.0000,-138.4932,-342.5725,4.9307,103.6523,147.8234,0.2104
119,31.1653,-0.1379,0.5000,252.5277,-0.0000,-137.9383,-342.5876,4.5644,104.3345,149.7547,0.2160
121,30.8908,-0.1369,0.5000,251.5861,-0.0000,-137.3755,-342.5202,4.2275,105.0133,151.6612,0.2219
123,30.6181,-0.1360,0.5000,250.6387,-0.0000,-136.8061,-342.3563,3.9174,105.6892,153.5430,0.2278
125,30.3470,-0.1353,0.5000,249.6869,-0.0000,-136.2310,-342.0846,3.6319,106.3631,155.4003,0.2338
127,30.0770,-0.1348,0.5000,248.7321,-0.0000,-135.6514,-341.6966,3.3689,107.0355,157.2331,0.2400
129,29.8080,-0.1344,0.5000,247.7754,-0.0000,-135.0683,-341.1864,3.1266,107.7072,159.0413,0.2463
131,29.5397,-0.1341,0.5000,246.8181,-0.0000,-134.4826,-340.5502,2.9032,108.3790,160.8248,0.2528
133,29.2716,-0.1340,0.5000,245.8611,-0.0000,-133.8953,-339.7862,2.6970,109.0515,162.5835,0.2595
135,29.0036,-0.1340,0.5000,244.9053,-0.0000,-133.3073,-338.8942,2.5068,109.7253,164.3173,0.2663
137,28.7353,-0.1342,0.5000,243.9516,-0.0000,-132.7194,-337.8758,2.3312,110.4013,166.0258,0.2733
139,28.4665,-0.1345,0.5000,243.0007,-0.0000,-132.1323,-336.7338,2.1690,111.0800,167.7091,0.2805
141,28.1970,-0.1350,0.5000,242.0532,0.0000,-131.5467,-335.4719,2.0191,111.7620,169.3667,0.2879
143,27.9264,-0.1355,0.5000,241.1099,-0.0000,-130.9632,-334.0950,1.8805,112.4479,170.9985,0.2956
145,27.6546,-0.1362,0.5000,240.1713,-0.0000,-130.3825,-332.6083,1.7523,113.1381,172.6043,0.3035
147,27.3813,-0.1369,0.5000,239.2377,-0.0000,-129.8049,-331.0178,1.6337,113.8333,174.1838,0.3116
149,27.1064,-0.1378,0.5000,238.3098,0.0000,-129.2309,-329.3298,1.5238,114.5338,175.7367,0.3200
151,26.8297,-0.1387,0.5000,237.3879,0.0000,-128.6609,-327.5509,1.4221,115.2400,177.2629,0.3287
153,26.5510,-0.1397,0.5000,236.4722,-0.0000,-128.0951,-325.6875,1.3279,115.9522,178.7622,0.3378
155,26.2702,-0.1408,0.5000,235.5633,-0.0000,-127.5338,-323.7465,1.2405,116.6709,180.2343,0.3471
157,25.9871,-0.1419,0.5000,234.6612,0.0000,-126.9773,-321.7344,1.1595,117.3961,181.6791,0.3567
159,25.7018,-0.1431,0.5000,233.7662,0.0000,-126.4257,-319.6576,1.0843,118.1282,183.0964,0.3667
161,25.4140,-0.1444,0.5000,232.8786,0.0000,-125.8791,-317.5224,1.0146,118.8673,184.4861,0.3771
163,25.1237,-0.1456,0.5000,231.9986,-0.0000,-125.3376,-315.3350,0.9498,119.6136,185.8479,0.3879
165,24.8309,-0.1469,0.5000,231.1262,0.0000,-124.8012,-313.1010,0.8897,120.3672,187.1819,0.3991
167,24.5355,-0.1482,0.5000,230.2616,0.0000,-124.2700,-310.8260,0.8338,121.1281,188.4878,0.4106
169,24.2374,-0.1495,0.5000,229.4049,-0.0000,-123.7440,-308.5152,0.7819,121.8964,189.7657,0.4227
171,23.9366,-0.1509,0.5000,228.5562,-0.0000,-123.3850,-306.9069,0.7483,122.4293,190.6286,0.4312
173,23.6332,-0.1522,0.5000,227.7156,0.0000,-122.6742,-303.6524,0.6859,123.5057,192.3143,0.4490
175,23.3270,-0.1536,0.5000,226.8831,-0.0000,-122.3223,-302.0090,0.6570,124.0490,193.1371,0.4582
177,23.0182,-0.1549,0.5000,226.0588,0.0000,-121.6256,-298.6962,0.6033,125.1461,194.7426,0.4775
179,22.7066,-0.1563,0.5000,225.2426,0.0000,-121.2806,-297.0293,0.5784,125.6997,195.5253,0.4875
181,22.3924,-0.1576,0.5000,224.4347,-0.0000,-120.8107,-294.7327,0.5461,126.4650,196.5777,0.5016
183,22.0756,-0.1589,0.5000,223.6350,-0.0000,-120.3450,-292.4282,0.5159,127.2365,197.6049,0.5163
185,21.7561,-0.1602,0.5000,222.8434,0.0000,-119.8832,-290.1184,0.4877,128.0140,198.6069,0.5316
187,21.4340,-0.1615,0.5000,222.0601,-0.0000,-119.2812,-287.0739,0.4533,129.0465,199.8874,0.5525
189,21.1094,-0.1628,0.5000,221.2849,-0.0000,-118.9112,-285.1854,0.4334,129.6917,200.6596,0.5660
191,20.7822,-0.1640,0.5000,220.5179,-0.0000,-118.1784,-281.4111,0.3968,130.9933,202.1539,0.5942
193,20.4526,-0.1653,0.5000,219.7589,0.0000,-117.7079,-278.9675,0.3751,131.8454,203.0876,0.6134
195,20.1205,-0.1665,0.5000,219.0080,-0.0000,-117.2410,-276.5298,0.3548,132.7032,203.9934,0.6334
197,19.7860,-0.1677,0.5000,218.2651,-0.0000,-116.7777,-274.0991,0.3359,133.5666,204.8714,0.6542
199,19.4492,-0.1688,0.5000,217.5302,-0.0000,-116.3178,-271.6768,0.3183,134.4353,205.7215,0.6759
201,19.1101,-0.1700,0.5000,216.8032,-0.0000,-115.8611,-269.2642,0.3019,135.3091,206.5440,0.6983
203,18.7688,-0.1711,0.5000,216.0840,-0.0000,-115.4075,-266.8622,0.2866,136.1877,207.3388,0.7217
205,18.4253,-0.1722,0.5000,215.3726,-0.0000,-114.9569,-264.4716,0.2723,137.0710,208.1060,0.7460
207,18.0796,-0.1732,0.5000,214.6689,-0.0000,-114.5092,-262.0932,0.2590,137.9586,208.8459,0.7712
209,17.7318,-0.1743,0.5000,213.9728,-0.0000,-114.0641,-259.7275,0.2466,138.8503,209.5583,0.7975
211,17.3820,-0.1753,0.5000,213.2843,-0.0000,-113.6217,-257.3750,0.2351,139.7459,210.2434,0.8248
213,17.0303,-0.1763,0.5000,212.6033,-0.0000,-113.1817,-255.0359,0.2243,140.6450,210.9013,0.8532
215,16.6765,-0.1772,0.5000,211.9297,-0.0000,-112.7440,-252.7104,0.2143,141.5474,211.5321,0.8827
217,16.3209,-0.1782,0.5000,211.2635,-0.0000,-112.3086,-250.3986,0.2050,142.4529,212.1357,0.9134
219,15.9635,-0.1791,0.5000,210.6045,-0.0000,-111.8753,-248.1005,0.1964,143.3612,212.7124,0.9453
221,15.6043,-0.1799,0.5000,209.9527,-0.0000,-111.4440,-245.8158,0.1883,144.2720,213.2621,0.9785
223,15.2433,-0.1808,0.5000,209.3080,-0.0000,-111.0147,-243.5443,0.1808,145.1850,213.7849,1.0130
225,14.8806,-0.1817,0.5000,208.6703,-0.0000,-110.7761,-242.2827,0.1768,145.6952,214.0648,1.0328
227,14.5163,-0.1825,0.5000,208.0395,-0.0000,-110.3005,-239.7715,0.1691,146.7172,214.5996,1.0738
229,14.1503,-0.1833,0.5000,207.4156,-0.0000,-109.9126,-237.7261,0.1623,147.5555,215.0126,1.1087
231,13.7828,-0.1841,0.5000,206.7985,-0.0000,-109.6115,-236.1398,0.1568,148.2090,215.3188,1.1368
233,13.4137,-0.1848,0.5000,206.1879,-0.0000,-109.1614,-233.7701,0.1487,149.1904,215.7526,1.1803
235,13.0431,-0.1856,0.5000,205.5840,-0.0000,-108.7521,-231.6164,0.1418,150.0870,216.1219,1.2217
237,12.6710,-0.1863,0.5000,204.9866,-0.0000,-108.2345,-228.8931,0.1340,151.2263,216.5542,1.2766
239,12.2975,-0.1870,0.5000,204.3955,-0.0000,-107.8434,-226.8348,0.1287,152.0905,216.8546,1.3200
241,11.9226,-0.1877,0.5000,203.8107,-0.0000,-107.4535,-224.7808,0.1239,152.9548,217.1314,1.3650
243,11.5462,-0.1884,0.5000,203.2321,-0.0000,-107.0648,-222.7299,0.1195,153.8191,217.3844,1.4117
245,11.1684,-0.1891,0.5000,202.6597,-0.0000,-106.6773,-220.6803,0.1156,154.6832,217.6137,1.4602
247,10.7893,-0.1898,0.5000,202.0932,-0.0000,-105.9056,-216.5783,0.1092,156.4099,218.0005,1.5626
249,10.4088,-0.1905,0.5000,201.5327,-0.0000,-105.4958,-214.3844,0.1063,157.3297,218.1675,1.6205
251,10.0268,-0.1912,0.5000,200.9779,-0.0000,-105.0873,-212.1828,0.1039,158.2486,218.3069,1.6806
253,9.6435,-0.1919,0.5000,200.4288,-0.0000,-104.6801,-209.9704,0.1019,159.1662,218.4185,1.7432
255,9.2588,-0.1926,0.5000,199.8854,-0.0000,-104.2741,-207.7439,0.1003,160.0825,218.5021,1.8084
257,8.8727,-0.1933,0.5000,199.3474,-0.0000,-103.8695,-205.4997,0.0991,160.9973,218.5575,1.8762
259,8.4851,-0.1941,0.5000,198.8147,-0.0000,-103.4662,-203.2339,0.0982,161.9105,218.5842,1.9468
261,8.0960,-0.1948,0.5000,198.2873,-0.0000,-103.0642,-200.9421,0.0976,162.8220,218.5821,2.0203
263,7.7054,-0.1956,0.5000,197.7651,-0.0000,-102.6637,-198.6199,0.0973,163.7317,218.5508,2.0969
265,7.3132,-0.1964,0.5000,197.2479,0.0000,-102.2646,-196.2623,0.0974,164.6394,218.4898,2.1766
267,6.9194,-0.1972,0.5000,196.7355,0.0000,-101.8671,-193.8638,0.0977,165.5451,218.3987,2.2598
269,6.5239,-0.1981,0.5000,196.2279,-0.0000,-101.4712,-191.4190,0.0984,166.4487,218.2771,2.3464
271,6.1265,-0.1990,0.5000,195.7249,-0.0000,-101.0769,-188.9219,0.0994,167.3503,218.1243,2.4368
273,5.7273,-0.2000,0.5000,195.2263,-0.0000,-100.6844,-186.3658,0.1006,168.2498,217.9399,2.5311
275,5.3261,-0.2010,0.5000,194.7321,-0.0000,-100.6268,-185.9841,0.1008,168.3820,217.9100,2.5453
277,4.9228,-0.2021,0.5000,194.2420,0.0000,-100.2246,-183.2706,0.1024,169.3065,217.6812,2.6474
279,4.5173,-0.2032,0.5000,193.7558,-0.0000,-99.8245,-180.4786,0.1043,170.2287,217.4171,2.7542
281,4.1094,-0.2044,0.5000,193.2735,-0.0000,-99.4834,-178.0167,0.1062,171.0174,217.1621,2.8497
283,3.6989,-0.2057,0.5000,192.7948,-0.0000,-98.9709,-174.1612,0.1095,172.2069,216.7250,3.0013
285,3.2857,-0.2071,0.5000,192.3195,-0.0000,-98.6498,-171.6397,0.1118,172.9555,216.4165,3.1018
287,2.8695,-0.2086,0.5000,191.8474,-0.0000,-98.0089,-166.3298,0.1171,174.4588,215.7159,3.3163
289,2.4503,-0.2102,0.5000,191.3783,0.0000,-97.6348,-163.0414,0.1206,175.3425,215.2514,3.4509
291,2.0277,-0.2119,0.5000,190.9120,0.0000,-97.2637,-159.6265,0.1245,176.2245,214.7473,3.5922
293,1.6015,-0.2138,0.5000,190.4482,-0.0000,-96.8957,-156.0779,0.1286,177.1049,214.2025,3.7405
