Pace,T_Peak,Vmpeak,Vmvalley,Vm_repol30,Vm_repol50,Vm_repol90,dVmdt_repol_max
750,33.5000,40.7379,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
751,33.5000,40.7379,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
752,33.5000,40.7379,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
753,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
754,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
755,33.5000,40.7380,-88.0402,2.1046,-23.6511,-75.1624,-0.0952
756,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
757,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
758,33.5000,40.7380,-88.0402,2.1046,-23.6511,-75.1624,-0.0952
759,33.5000,40.7380,-88.0402,2.1046,-23.6511,-75.1624,-0.0952
760,33.5000,40.7380,-88.0402,2.1046,-23.6511,-75.1624,-0.0952
761,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
762,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
763,33.5000,40.7380,-88.0402,2.1046,-23.6511,-75.1624,-0.0952
764,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
765,33.5000,40.7380,-88.0402,2.1046,-23.6511,-75.1624,-0.0952
766,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
767,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
768,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
769,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
770,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
771,33.5000,40.7382,-88.0402,2.1047,-23.6510,-75.1623,-0.0952
772,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
773,33.5000,40.7380,-88.0402,2.1046,-23.6511,-75.1624,-0.0952
774,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
775,33.5000,40.7381,-88.0402,2.1046,-23.6511,-75.1624,-0.0952
776,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
777,33.5000,40.7379,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
778,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
779,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
780,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
781,33.5000,40.7380,-88.0402,2.1046,-23.6511,-75.1624,-0.0952
782,33.5000,40.7380,-88.0402,2.1045,-23.6511,-75.1624,-0.0952
