Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
0.50,-88.0493,-0.0000,0.5000,73.6013,-1.9780,-0.0866,-0.0002,0.0001,0.0006,-0.0035,1.1385
1.50,-88.0493,-0.0000,0.5000,73.6011,-1.9780,-0.0867,-0.0002,0.0001,0.0005,-0.0035,1.1386
2.50,-88.0493,-0.0000,0.5000,73.6010,-1.9780,-0.0867,-0.0002,0.0001,0.0005,-0.0035,1.1386
3.50,-88.0493,-0.0000,0.5000,73.6009,-1.9780,-0.0867,-0.0002,0.0001,0.0005,-0.0035,1.1386
4.50,-88.0493,-0.0000,0.5000,73.6008,-1.9780,-0.0867,-0.0002,0.0001,0.0005,-0.0035,1.1387
5.50,-88.0493,-0.0000,0.5000,73.6007,-1.9780,-0.0867,-0.0002,0.0001,0.0005,-0.0035,1.1388
6.50,-88.0493,-0.0000,0.5000,73.6007,-1.9780,-0.0867,-0.0002,0.0001,0.0005,-0.0035,1.1389
7.50,-88.0493,-0.0000,0.5000,73.6006,-1.9780,-0.0867,-0.0002,0.0001,0.0005,-0.0035,1.1389
8.50,-88.0493,-0.0000,0.5000,73.6005,-1.9780,-0.0867,-0.0002,0.0001,0.0005,-0.0035,1.1390
9.50,-88.0493,-0.0000,0.5000,73.6004,-1.9780,-0.0867,-0.0002,0.0001,0.0005,-0.0035,1.1391
10.50,-48.4344,79.2293,0.5000,73.5998,-1262.3388,-13.7776,-0.0730,1.2932,5.3279,0.0111,306.6463
11.50,19.8936,122.7359,0.5000,73.5981,-85308.0361,-165.3305,-771.2109,53.0936,11.5658,0.1761,0.6231
12.50,32.1508,6.5753,0.5000,73.6716,-4037.2736,-135.7124,-1919.9317,411.5748,19.0288,1.0449,0.1921
13.50,35.7521,2.8841,0.5000,74.1591,-1625.3831,-122.7303,-1757.3509,589.3904,37.5950,2.1390,0.1362
14.50,37.4405,1.3969,0.5000,75.4414,-742.9834,-115.7673,-1565.4055,646.1641,57.8079,3.3735,0.1157
15.50,38.3199,0.7481,0.5000,77.7304,-380.7726,-111.8727,-1409.2055,637.9478,75.4905,4.6777,0.1064
16.50,38.8197,0.4346,0.5000,81.0717,-209.5750,-109.4235,-1281.8349,599.4067,90.1402,6.0591,0.1013
17.50,39.1242,0.2694,0.5000,85.3976,-121.5017,-107.7550,-1178.9639,549.5573,101.7610,7.4951,0.0984
