Time(msec),Vm(mVolt),dVm/dt(mVolt/msec),timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA),Inet(microA),Inet_APD(microA)
0,-90.4963,0.0000,0.5000,56.4617,-0.0001,-0.0336,-0.0000,0.1282,0.0010,-0.0012,165.2190,0.1653,0.1653
2,-90.4963,0.0000,0.5000,56.4623,-0.0001,-0.0336,0.0000,0.1282,0.0009,-0.0012,165.2201,0.1653,0.1653
4,-90.4963,0.0000,0.5000,56.4630,-0.0001,-0.0337,-0.0000,0.1282,0.0009,-0.0012,165.2213,0.1653,0.1653
6,-90.4963,0.0000,0.5000,56.4638,-0.0001,-0.0337,-0.0000,0.1282,0.0009,-0.0012,165.2227,0.1653,0.1653
8,-90.4963,0.0000,0.5000,56.4647,-0.0001,-0.0337,0.0000,0.1282,0.0009,-0.0012,165.2244,0.1653,0.1653
10,-64.4825,52.0277,0.5000,56.4636,-267.9890,-2.9949,-0.0000,7.6317,0.0298,0.0020,1069.6045,1.0743,1.0743
12,24.5411,-1.4768,0.5000,57.0450,-2.2228,-72.1084,-5585.1986,5702.6081,0.4397,0.4852,0.0042,0.0462,0.0462
14,21.4076,-1.3958,0.5000,64.1113,-0.0000,-73.1164,-6536.7897,6508.1140,2.2863,1.1052,0.0076,-0.0984,-0.0984
16,19.4643,-0.7388,0.5000,85.3177,0.0000,-74.7656,-6283.1933,5432.0518,4.7606,1.6881,0.0107,-0.9194,-0.9194
18,18.6317,-0.2342,0.5000,120.4485,0.0000,-75.1618,-5844.9543,4330.3550,7.3954,2.3260,0.0123,-1.5800,-1.5800
20,18.6624,0.1423,0.5000,161.0599,-0.0000,-74.3136,-5400.6539,3571.5994,9.6658,2.9568,0.0121,-1.8907,-1.8907
22,19.2033,0.3241,0.5000,200.1449,-0.0000,-73.0257,-5037.6536,3119.4021,11.3198,3.5112,0.0110,-1.9764,-1.9764
