Time,Vm,dVm/dt,timestep(dt),Cai(x1.000.000)(milliM->nanoM),INa(x1.000)(microA->nanoA),INaL(x1.000)(microA->nanoA),ICaL(x1.000)(microA->nanoA),Ito(x1.000)(microA->nanoA),IKr(x1.000)(microA->nanoA),IKs(x1.000)(microA->nanoA),IK1(x1.000)(microA->nanoA)
1,-90.6737,0.0000,0.5000,57.8339,-0.0001,-0.0350,-0.0000,0.1330,0.0002,-0.0010,171.6139
3,-90.6736,0.0000,0.5000,57.8411,-0.0001,-0.0350,0.0000,0.1331,0.0002,-0.0010,171.6285
5,-90.6736,0.0000,0.5000,57.8483,-0.0001,-0.0350,-0.0000,0.1331,0.0002,-0.0010,171.6357
7,-90.6735,0.0000,0.5000,57.8555,-0.0001,-0.0350,-0.0000,0.1331,0.0002,-0.0010,171.6503
9,-90.6734,0.0000,0.5000,57.8627,-0.0001,-0.0350,-0.0000,0.1331,0.0002,-0.0010,171.6649
11,-64.6574,52.0320,0.5000,57.8677,-260.1126,-3.1624,-0.0000,7.6748,0.0057,0.0016,1065.5723
13,24.6913,-1.4696,0.5000,58.4758,-2.3562,-77.4354,-5631.0645,5733.2132,0.3807,0.3938,0.0040
15,21.4992,-1.4343,0.5000,65.8708,-0.0000,-79.4339,-6547.9885,6542.5058,2.2924,0.9086,0.0072
17,19.4950,-0.7628,0.5000,88.1584,0.0000,-81.5403,-6278.0797,5404.6896,4.8605,1.4002,0.0103
19,18.6440,-0.2341,0.5000,125.0188,-0.0000,-82.0037,-5841.4837,4305.0343,7.4803,1.9192,0.0118
21,18.6959,0.1570,0.5000,167.3214,-0.0000,-81.1039,-5420.3558,3586.2770,9.6286,2.4069,0.0116
23,19.2681,0.3392,0.5000,207.7894,-0.0000,-79.2428,-4962.9656,3031.2543,11.6906,2.9843,0.0102
25,20.0027,0.3709,0.5000,243.7623,-0.0000,-77.7035,-4654.4945,2733.6504,12.9355,3.4308,0.0092
27,20.7024,0.3322,0.5000,274.7927,-0.0000,-75.8948,-4315.9092,2444.7845,14.1461,4.0017,0.0081
29,21.2929,0.2723,0.5000,301.1903,0.0000,-74.3181,-4026.0673,2211.3824,15.0290,4.5833,0.0072
31,21.7626,0.2131,0.5000,323.4767,0.0000,-72.9806,-3777.9979,2012.8580,15.6549,5.1726,0.0066
33,22.1235,0.1620,0.5000,342.1961,-0.0000,-71.8264,-3559.9100,1835.4758,16.0968,5.7799,0.0062
35,22.3938,0.1201,0.5000,357.8508,0.0000,-70.8447,-3370.7142,1678.2200,16.3940,6.3906,0.0059
37,22.5907,0.0863,0.5000,370.8821,0.0000,-69.9983,-3204.7849,1537.6131,16.5885,7.0031,0.0057
39,22.7282,0.0590,0.5000,381.6702,-0.0000,-69.4942,-3104.8629,1451.9026,16.6768,7.4118,0.0056
41,22.8177,0.0368,0.5000,390.5389,0.0000,-68.8105,-2968.3859,1333.9263,16.7649,8.0247,0.0055
43,22.8679,0.0185,0.5000,397.7633,-0.0000,-68.1832,-2842.6693,1224.7706,16.8167,8.6513,0.0055
45,22.8853,0.0032,0.5000,403.5762,0.0000,-67.6145,-2728.7953,1125.9627,16.8439,9.2761,0.0055
47,22.8753,-0.0097,0.5000,408.1752,-0.0000,-67.0929,-2624.8932,1036.2779,16.8572,9.8984,0.0055
49,22.8419,-0.0207,0.5000,411.7278,-0.0000,-66.6095,-2529.4928,954.6658,16.8643,10.5176,0.0055
51,22.7883,-0.0303,0.5000,414.3769,-0.0000,-66.1578,-2441.4284,880.2429,16.8707,11.1333,0.0056
53,22.7170,-0.0387,0.5000,416.2442,-0.0000,-65.9421,-2399.8475,845.4858,16.8749,11.4396,0.0057
55,22.6302,-0.0461,0.5000,417.4337,-0.0000,-65.3194,-2281.8905,748.5292,16.8964,12.3674,0.0058
57,22.5296,-0.0528,0.5000,418.0350,-0.0000,-65.0254,-2227.4108,704.7055,16.9136,12.8273,0.0059
59,22.4165,-0.0587,0.5000,418.1248,-0.0000,-64.7411,-2175.6098,663.6827,16.9359,13.2842,0.0060
61,22.2924,-0.0641,0.5000,417.7698,-0.0000,-64.4656,-2126.2840,625.2584,16.9637,13.7382,0.0061
63,22.1581,-0.0689,0.5000,417.0271,-0.0000,-64.1979,-2079.2547,589.2479,16.9971,14.1890,0.0063
65,22.0148,-0.0733,0.5000,415.9468,-0.0000,-63.6830,-1991.4752,523.8171,17.0814,15.0809,0.0065
67,21.8632,-0.0772,0.5000,414.5722,-0.0000,-63.4343,-1950.4585,494.1052,17.1323,15.5219,0.0067
69,21.7042,-0.0808,0.5000,412.9412,-0.0000,-63.1907,-1911.2013,466.2198,17.1889,15.9594,0.0069
71,21.5385,-0.0841,0.5000,411.0869,-0.0000,-62.9516,-1873.6024,440.0413,17.2511,16.3935,0.0070
73,21.3667,-0.0870,0.5000,409.0382,-0.0000,-62.7165,-1837.5688,415.4593,17.3187,16.8241,0.0072
